sentence,rule1,rule2,rule3,rule4,rule5,subjectivity
"O título não me atraiu de imediato, então abandonei o livro por um mês. Então, certo dia, resolvi lê-lo. O livro me prendeu de um jeito que não consegui largá-lo até terminar a leitura numa tarde de sábado",0,0,0,0,1,1
"Para que nunca leu um livro, esse é bom, para começar a se apaixonar pelo prazer de ler, pois não são muitas páginas a história se passa rápida e leitura envolve o leitor de uma forma incrível, a sem esquecer que é um romacinho policial.",1,0,0,1,1,1
"O primeiro livro que li na vida que não fosse história em quadrinhos ou ilustrado. Fez brotar a alma de leitora cuja semente esteve sempre aqui, e perdi a conta de quantas vezes reli desde então.",1,0,0,0,0,1
Meu primeiro livro e foi uma experiência incrível! Esse livro deixou uma marca na minha alma!,1,0,0,1,0,1
"A grande força do texto, sem dúvida, está na linguagem que é expressiva e original, repleta de neologismos muito inteligentes.",1,1,0,0,0,1
"Faltou tato na escrita. Não é criado qualquer vínculo entre leitor e personagens, tornando o livro só uma série de relatos com pessoas as quais o leitor não teve tempo de se importar. Acredito que assuste só os mais sensíveis.",0,0,0,0,1,1
"De resto, é um livro mediano. Interessante para quem gosta do assunto, porém não espere nada muito profundo.",0,1,0,1,1,1
"Pois bem, achei as histórias extremamente fantasiosas e forçadas. Ed e Lorraine tentam a todo custo empurrar suas ""verdades"" goela abaixo.",0,1,0,0,0,1
"É interessante como tudo é bem escrito e explicado. Como os fatos são expostos e o material do livro é rico, para curiosos e para quem deseja ir mais a fundo na história dos demonologistas.",0,0,0,0,0,1
"Vox é uma distopia que nos tira completamente da zona de conforto e dá aquela chacoalhada em nossa mentes, deixando o leitor completamente chocado a cada capítulo.",0,1,0,0,0,1
"Li o livro influenciado pelo filme,gostei dos aspectos críticos que o autor apresenta,mas não achei a obra muito empolgante no todo...",0,1,0,1,1,1
"Apesar de ser um livro curto, ele é cansativo, então empaquei algumas vezes e demorei dias para terminá-lo. O início da leitura foi um pouco enrolada e sofrida, mas depois fica interessante.",0,0,0,1,1,1
"Esse é um grande livro, uma grande história, com grandes personagens, onde tudo pra mim funcionou de uma maneira surpreendentemente bem. Gostei, gostei muito, e indico a todos!",1,0,0,0,0,1
"Não gostei principalmente da narrativa do livro e como a historia se desenrola, apesar de reconhecer que o livro é bem escrito e que na minha visão o autor provavelmente pensou o livro e o executou com maestria exatamente da maneira que foi idealizado .",0,0,0,0,1,1
"O desfecho da trama é muito emocionante, a partir do capítulo 19 as coisas acontecem de uma maneira muito eufórica e você não quer mais largar o livro.",0,1,0,0,1,1
"O livro tinha tudo para ser maravilhoso. Mas chegou na metade do livro, parecia que o Stephen King estava com preguiça de continuar e fez de qualquer jeito.",0,0,0,0,0,1
"Eu sinceramente não consigo levar nada desse livro pra minha vida. Apesar do livro ser enorme é pra mim totalmente descartável e esquecível. O que foi digamos ""bom"" é eu ter saido da zona de conforto e ter conhecido a escrita do King.",0,1,0,0,1,1
"Não tem como não se apaixonar por essa obra de horror com muito suspense. Com certeza, um dos melhores livros que já li na vida.",1,1,0,0,1,1
"Ele trabalha muito bem em cima dos personagens apresentados, todos com uma personalidade bem construída, o que deixa a história ainda mais intensa e viciante.",0,1,0,0,1,1
"Caixa de Pássaros é um thriller psicológico bem elaborado e cheio de alma, um bom livro para quem é amante do suspense.",1,0,0,1,1,1
"Um livro muito bem desenvolvido e completo, com uma narrativa interessante e que prende o leitor! Fora a estética, que é impecável!",0,1,0,1,0,1
"Neste livro John Green traz uma narrativa muito mais madura que nos seus outros livros, nos fazendo refletir a cada página sobre os aspectos da vida, sobre como enxergamos as pessoas e seus problemas.",0,1,0,0,1,1
"Ótimo custo benefício, é uma edição barata, mas com material de qualidade considerável. Recomendo para pessoas de todas as idades, inclusive leitura para crianças.",1,0,0,1,0,1
"Achei uma leitura difícil, sei que se trata de um clássico, mas a linguagem própria criada pelo autor faz com que a leitura fique arrastada até nos adaptarmos com a linguagem.",0,0,0,1,0,1
"Apesar de tudo, não achei o livro tão bom como tanto falam, minha expectativa foi muito maior e não é um livro tão incrível assim.",0,1,0,0,1,1
“Não existe uma única página neste livro de estreia que não prove que John Fowles é um mestre contador de histórias.” (The New York Times),1,0,0,1,1,1
"Ele mostra de forma clara, simples e divertida os pensamentos, conflitos e dilemas de um adolescente aparentemente revoltado com o mundo, todas as suas qualidades e defeitos.",0,0,0,1,1,1
"O livro é idiota, repetitivo, cansativo e irritante, tanto quanto seu narrador.",0,0,0,0,0,1
"A leitura é muito envolvente, logo nos primeiros capítulos eu me vi presa nos relatos de Brás Cubas. A forma como ele fala da vida, e também cheia de reflexões sobre.",1,1,0,0,0,1
"O livro prometeu uma história de memórias e foi exatamente isso que encontrei, é gostoso do início ao fim porque temos um personagem conversando com o leitor e fazendo-nos refletir sobre diversos pontos da vida, que só nos acrescenta.",0,0,0,0,0,1
"Nao há de se negar que o livro é estilisticamente inovador para a época, porém a história não tem nada de interessante, fazendo com que a leigura desse romance se tornasse uma tortura.",0,1,0,0,1,1
"A história teve um desfecho muito rápido, como já era de se esperar pelo número reduzido de páginas do livro, e mesmo tendo sido meio clichê em alguns pontos",0,1,0,0,1,1
"Os dois primeiros livros valem a leitura, depois disso a autora entrou num redemoinho de repetições. Desde as primeiras páginas já dava para saber quem seria o vilão de verdade, já que o padrão se repete nos outros livros.",1,0,0,0,1,1
"Final maravilhoso e surpreendente! A autora trabalhou bem cada detalhe do livro, não ficou nada a deseja, tudo no encaixe perfeito.",0,0,0,1,1,1
"A meu ver, a autora se perdeu em algum momento, tornando tudo meio parado e enfadonho, só voltando a ter mais ação mais para o final, que se resolveu muito rápido e até meio sem sentido.",0,1,0,0,1,1
Em vez da autora aprofundar ainda mais no romance ou desenrolar a história desde o início do livro ela optou por um final onde tudo ocorre ao mesmo tempo e algumas coisas não são bem explicadas.,1,0,0,0,1,1
Não tenho palavras para explicar o quanto eu amei a experiência de ler finale e todo hush hush. Vou guardar essa história comigo para sempre.,0,0,0,1,1,1
"Acho que pelo andar da toda a história, a autora podia ter explorado um pouco mais determinados assuntos... simplesmente o final ficou muito resumido, como se ela quisesse acabar logo com a história.",0,1,0,0,1,1
"Entendo a crítica social e tal. Mas a história é muito entendiante não acontece nada muito interessante na história e, para piorar a escrita do autor é muito maçante.",0,1,0,1,1,1
"Gostei bastante desse livro do Dan Brown. Fui premiado, além de uma boa narrativa, com um debate muito interessante a respeito do crescimento populacional desacelerado e suas implicações para o futuro da humanidade.",1,1,0,1,0,1
"O livro do começo ao fim carrega um mistério muito forte e quanto finalmente é revelado faz ficar de boca aberta. Essa é a melhor, na minha opinião, de todas as aventuras de Robert Langdon.",0,1,0,0,0,1
"O livro é cheio de mistério, ação e tensão, sendo finalizado por um final a altura da história, ainda deixando um gostinho de quero mais. Os karas são uma turma incansável e divertida de ler",0,0,0,1,1,1
"""O Símbolo Perdido"" foi uma leitura deliciosa, cheia de reviravoltas e que consegue deixar o leitor entretido o tempo todo. Vale muito a pena a leitura, mesmo que não seja incrível como seus anteriores.",0,0,0,1,0,1
"Esse livro é surpreendente, é daqueles que quanto mais você lê mais vontade tem. É cheio de suspenses e surpresas e o mais legal é que a história é voltada a uma dura realidade que é a desvalorização dos índios e o desprezo pela natureza.",1,0,0,0,0,1
"Não desmerecendo o livro, foi o que menos gostei da coleção dos Karas. A leitura é fácil, tem ação e aventura, mas nada dele me chamou a atenção em especial.",0,0,0,0,1,1
É aquele livro com uma leitura levinha e bem fluida em que você se senta no sofá e já lê tudo de uma vez de tão bom que é.,0,1,0,1,1,1
"Eu gostei muito desse livro principalmente porque ele traz um pouco da história de Gallifrey, personalidades e lendas. Aqui dá pra saber um pouco mais da cultura e a forma de agir dos Senhores do Tempo.",0,0,0,0,1,1
"Curti bastante a história, me surpreendi em alguns momentos, dei boas risadas e agora estou mais ansiosa para começar a ver essa série direito.",1,1,0,1,0,1
E estou dentro dessa fatia de fãs filmes de terror e gostei muito da autora ter juntado sobrenatural com serial killer e lenda urbana.,0,0,0,1,0,1
Só senti falta de um final para alguns personagens.,0,0,0,0,1,1
Muito bom.,0,1,0,0,0,1
Ransom Riggs é definitivamente o autor que poderia escrever uma lista de compras que eu compraria e leria feliz,0,0,0,0,0,1
"É nítido o quanto ele cresceu desde o primeiro livro até esse. Mesmo eu amando os três anteriores, tinha a sensação de que ele não sabia exatamente onde a história iria terminar",1,0,0,0,1,1
É super legal.,0,0,0,1,0,1
Sou uma fã de carteirinha desse autor. Tenho e já li todos os livros dele.,0,0,0,0,1,1
"Particularmente, como fã do autor, não achei essa a sua melhor história, mas tem todos os méritos e com certeza deixa sua marca.",1,0,0,0,1,1
"A história é bonita, bem escrita...bem elaborada, triste na maior parte das vezes, mas no contexto geral, não me encantou nem me comoveu.",1,0,0,1,1,1
"Enfim, a autora, que na minha visão tinha a intenção de comover com sua historinha, não alcança o objetivo e nos deixa apenas com mais um livro superficial, com um incrível potencial que não soube ser aproveitado.",1,0,0,1,1,1
"Gostei menos do que achei que ia gostar quando comecei a leitura, senti falta de saber mais sobre a historia da Mãe, sobre os sentimentos dela",0,0,0,0,1,1
"A vida fora do quarto parece mais do mesmo, acho que poderia ser mais resumido ou objetivo e não ser metade do livro.",0,1,0,0,0,1
"O que mais me prendeu à leitura foi a crítica velada que Adams faz à sociedade em que vivia e que se aplica tão bem hoje, mais de 40 anos depois.",0,0,0,0,0,1
É um livro que quero ter na minha estante para meus filhos ler no futuro.,0,0,0,0,0,1
"Vale pelo super humor, o livro é muito divertido e irônico, e até atemporal nas críticas.",0,1,0,1,0,1
"O começo pode ser um pouco cansativo, mas depois se torna uma maravilha, e a leitura flui muito bem, recomendo muito esse livro.",0,1,0,0,0,1
"Se Lewis Carroll tivesse escrito as histórias de Alice na atualidade, seria o Guia do mochileiro das galáxias.",0,0,0,0,0,1
"Achei MUITO fraco. Sei que muitos idolatram a obra, porém na minha opinião, a história é EXTREMAMENTE cansativa e o final, aquém do que eu esperava.",0,1,0,1,0,1
"Há vários contextos, pontos e perspectivas a se analisar no livro, e só isso já vale a leitura que parece ser do tipo que sempre será diferente a cada releitura.",0,0,0,0,1,1
"Porém não achei o livro tudo isso, e talvez no futuro eu possa dar outra chance a ele.",0,0,0,0,1,1
"Resolvi ler esse livro após muitas indicações porém, infelizmente, foi uma leitura que considero nada empolgante, enfadonha, resumindo, detestei.",0,1,0,0,0,1
Não consegui ver nessa obra aquela história magnífica que muitos rendem inúmeros elogios.,1,0,0,1,1,1
Não deu liga.,0,0,0,0,1,1
"Nenhuma informação dada pelo narrador é irrelevante, muito pelo contrário, a verdade sobre essa história está contida nos detalhes",0,0,0,0,0,1
"O livro é realmente genial,à frente de seu tempo. Incrível.",0,1,0,0,0,1
Depois de esperar por mais de 10 anos pra ler esse livro estou impressionado por ele ter correspondido as expectativas que não eram poucas.,0,0,0,0,0,1
"É uma historia tão rica em varios aspectos, uma leitura fluida que foi extremamente agradavel, mal posso esperar para ler os outros dois livros",1,1,0,1,1,1
Resumindo: é chato.,0,0,0,0,0,1
"Achei que ou o autor se preocupou apenas em narrar a história ou eu, realmente, não peguei a essência do livro.",0,0,0,0,1,1
"Pouco me apeguei à ele, mas gostei do final (previsível) e de conseguir me imaginar na Espanha de 1924.",0,0,0,0,0,1
"Li ""o velho e o mar"" e gostei muito. Iria ler ""Por quem os sinos dobram"", mas depois desse sol, quero distância de Hemingway.",0,0,0,0,0,1
"Certamente perdeu o apelo popular que suponho ter tido no século passado, mas continua direto e poderoso como sempre",0,0,0,1,1,1
"Eu amo romance adolescente, mas este é particularmente lindo, a forma doce de lidar com uma realidade tão difícil.",0,1,0,1,0,1
"Lindo e fantástico, uma dor sentida.",0,0,0,0,0,1
"Bom... o que dizer ... sem palavras ... adorei ... ri, chorei, ne emicionei e queria mais...",0,0,0,0,0,1
Não foi aquele livro que quando você termina de ler parece que perdeu uma parte da sua alma... Só bom..,0,1,0,0,0,1
"O português arcaico dificulta bastante a Leitura, mas é interessante e divertido.",0,0,0,1,0,1
"Achava que iria achar ele bem chatinho, mas quando comecei gostei muito.",0,1,0,0,1,1
"O que é ruim é o fato da história ser escrita em português de Portugal, o que às vezes atrapalha, pois podemos deixar de entender o contexto de algum diálogo.",0,0,0,0,0,1
"Vocabulário complicado e história desinteressante, pelo menos pra mim",0,0,0,1,0,1
O autor transforma a clássica história de Machado de Assis em uma versão acessível para o público infanto juvenil não familiarizado com a rebuscada linguagem machadiana.,1,0,1,1,1,1
"Aventura o tempo todo, um livro empolgante!",0,0,0,1,0,1
"Só li por causa do colégio, muito sem sal.",0,0,0,0,1,1
Amei o livro. Todo o universo criado. Cada personagem. Enfim sem defeitos.,0,0,0,0,0,1
"Apesar do tema pesado, o autor consegue transmitir ao leitor toda essa desgraça de uma forma anestesiada, algo que justifica o título da obra: Terra sonâmbula.",0,0,0,0,0,1
"Fiquei descepcionada com o livro - Esperava mais, muito mais.",0,0,0,0,0,1
"Esperava algo mais policial e sangrento, mas o que tive foram vários episódios de romance deslavado ou de certo modo clichê.",0,1,0,1,0,1
"O enredo foi muito previsível ,o que tirou minha vontade de ler o próximo livro.",1,1,0,0,0,1
"Sou fã de Tess Gerritsen, mas não gostei desse livro, que nem parece ter sido escrito por ela.",0,0,0,0,1,1
O tom do livro é tão meloso que chega a ser cafona.,0,1,0,0,0,1
Acho que criei tanta expectativa nesse livro por causa da hype que todas as booktubers estava fazendo que no final fiquei meio decepcionada.,0,0,0,0,1,1
Anastácia é uma personagem sem graça demais.,0,0,0,0,0,1
"É um romance perturbador e abusivo, é um homem doente que precisa ir num psiquiatra",0,0,0,1,0,1
A impressão que dava é que a autora precisava inserir narrativas tórridas a qualquer custo.,0,0,0,0,0,1
"Infelizmente abandonei a leitura, pois a escrita era muito pobre, ruim e repetitiva.",0,1,0,0,1,1
" Não tem muito o que falar desse livro, só digo que nunca li algo tão chato e, sem criatividade.",0,1,0,0,1,1
Não recomendo esse livro!,0,0,0,0,1,1
Tudo aqui é exagero demais e esse foi o ponto negativo.,0,0,0,1,0,1
"Não sei, esse não me desce, regular.",0,0,0,0,1,1
Sem dúvida um dos piores livros que já li.,1,0,0,0,1,1
"E horrivel simplesmente, nao dar pra chamar de escritor esse autor.",0,0,0,0,1,1
"Repetitivo e cansativo, esconde a lição de que devemos acordar cedo por trás da leitura só que mais parece uma grande propaganda do próprio livro.",1,0,0,0,1,1
Esperava muito mais profundidade sobre o tema,0,0,0,0,0,1
Autoajuda da pior qualidade: antiquada e rasa.,1,0,0,0,0,1
Insuportável!,0,0,0,0,0,1
"Não gostei do livro , muita propaganda e pouco conteúdo",0,0,0,0,1,1
muita embromação,0,0,0,0,0,1
"o livro é mais uma auto promoção do autor, fala muito dele, os exercicios não vem no livro, enrola demais pra chegar no assunto não goste",1,0,0,0,1,1
São poucas as páginas com conteúdo de verdade.,0,0,0,0,0,1
"A linguagem na minha opinião passa o coloquial e fica adolescente em vários momentos, com piadas sem graça.",0,0,0,0,0,1
Decepção ao ler esse livro. Trata-se muito mais de uma autobiografia do que um livro de finanças pessoais.,0,0,0,1,0,1
"O livro é bobo ao extremo, cheio de piadinhas forçadas sem graça e sem necessidade. ",0,0,0,0,0,1
"Completamente bobo, mal escrito, sem conteúdo.",0,1,0,0,0,1
Comprei como presente para uma amiga que simplesmente detestou,0,0,0,0,1,1
Achei um livro bastante cansativo e aborrecido.,0,1,0,0,0,1
Diagramação muito apertada não dá pra ler,0,0,0,0,1,1
"Historinha pra criança, e muito mal contada, por sinal...",0,0,0,0,1,1
"O defeito não aparece nas primeiras páginas, mas depois fica impossível de ler",1,0,0,0,1,1
"Lombada desgastada na estremidade superior e inferior, páginas com orelhas com um corte, como se fosse erro da editora.",0,0,0,1,0,1
Livro muito sem graça. Achei que tinha romance mas pra mim é só um livro de politica.,0,0,0,0,0,1
Aquele vocabulário é um tédio... Não consegui terminar a leitura.,0,0,0,0,1,1
Não terminei de ler por que a história não estava me agradando e a linguagem criada para o livro confunde muito. ,0,0,0,0,1,1
