sentence,count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,count_named_entities,count_number_date_time,future_tense,rule1,rule2,rule3,rule4,rule5,count_capitalized,count_dictionary_words,count_elongated,count_expressions,count_mentions,count_url,emoji_polarity_score,emoticon_polarity_score,negation,proportion_capitalized,subjectivity
"Ao sentar na cama e observar pela janela do quarto, Robert percebeu que não estava em Massachusetts e sim, em Florença.",21.0,0.0,0.0,0.0,0.0,0.0336134453781512,0.0,5.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0636666666666666,1.528,0.0249583333333333,0.599,0.079375,1.905,0.0560416666666666,1.3450000000000002,0.0,0.0,0.0636666666666666,1.528,0.0249583333333333,0.599,0.079375,1.905,0.0560416666666666,1.3450000000000002,0.0,0.0,1.0,1.0,1.0,1.0,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0
"Não lembrança de nada das últimas trinta e seis horas, não tem a menor idéia de como saiu dos Estados Unidos e chegou até a Itália e porque estava numa cama de hospital.",33.0,0.0,0.0,0.0,0.0,0.0236686390532544,2.0,6.0,2.0,1.0,3.0,2.0,0.0,5.0,2.0,0.0,1.0,3.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0433714285714285,1.5180000000000002,-0.1139142857142857,-3.987,0.0775428571428571,2.7139999999999995,0.0691142857142857,2.419,0.0006857142857142,0.024,0.1561142857142857,5.464000000000001,0.1416857142857143,4.9590000000000005,0.1719428571428571,6.018,0.1722,6.027000000000001,0.0553714285714285,1.938,1.0,1.0,1.0,1.0,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0285714285714285,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,1.0,0.0
Ferido e sem saber o que fazer Robert consegue fugir do hospital com ajuda da Dra. Brooks.,17.0,0.0,0.0,0.0,0.0,0.0444444444444444,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,-0.0204210526315789,-0.3879999999999998,0.0324210526315789,0.6159999999999999,-0.071578947368421,-1.36,-0.041157894736842,-0.7819999999999998,0.0506315789473684,0.962,0.1222105263157894,2.322,0.0324210526315789,0.6159999999999999,0.0984210526315789,1.87,0.0982105263157894,1.866,0.0637894736842105,1.212,3.0,3.0,3.0,3.0,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
Esse objeto era tão importante que associava Robert ao trabalho de um cientista brilhante que afirmava que a humanidade estava em risco devido ao crescimento celerado da população.,28.0,0.0,0.0,0.0,0.0,0.0111111111111111,2.0,5.0,2.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0323103448275862,0.937,-0.0048620689655172,-0.1409999999999999,0.0745862068965517,2.163,0.0783793103448275,2.273,-0.0452758620689655,-1.3130000000000002,0.1394827586206896,4.045,0.1734137931034482,5.029,0.2192758620689655,6.359,0.1854827586206896,5.378999999999999,0.0452758620689655,1.3130000000000002,3.0,3.0,3.0,3.0,0.1034482758620689,0.1034482758620689,0.1034482758620689,0.1034482758620689,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
"A teoria do cientista é extremamente radical, condenando a Organização Mundial da Saúde e os governantes mundiais, por estarem ignorando o alerta que a natureza está mostrando e a super população mundial consumindo mais do que o normal.",38.0,0.0,0.0,0.0,0.0,0.0169491525423728,4.0,3.0,4.0,3.0,2.0,7.0,0.0,7.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0278536585365853,1.142,-0.0412439024390243,-1.691,-0.0151219512195121,-0.62,0.0076829268292682,0.315,-0.0020975609756097,-0.0859999999999999,0.0608780487804878,2.496,0.0518780487804878,2.127,0.0748780487804878,3.07,0.075780487804878,3.107,0.0416585365853658,1.7080000000000002,4.0,4.0,4.0,4.0,0.0975609756097561,0.0975609756097561,0.0975609756097561,0.0975609756097561,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
A hora e vez de Augusto Matraga aponta para a tendência criada por Guimarães Rosa do regionalismo universalizante.,18.0,0.0,0.0,0.0,0.0,0.043859649122807,1.0,4.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0480526315789473,0.913,-0.0127894736842105,-0.2429999999999999,0.073578947368421,1.398,0.0656842105263157,1.248,-0.0142631578947368,-0.271,0.0480526315789473,0.913,0.0896315789473684,1.7029999999999998,0.073578947368421,1.398,0.0656842105263157,1.248,0.0142631578947368,0.271,1.0,1.0,1.0,1.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
"O tempo da narrativa está mais voltado ao psicológico, ou seja, indeterminado.",12.0,0.0,0.0,0.0,0.0,0.0128205128205128,0.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,-0.0513333333333333,-0.77,-0.0004666666666666,-0.0069999999999999,-0.0270666666666666,-0.406,-0.0369333333333333,-0.554,0.0441999999999999,0.6629999999999999,0.0637333333333333,0.956,0.0118,0.177,0.0585333333333333,0.878,0.0541333333333333,0.812,0.0441999999999999,0.6629999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
"O espaço Minas Gerais, mais especificamente o Norte de Minas, destacando-se nomes de vilarejos e lugares do sertão.",18.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,3.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0408571428571428,0.8580000000000001,-0.0255714285714285,-0.5369999999999999,0.1146666666666666,2.408,0.0866666666666666,1.8200000000000005,0.0334761904761904,0.7030000000000001,0.0889523809523809,1.868,0.1597619047619047,3.355,0.1839999999999999,3.864,0.1554285714285714,3.264,0.0553809523809523,1.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
"Fugindo da seca, vivem da exploração da terra e da exploração do patrão.",13.0,0.0,0.0,0.0,0.0,0.0138888888888888,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0101333333333333,0.152,0.0,0.0,0.0077333333333333,0.1159999999999999,0.0052666666666666,0.079,0.0020666666666666,0.031,0.0101333333333333,0.152,0.0,0.0,0.0077333333333333,0.1159999999999999,0.0052666666666666,0.079,0.0020666666666666,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
"Diante das dificuldades da vida, o simples fato de não saber ler e nem contar, impõem o jugo da impotência.",20.0,0.0,0.0,0.0,0.0,0.0093457943925233,1.0,3.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.1193043478260869,2.744,0.0315652173913043,0.7260000000000001,0.1399565217391304,3.219,0.1215217391304347,2.795,-0.0109130434782608,-0.251,0.1193043478260869,2.744,0.1161739130434782,2.672,0.1399565217391304,3.219,0.1215217391304347,2.795,0.0109130434782608,0.251,3.0,3.0,3.0,3.0,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0
"Os personagens como Sinha Vitória(mãe), Fabiano(pai), Menino mais velho, Menino mais novo (filhos) e a Baleia (cachorra) são uma família que vivem na seca do Nordeste",28.0,0.0,0.0,0.0,0.0,0.0481927710843373,2.0,3.0,2.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0706571428571428,2.4730000000000003,-0.0083142857142857,-0.291,-0.0002571428571428,-0.009,0.0225714285714285,0.79,0.0208,0.728,0.1018,3.563,0.0283142857142857,0.991,0.0463142857142857,1.621,0.0664571428571428,2.326,0.0309714285714285,1.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
"É uma obra com grande significado sociológico, pois mostra a coisificação das pessoas. Vidas Secas é uma denúncia social.",19.0,0.0,0.0,0.0,0.0,0.0165289256198347,3.0,2.0,3.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0066363636363636,0.146,-0.0453181818181818,-0.997,-0.0338181818181818,-0.7439999999999999,-0.020090909090909,-0.442,0.0010454545454545,0.0229999999999999,0.0748181818181818,1.646,0.0453181818181818,0.997,0.120090909090909,2.642,0.1045454545454545,2.3000000000000003,0.0784090909090909,1.725,1.0,1.0,1.0,1.0,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0454545454545454,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
Foi uma obra muito importante para a segunda fase do modernismo por ser uma literatura regionalista com grande teor político e psicológico.,22.0,0.0,0.0,0.0,0.0,0.0071942446043165,6.0,3.0,6.0,2.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.106695652173913,2.454,-0.0925217391304348,-2.128,0.0719565217391304,1.655,0.1028260869565217,2.365,0.0240434782608695,0.553,0.1734782608695652,3.99,0.1538260869565217,3.5380000000000003,0.1233478260869565,2.837,0.1582173913043478,3.639,0.0240434782608695,0.553,3.0,3.0,3.0,3.0,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
"Em Vidas Secas, o autor mostra a família de Fabiano migrando pela necessidade de sobrevivência, saindo de sua casa antes do dia amanhecer, fugindo das dívidas, da seca e da miséria.",31.0,0.0,0.0,0.0,0.0,0.0220994475138121,0.0,9.0,0.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0791666666666666,2.85,-0.0978055555555555,-3.521,0.1104722222222222,3.977,0.0969722222222222,3.491,-0.0417777777777777,-1.504,0.1328333333333333,4.782,0.1430277777777777,5.148999999999999,0.2203055555555555,7.930999999999999,0.17875,6.4350000000000005,0.0417777777777777,1.504,2.0,2.0,2.0,2.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
A falta de instrução das pessoas e a dificuldade que enfrentam ao se relacionar até mesmo uns com os outros pela falta de vocabulário faz o livro ter diálogos curtos e simples.,32.0,0.0,0.0,0.0,0.0,0.0056818181818181,2.0,7.0,2.0,0.0,2.0,4.0,0.0,8.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0311818181818181,1.0290000000000004,-0.0632727272727272,-2.088,0.0588484848484848,1.942,0.0456969696969696,1.508,0.0555757575757575,1.8340000000000003,0.1820909090909091,6.009,0.1462424242424242,4.8260000000000005,0.1789090909090909,5.904,0.1893939393939394,6.25,0.099090909090909,3.27,5.0,5.0,5.0,5.0,0.1515151515151515,0.1515151515151515,0.1515151515151515,0.1515151515151515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0
"1984 apresenta uma distopia onde o mundo fora dividido em 3 grandes estados: a Oceania, a Lestasia e a Eurasia.",20.0,0.0,0.0,0.0,0.0,0.027027027027027,1.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0428260869565217,-0.985,0.0,0.0,-0.0393043478260869,-0.904,-0.0410434782608695,-0.944,0.0409999999999999,0.943,0.0428260869565217,0.985,0.0,0.0,0.0393043478260869,0.904,0.0410434782608695,0.944,0.0409999999999999,0.943,2.0,2.0,2.0,2.0,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
"O Partido é o governo de Oceania e partilha dos seguintes lemas: ""Guerra é paz, Liberdade é escravidão e Ignorância é forca"".",22.0,0.0,0.0,0.0,0.0,0.048,3.0,2.0,3.0,4.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494074074074074,1.334,0.0281111111111111,0.759,0.0921481481481481,2.488,0.0775555555555555,2.094,-0.0091481481481481,-0.247,0.064074074074074,1.73,0.1001851851851851,2.705,0.1006666666666666,2.718,0.0898518518518518,2.426,0.0091481481481481,0.247,1.0,1.0,1.0,1.0,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
"Naquele verão, eles enfrentaram pela primeira vez a Coisa, um ser sobrenatural e maligno que deixou terríveis marcas de sangue em Derry.",22.0,0.0,0.0,0.0,0.0,0.0220588235294117,3.0,5.0,3.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.03908,-0.977,-0.03804,-0.951,-0.0632,-1.58,-0.03816,-0.954,-0.0067199999999999,-0.1679999999999999,0.09324,2.331,0.04836,1.209,0.1345599999999999,3.364,0.11216,2.804,0.06064,1.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
"O Duplipensamento, um método responsável pelo autoconvencimento de que seu raciocínio esta errado e o que vale é a diretriz imposta pelo partido.",23.0,0.0,0.0,0.0,0.0,0.0137931034482758,1.0,2.0,1.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,-0.0341599999999999,-0.854,-0.00496,-0.124,-0.0030399999999999,-0.0759999999999999,0.00144,0.0360000000000001,0.03148,0.787,0.0755199999999999,1.888,0.07288,1.822,0.13472,3.3680000000000003,0.10488,2.622,0.03148,0.787,2.0,2.0,2.0,2.0,0.08,0.08,0.08,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
"Apesar de ter pré-adolescentes como protagonistas, It é um livro de TERROR para adultos, e como tal, vai se virar contra seus personagens sem piedade.",25.0,1.0,0.0,0.0,0.0,0.0533333333333333,1.0,7.0,1.0,2.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0344482758620689,-0.999,-0.0234482758620689,-0.6799999999999999,-0.0145172413793103,-0.4209999999999999,-0.0078620689655172,-0.2280000000000001,-0.045103448275862,-1.3079999999999998,0.1251379310344827,3.629,0.1107586206896551,3.212,0.1884482758620689,5.464999999999999,0.1628965517241379,4.724,0.0853793103448275,2.476,2.0,2.0,2.0,2.0,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0689655172413793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
"Guerra constante, falta de liberdade, onde pensar é crime, controle da mente, alteração do passado, incitação ao ódio etc.",19.0,0.0,0.0,0.0,0.0,0.0081967213114754,1.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0057916666666666,-0.1389999999999999,0.0104166666666666,0.25,0.0056666666666666,0.136,-0.0062083333333333,-0.149,-0.036,-0.8639999999999999,0.170875,4.101,0.0952499999999999,2.286,0.1382499999999999,3.318,0.164875,3.957,0.11375,2.73,6.0,6.0,6.0,6.0,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
"Em “1984” o passado é alterado e destruído constantemente, todos os meios de registros como: livros, quadros, estátuas, ruas, edifícios, músicas, fotografias e invenções",24.0,0.0,0.0,0.0,0.0,0.0059171597633136,0.0,3.0,0.0,1.0,2.0,3.0,0.0,11.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0137647058823529,0.468,-0.0263235294117647,-0.895,0.0221764705882352,0.754,0.0205294117647058,0.698,-0.0052941176470588,-0.18,0.0222941176470588,0.758,0.0309117647058823,1.051,0.027235294117647,0.926,0.0285882352941176,0.972,0.0052941176470588,0.18,2.0,2.0,2.0,2.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
"Os escritores românticos, tanto da prosa quanto da poesia, assimilaram os ideais nacionalistas do romantismo europeu e os adaptaram as condições peculiares de nossa realidade.",25.0,0.0,0.0,0.0,0.0,0.0057142857142857,4.0,4.0,4.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,-0.0030357142857142,-0.0849999999999999,-0.0347499999999999,-0.973,0.0051071428571428,0.1429999999999999,0.0018214285714285,0.051,0.0272142857142857,0.762,0.0476785714285714,1.335,0.0347499999999999,0.973,0.0599642857142857,1.6789999999999998,0.0565357142857142,1.5830000000000002,0.0314285714285714,0.8799999999999999,2.0,2.0,2.0,2.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
Ela produz uma bebida alucinógena que é dada aos guerreiros em rituais específicos.,13.0,0.0,0.0,0.0,0.0,0.0120481927710843,2.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
Martim é um guerreiro português que vive entre a tribo Pitiguara e tem a missão de fiscalizar a costa cearense contra as invasões estrangeiras.,24.0,0.0,0.0,0.0,0.0,0.0139860139860139,3.0,2.0,3.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.06888,1.722,-0.0825999999999999,-2.065,0.01916,0.479,0.0594399999999999,1.4859999999999998,-0.00976,-0.244,0.13496,3.374,0.1000399999999999,2.501,0.11524,2.881,0.11528,2.882,0.00976,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
"O tema político é o centro da narrativa, que não é exposto de forma maniqueísta.",15.0,0.0,0.0,0.0,0.0,0.0125,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.160235294117647,2.724,-0.0299999999999999,-0.5099999999999999,0.1198235294117647,2.037,0.1444117647058823,2.455,-0.013,-0.221,0.160235294117647,2.724,0.1672941176470588,2.844,0.1198235294117647,2.037,0.1444117647058823,2.455,0.0141764705882352,0.241,2.0,2.0,2.0,2.0,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0
Nele não tem nenhum mistério a ser solucionado ou algo a ser descoberto como ponto central.,16.0,0.0,0.0,0.0,0.0,0.0109890109890109,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0575882352941176,0.979,-0.0462941176470588,-0.7869999999999999,-0.0044117647058823,-0.075,0.0179411764705882,0.305,-0.0468823529411764,-0.7969999999999999,0.0575882352941176,0.979,0.0539411764705882,0.917,0.0962941176470588,1.6369999999999998,0.0848823529411764,1.443,0.053235294117647,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0
"Barry cai morto no chão, e sua morte é diagnosticada por aneurisma cerebral.",13.0,0.0,0.0,0.0,0.0,0.0131578947368421,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.0448666666666666,-0.673,0.0,0.0,-0.0688666666666666,-1.033,-0.0516666666666666,-0.775,0.0257333333333333,0.386,0.0448666666666666,0.673,0.0,0.0,0.0688666666666666,1.033,0.0516666666666666,0.775,0.0413333333333333,0.62,2.0,2.0,2.0,2.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
"Isso desencadeia uma série de problemas para o vilarejo de Pagford, pois com a morte de Barry, há uma vaga de conselheiro em aberto.",24.0,0.0,0.0,0.0,0.0,0.0227272727272727,0.0,7.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0635925925925925,1.717,-0.1743333333333333,-4.707,0.0974444444444444,2.631,0.0998148148148148,2.6950000000000003,0.0274074074074074,0.74,0.1352962962962962,3.653,0.1743333333333333,4.707,0.2172222222222222,5.865,0.1876666666666666,5.067,0.036074074074074,0.974,4.0,4.0,4.0,4.0,0.1481481481481481,0.1481481481481481,0.1481481481481481,0.1481481481481481,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
"É realmente uma estória sobre como são os seres humanos, como eles vivem em sociedade, e com suas famílias.",19.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.008590909090909,0.189,0.0013636363636363,0.03,0.0184090909090909,0.405,0.0108636363636363,0.239,0.0,0.0,0.008590909090909,0.189,0.0056363636363636,0.124,0.0184090909090909,0.405,0.0108636363636363,0.239,0.0,0.0,1.0,1.0,1.0,1.0,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
"O livro aborta muitos assuntos, dentre eles tem traição, violência, estupro, uso de drogas, depressão entre outros.",17.0,0.0,0.0,0.0,0.0,0.008695652173913,0.0,3.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0291304347826087,0.6700000000000002,-0.0502173913043478,-1.155,0.0216521739130434,0.4980000000000001,0.029391304347826,0.6760000000000002,0.025,0.5750000000000001,0.1088695652173913,2.5040000000000004,0.0909130434782608,2.091,0.124,2.8520000000000003,0.1189565217391304,2.736,0.0534347826086956,1.229,4.0,4.0,4.0,4.0,0.1739130434782608,0.1739130434782608,0.1739130434782608,0.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
"É uma história adulta, contém palavrões, traição, drogas, estupro, violência doméstica além do cunho político que permeia a trama.",19.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.03548,0.887,0.0412,1.03,-0.00752,-0.188,0.01976,0.494,-0.00992,-0.248,0.03548,0.887,0.0412,1.03,0.01024,0.256,0.0281599999999999,0.704,0.00992,0.248,3.0,3.0,3.0,3.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
"No natal minha mãe me deu o livro em português, mas ainda estava lendo outro, assim que acabei eu peguei pra ler.",22.0,0.0,0.0,0.0,0.0,0.0088495575221238,0.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.00696,0.174,0.03716,0.929,0.0342,0.855,0.0151999999999999,0.3799999999999999,-0.03272,-0.818,0.06672,1.668,0.03716,0.929,0.0342,0.855,0.05696,1.424,0.03272,0.818,1.0,1.0,1.0,1.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
São três Marias que se conhecem no internato e vivem a transição da adolescência para fase adulta juntas.,18.0,0.0,0.0,0.0,0.0,0.019047619047619,1.0,3.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0705263157894736,1.34,0.0561578947368421,1.0670000000000002,0.0106842105263157,0.203,0.044578947368421,0.847,-0.0035263157894736,-0.067,0.0705263157894736,1.34,0.0561578947368421,1.0670000000000002,0.0106842105263157,0.203,0.044578947368421,0.847,0.0035263157894736,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
