sentence,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
Café da manhã razoável.,4.0,1.0,0.25,1.0,0.0434782608695652,1.0
"Quarto bem aconchegante, só o banheiro é bem simples.",9.0,1.0,0.1111111111111111,1.0,0.0188679245283018,1.0
Atendimento muito atencioso e educado.,5.0,1.0,0.2,1.0,0.0263157894736842,1.0
Perfeito para um banho e uma ótima noite de sono.,10.0,1.0,0.1,1.0,0.0204081632653061,0.0
"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável!",24.0,4.0,0.1666666666666666,5.0,0.03125,1.0
"Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!!",15.0,1.0,0.0666666666666666,1.0,0.0120481927710843,0.0
O café-da-manhã é bom!,4.0,0.0,0.0,1.0,0.0454545454545454,0.0
"Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!",18.0,2.0,0.1111111111111111,2.0,0.0217391304347826,1.0
!,0.0,0.0,0.0,0.0,0.0,0.0
Hotel com ótima localização mas com instalações velhas.,8.0,1.0,0.125,1.0,0.0181818181818181,1.0
Tomadas nao funcionavam.,3.0,1.0,0.3333333333333333,1.0,0.0416666666666666,0.0
O quarto tinha cheiro de velho e tive alergia com a roupa de cama.,14.0,0.0,0.0,1.0,0.0151515151515151,1.0
Café da manha é razoavel com poucas opções.,8.0,1.0,0.125,1.0,0.0232558139534883,0.0
Wifi caia a todo momento e nao funcionava depois das 11 da noite.,13.0,1.0,0.0769230769230769,1.0,0.0153846153846153,0.0
"Hotel muito antigo, no site é lindo, pessoalmente é horrível, cheira mofo, banheiro sujo, ar condicionado péssimo, café da manhã sem muitas opções, chuveiro demora a sair água quente, não tem indicação de quente/frio, tv de 14 antiga, internet nem sempre funciona e estacionamento caro, sendo que no site do reserva fácil não informa a cobrança.",56.0,1.0,0.0178571428571428,1.0,0.0028985507246376,1.0
"Ninguém ajuda a carregar as malas e, além do mais, quando buscam seu carro no estacionamento vem com cheiro de cigarro e com o ar condicionado e rádio ligados!",29.0,1.0,0.0344827586206896,1.0,0.0062893081761006,0.0
Péssimo!!!,1.0,1.0,1.0,1.0,0.1,0.0
Não me hospedo mais nesse hotel e nem recomendo!,9.0,1.0,0.1111111111111111,1.0,0.0208333333333333,1.0
"Instalações velhas, cheirando a mofo.",5.0,1.0,0.2,1.0,0.027027027027027,1.0
"Para quem tem rinite, aquele carpete é horrível!",8.0,1.0,0.125,1.0,0.0208333333333333,0.0
Demora para esquentar a água do chuveiro e torneiras.,9.0,1.0,0.1111111111111111,1.0,0.0188679245283018,0.0
"O banheiro não tem box, então ao utilizar o chuveiro o banheiro fica todo molhado.",15.0,0.0,0.0,1.0,0.0121951219512195,0.0
"Wi-fi instável, a conexão cai.",5.0,1.0,0.2,1.0,0.0333333333333333,0.0
Ar condicionado antigo e barulhento.,5.0,1.0,0.2,1.0,0.0277777777777777,0.0
Café da manhã básico.,4.0,1.0,0.25,1.0,0.0476190476190476,1.0
Não sei nem se posso chamar aquilo de hotel.Instalações velhas e mal consevadas.,14.0,2.0,0.1428571428571428,2.0,0.025,1.0
Tudo cheira a mofo.,4.0,1.0,0.25,1.0,0.0526315789473684,0.0
Faltou água por duas vezes durante a estadia e demora muito a sair agua quente nas torneiras e chuveiro.,19.0,1.0,0.0526315789473684,1.0,0.0096153846153846,0.0
Serviço de café da manhã horrível...,6.0,1.0,0.1666666666666666,1.0,0.0277777777777777,1.0
"O pagamento tem que ser na entrada, sem a possibilidade de parcelar, além disso na entrada não há rampa e nenhum funcionário se prontifica a te ajudar com as bagagens.",30.0,0.0,0.0,1.0,0.0059880239520958,0.0
No período que me hospedei ( 5 dias ) o WIFI não pegou em nenhum instante e o computador do hotel disponível para os hospedes estava cheio de vírus o que bloqueou minha conta no facebook.,34.0,2.0,0.0588235294117647,5.0,0.0267379679144385,1.0
"A limpeza, a localização e o café da manhã estavam ótimos, porém esse último começava apenas as 7, o que complica a vida de quem está na cidade a negocios ou para prestar vestibular A empresa de táxi demora demais para chegar no hotel e os funcionários não são capacitados para sugerir passeios turisticos.",54.0,0.0,0.0,2.0,0.0065359477124183,1.0
Não recomendo.,2.0,1.0,0.5,1.0,0.0714285714285714,0.0
"Hotel novo e muito confortavel.Otimo atendimento e uma realacao custo beneficio perfeita.Café da manha muito bem servido e os quartos sao limpos e aconchegantes.Para quem gosta de jantar fora, o hotel fico proximo de otimos restaurantes.",39.0,4.0,0.1025641025641025,4.0,0.0168776371308016,1.0
"A localização é muito boa, pois fica no centro da cidade, mas o atendimento deixa a desejar.",17.0,0.0,0.0,1.0,0.0108695652173913,1.0
A começar pelos degraus ba entrada do hotel.,8.0,0.0,0.0,1.0,0.0227272727272727,1.0
Nenhum funcionário se prontificou a ajudar a carregar a mala.,10.0,1.0,0.1,1.0,0.0163934426229508,0.0
"Poderiam, pelo menos colocar uma rampa.",6.0,1.0,0.1666666666666666,1.0,0.0256410256410256,0.0
"O hotel Açores é antigo, mas tem uma ótima relação custo benefício, estando bem no centro de Porto Alegre!",19.0,3.0,0.1578947368421052,4.0,0.0377358490566037,1.0
"Fica próximo à um dos principais pontos turísticos de Porto Alegre, a Casa de Cultura Mário Quintana, lugar muito interessante de se visitar, principalmente o restaurante no andar mais elevado, fica próximo ao shopping Rua da Praia, que não é shopping grande, mas cumpre a finalidade para caixas automáticos, Macdonalds e restaurantes!Café da manhã muito bem variado, com frios e ovos mexidos por exemplo... Bem Central, dá acesso ao coração da Capital Gaúcha, ao Mercado Municipal também, outro importante ponto turístico.",82.0,17.0,0.2073170731707317,17.0,0.0325047801147227,1.0
"O hotel é um pouco antigo, mas bem aconchegante!",9.0,0.0,0.0,1.0,0.0208333333333333,1.0
"Café da manhã muito bem variado, com frios e ovos mexidos por exemplo!Localizado no Centro de Porto Alegre, ele fica próximo à um dos principais ponto turístico, Casa de Cultura Mário Quintana, assim como próximo de shoppings como o Rua da Praia!",43.0,11.0,0.2558139534883721,11.0,0.0447154471544715,1.0
Além de estar localizado à algumas quadras do do Mercado Municipal da cidade!,13.0,3.0,0.2307692307692307,3.0,0.0389610389610389,0.0
"Em relação à Limpeza, achei REGULAR... O hotel não é imundo, mas tb não é super limpo.Os Funcionários são bem simáticos.",22.0,5.0,0.2272727272727272,12.0,0.1,1.0
"O Café da manhã é muito ruim e sem graça... Valem a localização, conforto e custo, que é barato.",19.0,2.0,0.1052631578947368,3.0,0.03125,1.0
"Este HOTEL é MUITO VELHO, NECESSITA DE REFORMA URGENTE.",9.0,8.0,0.8888888888888888,41.0,0.7454545454545455,1.0
"Pessoal, está Localizado numa das mais tradicionais ruas de Porto Alegre, o Hotel Açores encontra-se estrategicamente dentro do centro financeiro, turístico, comercial e cultural de Porto Alegre.",27.0,8.0,0.2962962962962963,8.0,0.041025641025641,1.0
"Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia café da manhã com muita variedade funcionarios atenciosos.",29.0,14.0,0.4827586206896552,14.0,0.0682926829268292,1.0
"Localizado na mais tradicional rua de Porto Alegre, o Hotel Açores encontra-se estrategicamente dentro do centro financeiro, turístico, comercial e cultural de Porto Alegre.Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia, Parque Farroupilha, Palácio Piratini, Tribunal de Contas, Museu do MARGS, Teatro da OSPA e outros pontos de interesse.",63.0,31.0,0.492063492063492,38.0,0.0865603644646924,1.0
"Os apartamentos amplos e confortáveis são equipados com ar-condicionado, frigobar, telefone, cama box spring, mesa de trabalho, wi-fi grátis, recepção 24 horas e estacionamento.",24.0,1.0,0.0416666666666666,1.0,0.0056497175141242,1.0
"O hotel serve um grande buffet de café-da-manhã com variedade de produtos, incluindo frutas da época, frios e iogurtes.",19.0,0.0,0.0,1.0,0.0084033613445378,1.0
"Gostei muito do hotel.Tudo novo, uma estrutura excelente.",9.0,2.0,0.2222222222222222,2.0,0.0350877192982456,1.0
"Quarto limpo e bem decorado.Atendimento excelente, café da manhã com muita variedade.o único defeito é a localização do hotel.Fica numa rua deserta, afastada das boas atrações da cidade.se estiver de carro, eles cobram a diária da garagem (o que eu acho que poderia ser uma cortesia do do hotel)",53.0,3.0,0.0566037735849056,3.0,0.0101694915254237,1.0
Hotel instalado em edifício antigo.,5.0,1.0,0.2,1.0,0.0285714285714285,1.0
"O quarto que usei tinha acabamentos bastante antigos, mas a cama era bastante confortável, e como era na parte mais aos fundos do hotel, era silencioso.",26.0,0.0,0.0,1.0,0.006578947368421,1.0
"Os corredores dão uma sensação meio fúnebre, por não ter muita iluminação.O acesso é fácil, fica numa ótima localização, perto da Praça da Alfândega e centro histórico da da cidade.",31.0,3.0,0.0967741935483871,4.0,0.0220994475138121,1.0
O atendimento é bom.,4.0,0.0,0.0,1.0,0.05,1.0
O café-da-manhã não tem muita variedade.,6.0,0.0,0.0,1.0,0.025,0.0
"Apesar de ficar em uma área central com acesso fácil a tudo, a noite foi terrivel, o quarto estava com cheiro de mofo e o carpete estava bem sujo.O banheiro tinha azulejo caindo e o barulho que vinha da rua era terrível a janela não isolava nada.Acho que eles devem ter alguns quartos melhores mas devem deixar os piores para quem reserva via Decolar.com e em promoção.",70.0,3.0,0.0428571428571428,4.0,0.010840108401084,1.0
Não foi uma boa experiência,5.0,1.0,0.2,1.0,0.037037037037037,0.0
"Hotel novo, boa localização, atendimento ágil e cortês.",8.0,1.0,0.125,1.0,0.0181818181818181,1.0
Há 5 minutos do Shopping Total.Ponto negativo: o room-service estava fechado.,12.0,4.0,0.3333333333333333,4.0,0.0519480519480519,1.0
Fomos atendidos pela nutricionista que foi bem atenciosa e rápida.Recomendamos.,11.0,2.0,0.1818181818181818,2.0,0.0253164556962025,0.0
"Quando reservei este hotel, eu sabia que era simples, mas era próximo de um compromisso profissional.",16.0,1.0,0.0625,1.0,0.0099009900990099,1.0
"Todavia, ao me hospedar, fiquei surpreso com o total descuido com a manutenção.Trata-se de uma construção antiga, mas sem qualquer revitalização ou mesmo preservação dos espaços.",27.0,2.0,0.074074074074074,2.0,0.0112359550561797,0.0
"Os corredores são horríveis, verdadeiramente fúnebres, sendo mal iluminados, com carpetes sujos e manchados, além de falta pintura nas paredes.",20.0,1.0,0.05,1.0,0.0069930069930069,0.0
"Os banheiros precisam, com urgência, de reforma.",7.0,1.0,0.1428571428571428,1.0,0.0208333333333333,0.0
"Enfim, não indico para ninguém.",5.0,1.0,0.2,1.0,0.032258064516129,0.0
Hotel relativamente perto do Menino Deus (bairro do Shopping Praia de Belas).,12.0,6.0,0.5,6.0,0.0779220779220779,1.0
"Quarto bem grande, limpo, mas sem luxo.",7.0,1.0,0.1428571428571428,1.0,0.0256410256410256,1.0
Colchão bem ruim (muito murcho) e travesseiros ruins também.,9.0,1.0,0.1111111111111111,1.0,0.0166666666666666,0.0
"Banheiro razoável, pois o chuveiro é bem mais ou menos.",10.0,1.0,0.1,1.0,0.0181818181818181,0.0
"Café da manhã farto e bem gostoso em alguns dias e em outros, nem tanto.",15.0,1.0,0.0666666666666666,1.0,0.0138888888888888,1.0
"Custo-benefício bacana dependendo de onde você irá frequentar, pois precisará de táxi para se deslocar.",15.0,1.0,0.0666666666666666,1.0,0.0097087378640776,1.0
"Mas, atendentes muito solícitos e educados.",6.0,1.0,0.1666666666666666,1.0,0.0232558139534883,0.0
GOSTEI!,1.0,1.0,1.0,6.0,0.8571428571428571,0.0
Não se iluda com a recepção reformada e com os atendentes bem vestidos.Instalações velhas e em péssimo estado.,19.0,2.0,0.1052631578947368,2.0,0.0181818181818181,1.0
"Banheiros sujos, alguns sem funcionamento da descarga.",7.0,1.0,0.1428571428571428,1.0,0.0185185185185185,0.0
"Instalações antigas não é defeito, mas neste hotel o desleixo, a sujeira e falta de conforto são marcas inesquecíveis.Não se hospede nem de passagem.É o típico: o Barato ( não gratuito), sai...",33.0,3.0,0.0909090909090909,3.0,0.0155440414507772,1.0
"Parte boa: Hotel bem localizado no centro, próximo à prefeitura, mercado municipal, shopping, usina do gasometro, etc.Parte ruim: Instalações e serviço deixaram a desejar.",25.0,4.0,0.16,4.0,0.023391812865497,1.0
"A recepção parece que foi reformada, pois está novinha e muito bem cuidada, com relação ao resto do hotel.",19.0,0.0,0.0,1.0,0.0094339622641509,1.0
"Quarto com cheiro de mofo, moveis antigos, instalações mal conservadas no banheiro.",12.0,1.0,0.0833333333333333,1.0,0.0120481927710843,1.0
"Café da manhã muito muito, muito caro.",7.0,1.0,0.1428571428571428,1.0,0.0263157894736842,1.0
"Nossos funcionários ficam hospedados lá por ser central, bom atendimento, tem mercado perto.",13.0,1.0,0.0769230769230769,1.0,0.0108695652173913,1.0
Seria melhor se tivesse microondas no quarto.,7.0,1.0,0.1428571428571428,1.0,0.0222222222222222,1.0
"Alguns quartos parecem ter instalacões mais antigas, o chuveiro demora a esquentar.",12.0,1.0,0.0833333333333333,1.0,0.0120481927710843,1.0
"Hotel bem localizado, próximo ao centro e ao Shopping Total.",10.0,3.0,0.3,3.0,0.05,1.0
"Excelente quartos, bem limpo, bom banheiro, bom ar condicionado, boa cama, boa TV.",13.0,2.0,0.1538461538461538,3.0,0.0365853658536585,1.0
Muito bom tanto para negócio quanto para férias.,8.0,1.0,0.125,1.0,0.0208333333333333,0.0
Hotel novo com menos de um ano.,7.0,1.0,0.1428571428571428,1.0,0.032258064516129,1.0
Fiz uma reserva equivocada nesse hotel achando tratar-se do Açores Premium no qual havia me hospedado no mês seguinte.,19.0,3.0,0.1578947368421052,3.0,0.0254237288135593,1.0
"O hotel é velho, quarto horrível e banheiros horríveis.",9.0,0.0,0.0,1.0,0.0181818181818181,1.0
Apenas a recepção foi reformada.,5.0,1.0,0.2,1.0,0.03125,1.0
Passei um frio infernal e nem cobertores adequados o quarto tinha.,11.0,1.0,0.0909090909090909,1.0,0.0151515151515151,1.0
"Enfim, pelo que cobram você consegue hospedar-se em lugar melhor.",10.0,1.0,0.1,1.0,0.0153846153846153,0.0
"Hotel bem localizado, no centro de Porto Alegre, próximo ao Mercado Municipal e a Casa Mario Quintana.",17.0,8.0,0.4705882352941176,8.0,0.0784313725490196,1.0
"Os apartamentos são bons, limpos, embora sejam muito escuros.",9.0,1.0,0.1111111111111111,1.0,0.0163934426229508,1.0
"Café da manhã bom, com variedades e qualidade.",8.0,1.0,0.125,1.0,0.0217391304347826,1.0
Funcionários atenciosos.,2.0,1.0,0.5,1.0,0.0416666666666666,1.0
"Bem localizado para quem quiser estar no centro de Porto Alegre , perto da Praça da Algandega e MARGS.",18.0,6.0,0.3333333333333333,10.0,0.0980392156862745,1.0
Muito próximo da Casa de Mario Quintana para visitar exposições e tomar um café.,14.0,4.0,0.2857142857142857,4.0,0.05,0.0
Caminhada até o Mercado Público bem como visitar o Gasometro a pé .,12.0,4.0,0.3333333333333333,4.0,0.0597014925373134,0.0
"O hotel é bom, o quarto que fiquei era bem espaçoso, assim como o banheiro.",15.0,0.0,0.0,1.0,0.0133333333333333,1.0
A localização é boa e o preço é bem adequado.,10.0,0.0,0.0,1.0,0.0222222222222222,1.0
O café da manhã é bem variado oferecendo opções saudáveis.,10.0,0.0,0.0,1.0,0.0172413793103448,1.0
"Só achei que o aquecimento deixa a desejar, deu vontade de nem tomar banho.",14.0,1.0,0.0714285714285714,1.0,0.0133333333333333,0.0
Os quartos são bons e baratos.,6.0,1.0,0.1666666666666666,1.0,0.0333333333333333,1.0
Sempre que meu pai vai a curso em POA ele fica hospedado nele.,13.0,2.0,0.1538461538461538,4.0,0.064516129032258,0.0
Custo benefício bem bom.,4.0,1.0,0.25,1.0,0.0416666666666666,0.0
"Um hotel bem simples, mas limpo.",6.0,1.0,0.1666666666666666,1.0,0.03125,1.0
Recomendo para a estadia de poucos dias.,7.0,1.0,0.1428571428571428,1.0,0.025,0.0
Os funcionários são educados e prestativos.,6.0,1.0,0.1666666666666666,1.0,0.0232558139534883,1.0
O café da manhã é bom.,6.0,0.0,0.0,1.0,0.0454545454545454,1.0
"Boa localização.Quarto bom, reformado.banheiro antigo, mal conservado, ruim.Café da manhã okAtendimento sem reclamações, exceto de um dia que não foi reposto água no frigobar porque eles não tinham em estoque.Custo beneficio: vale a pena",38.0,5.0,0.131578947368421,5.0,0.0210970464135021,1.0
"Barato e muito bem localizado, no centro de POA.",9.0,2.0,0.2222222222222222,4.0,0.0833333333333333,0.0
"De dia você está perto de tudo, principalmente das atrações culturais.",11.0,1.0,0.0909090909090909,1.0,0.0142857142857142,0.0
"Porém , a noite, o local é muito sinistro , deserto.",9.0,1.0,0.1111111111111111,1.0,0.0192307692307692,0.0
Os funcionário são educados e prestativos.,6.0,1.0,0.1666666666666666,1.0,0.0238095238095238,0.0
"O café é fraco, com pouca variedade.",7.0,0.0,0.0,1.0,0.0277777777777777,0.0
"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel.",18.0,1.0,0.0555555555555555,1.0,0.010752688172043,1.0
"A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável.",20.0,0.0,0.0,1.0,0.0099009900990099,1.0
"O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas.",26.0,0.0,0.0,1.0,0.0072992700729927,1.0
"Os funcionários são atenciosos, mas realmente o hotel é bem fraco.",11.0,1.0,0.0909090909090909,1.0,0.0151515151515151,1.0
"Não volto, pois o preço nao é tão mais barato que os demais.",13.0,1.0,0.0769230769230769,1.0,0.0166666666666666,1.0
Localização ok.,2.0,1.0,0.5,1.0,0.0666666666666666,1.0
Vi o hotel pelo site e pela Montreal(plano de hospedagens) e parecia um bom lugar.,16.0,2.0,0.125,2.0,0.024390243902439,1.0
"Existe um ponto forte no hotel, o quarto é branco e razoável.",12.0,1.0,0.0833333333333333,1.0,0.0163934426229508,1.0
"Mas a localização é horrível mesmo, assustadora, prostitutas usam o hotel para receber os clientes e etc.",17.0,1.0,0.0588235294117647,1.0,0.0095238095238095,1.0
"Fiquei um dia, porque ja tinha chegado tarde, paguei no show feliz.",12.0,1.0,0.0833333333333333,1.0,0.0149253731343283,0.0
"Hospedem-se na cidade baixa ou no bairro moinhos de vento, o preço é quase igual e a qualidade muito diferente.",20.0,1.0,0.05,1.0,0.009009009009009,1.0
"Apesar da ótima localização, o Express do Açores é péssimo.",10.0,3.0,0.3,3.0,0.0508474576271186,1.0
Não tem nenhuma condição de estar figurando em listas de hotéis disponíveis.,12.0,1.0,0.0833333333333333,1.0,0.0131578947368421,0.0
"A portaria é arrumadinha e os funcionários corteses, mas no elevador já dá pra sentir o drama.",17.0,0.0,0.0,1.0,0.0106382978723404,1.0
"O quarto é velho e o banheiro um caso de saúde pública, já que no box o piso é um laminado plástico por cima do azulejo e super mofado por baixo, um chuveiro ruim e sem ventilação.",37.0,0.0,0.0,1.0,0.0055555555555555,1.0
O café é básico com Soborôs sortidos de ontem.,9.0,1.0,0.1111111111111111,2.0,0.0434782608695652,0.0
Não gostamos e não recomendo pra ninguém.,7.0,1.0,0.1428571428571428,1.0,0.024390243902439,0.0
"Não se deixe enganar pelas fotos , ao chegar no hotel a recepção é legal mais quando chega nos corredores escuros onde as lâmpadas não acendem e fica difícil encontrar seu quarto, ao entrar encontrará um quarto onde nem tudo funciona lâmpadas queimada balheiro com aspecto ruim e tudo antigo parq os alérgicos o carpete antigo em geral uma péssima opção.",60.0,1.0,0.0166666666666666,1.0,0.0028248587570621,1.0
"Resumindo,atendimento nao é bom,banheiros bem antigos o chuveiro demora muito pra esquentar.televisao 14 em todos os quartos as fotos realmente enganam.queriam cobrar uma diaria a mais sendo q eu ja tinha deixado tudo pago antes de entrar no hotel,precisa se de um reforma urgente no hotel",51.0,1.0,0.0196078431372549,1.0,0.0034602076124567,1.0
Ficamos em um quarto quadruplo que tinha bastante mofo na parede.,11.0,1.0,0.0909090909090909,1.0,0.0153846153846153,1.0
"Não tem tv a cabo, é um hotel bem antigo.",10.0,1.0,0.1,1.0,0.024390243902439,1.0
"O café da manhã é bom, bem variado.",8.0,0.0,0.0,1.0,0.0285714285714285,1.0
"A portaria do hotel é muito limpa, bonita e organizada, já o restante do hotel não acompanha este padrão.",19.0,0.0,0.0,1.0,0.0095238095238095,1.0
Se for apenas pra dormir quebra o galho em função do preço baixo.,13.0,1.0,0.0769230769230769,1.0,0.0153846153846153,1.0
"Não indico para hospedagem de famílias, principalmente com crianças pequenas em função da higiene dos quartos.",16.0,1.0,0.0625,1.0,0.009090909090909,1.0
Roupas de cama bem usadas.,5.0,1.0,0.2,1.0,0.0384615384615384,0.0
"A porta do box do banheiro não fechava em função da privada que fica no caminho, ou seja, o banho tem que ser tomado com a porta do box entreaberta.",30.0,0.0,0.0,1.0,0.0067567567567567,0.0
"A janela do banheiro não fecha totalmente, o que deve ser um grande problema em dias de muito frio.",19.0,0.0,0.0,1.0,0.0101010101010101,0.0
"Internet- OK, localização boa.",4.0,2.0,0.5,3.0,0.1,1.0
"Conforto poderia ser melhor, mas no geral está legal.Fiquei pela segunda e vez e voltaria, no final das contas o custo compensa.Próximo à diversos pontos turisticos como o gasometro.TV´s maiores nos quartos seriam bem vindas.",38.0,4.0,0.1052631578947368,5.0,0.0222222222222222,1.0
"Fiquei num quarto quádruplo, somente para dormir e no outro dia pela manhã ir para o Aeroporto.",17.0,2.0,0.1176470588235294,2.0,0.0210526315789473,1.0
"As instalações do quarto eram um pouco antigas, a roupa de cama (edredon) tinha aspecto de suja.",17.0,1.0,0.0588235294117647,1.0,0.0104166666666666,1.0
"O chuveiro era bastante velho, demorou para conseguir achar o ponto em que ele esquentasse.",15.0,0.0,0.0,1.0,0.0109890109890109,0.0
"Quanto ao café da manhã, não deu para usufruir pois começava a ser servido somente às 7h e precisamos sair 6h.",21.0,1.0,0.0476190476190476,1.0,0.009090909090909,1.0
"Excelente local para ficar com a familia, bem localizado, bem no centro da cidade, proximo a diversos pontos turisticos como o gasometro.",22.0,1.0,0.0454545454545454,1.0,0.0072992700729927,1.0
"Otimo atendimento, bons quartos, bom preço, otimo cafe da manha",10.0,1.0,0.1,1.0,0.0158730158730158,1.0
"Fiquei no 3º andar, o quarto era velho, o banheiro tinha azulejo azul de casa de vó, e o box não fechava além de ser de acrílico.Chuveiro não esquenta direito.Quarto com mofo nos tetos e nas paredes e a janela do quarto dava pro depósito de lixo do hotel.",51.0,3.0,0.0588235294117647,3.0,0.0117647058823529,1.0
"Nojento.Não tinha tomada para carregar celular, apenas a tomada da tv e uma tomada no banheiro.Pelo menos as camas tinham lençóis e toalhas limpas.",26.0,3.0,0.1153846153846153,3.0,0.0204081632653061,0.0
O hall de entrada do prédio é agradável e do lado do elevador tem um poster com fotos de quartos que eu duvido que seja de lá pelo que eu vi no meu.,33.0,0.0,0.0,1.0,0.0067567567567567,1.0
Não aconselho.,2.0,1.0,0.5,1.0,0.0714285714285714,0.0
"Quartos velhos, cheira mofo, sujidades nas paredes, trincas, tv muito antiga de tubo, poucos canais na tv, elevadores antigos.",19.0,1.0,0.0526315789473684,1.0,0.0079365079365079,1.0
A entrada do hotel da impressão de ser um hotel de alta rotatividade.,13.0,0.0,0.0,1.0,0.0144927536231884,1.0
"O café da manhã é honesto, nada de mais, mas é o unico ponto positivo do hotel.",17.0,0.0,0.0,1.0,0.0126582278481012,1.0
"Hotel com estrutura bem antiga mas é limpo, mas tem cheiro de mofo o que prejudica a saúde de quem possui rinite alérgica como eu.",25.0,1.0,0.04,1.0,0.0076923076923076,1.0
É bem localizado com diárias acessíveis.,6.0,0.0,0.0,0.0,0.0,0.0
O atendimento é excelente e o café da manhã é bom.,11.0,0.0,0.0,1.0,0.02,1.0
"Acomodações simples, mas bem limpas.",5.0,1.0,0.2,1.0,0.0277777777777777,0.0
Atendimento bom.,2.0,1.0,0.5,1.0,0.0625,1.0
As salas para eventos são meio apertadas e limitadas.,9.0,1.0,0.1111111111111111,1.0,0.0188679245283018,0.0
"A localização é muito boa, perto de tudo no Centro.",10.0,1.0,0.1,2.0,0.0392156862745098,1.0
Café bom.,2.0,1.0,0.5,1.0,0.1111111111111111,0.0
O hotel fica na Andradas e não tem estacionamento.,9.0,1.0,0.1111111111111111,2.0,0.04,1.0
Tem que deixar o carro próximo.,6.0,1.0,0.1666666666666666,1.0,0.032258064516129,0.0
"Hotel bom, apenas tem algum cheiro de mofo no quarto de fundo, sendo que nos quartos da fente por pegar mais sol o cheiro de mofo é bem pequeno mas a localizaçao é otima, bem no centro da cidade, perto de tudo.",42.0,1.0,0.0238095238095238,1.0,0.0047619047619047,1.0
e o preço é muito bom com otimo atendimento por parte dos funcionarios.,13.0,0.0,0.0,0.0,0.0,1.0
Estive uma vez no Hotel Açores e achei-o bem razoável.,10.0,3.0,0.3,3.0,0.0555555555555555,1.0
A localização central é ótima.,5.0,0.0,0.0,1.0,0.0333333333333333,1.0
"O café da manhã era em boa quantidade e qualidade, me surpreendeu a variedade disponível.",15.0,0.0,0.0,1.0,0.0112359550561797,1.0
O quarto era bem razoável.,5.0,0.0,0.0,1.0,0.0384615384615384,1.0
"Claro, o prédio é velho e os quartos e mobília são velhos, mas não tive problema quanto a isso.",19.0,1.0,0.0526315789473684,1.0,0.0105263157894736,1.0
Fiquei em um quarto bem espaçoso com duas camas.,9.0,1.0,0.1111111111111111,1.0,0.0208333333333333,1.0
"Não voltaria ao hotel apenas porque acho ele caro pelo serviço oferecido, isto é, embora o hotel seja bom, não acho que vale o preço que custa.",27.0,1.0,0.037037037037037,1.0,0.0069930069930069,1.0
"Se fosse mais barato, me hospedaria sempre nele.",8.0,1.0,0.125,1.0,0.0208333333333333,0.0
Fui com um grupo da faculdade (saímos de SM sábado às 5:00 pra chegar a tempo de assistir uma palestra que começava às 10:00) e chegamos no hotel às 17:30 depois de termos feito uma visita técnica nos pontos turísticos de POA.,42.0,3.0,0.0714285714285714,6.0,0.0265486725663716,1.0
"Até aí tudo bem até o momento em que minha colega de quarto resolveu tomar banho: água GÉLIDA e com pouquíssima pressão, sendo que em menos de 5 minutos a água acabava.",32.0,2.0,0.0625,6.0,0.0357142857142857,1.0
Não foi só no nosso andar em TODO O HOTEL foi assim.,12.0,3.0,0.25,11.0,0.2115384615384615,1.0
Achei uma tremenda falta de consideração para com o hóspede um banho morno é o mínimo que um hotel deve proporcionar ao hóspede.,23.0,1.0,0.0434782608695652,1.0,0.0078125,1.0
Se parou por aí?,4.0,1.0,0.25,1.0,0.0625,0.0
Não papeis de parede MANCHADOS e DESCOLANDO... Tudo bem... A questão da água tinha uma explicação: faltou água no centro.,20.0,4.0,0.2,22.0,0.1818181818181818,0.0
"Mas não é possível que o hotel não tenha água quente no reservatório...O café da manhã foi bom até, se as frutas não estivessem velhas e murchas E tinha muito suco de laranja no açúcar.",36.0,1.0,0.0277777777777777,3.0,0.0162162162162162,1.0
"Hotel recém inaugurado, portanto tudo novinho em folha, atendimento cordial, apartamentos amplos,bom café da manhã e o melhor e mais dfícil de se encontrar atualmente no Brasil: preço justo.",30.0,2.0,0.0666666666666666,2.0,0.0105263157894736,1.0
"O ponto negativo, que pode ser positivo dependendo do ponto de vista, é a localização, próximo ao Shopping Total e a rodoviária.",22.0,2.0,0.0909090909090909,3.0,0.0234375,1.0
"Ou seja, não é um lugar para passear a  pé, mas no Shopping Total tem praça de alimentação,que é útil já que o hotel não tem room service, com boas lanchonetes e alguns bons restaurantes.",36.0,3.0,0.0833333333333333,3.0,0.0160427807486631,1.0
"Não é tão distante da Calçada da Fama, que é um dos points da cidade.",15.0,3.0,0.2,3.0,0.0434782608695652,0.0
