sentence,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,subjectivity
"Porém , apenas o marido tem conhecimento de a situação . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Penso que alguns livros devem ser lidos por quem gosta de terror , comédia , este ou aquele genero de literatura , pois são clássicos . ",2.0,1.0,1.0,0.0,0.0769230769230769,0.0384615384615384,0.0384615384615384,0.0,0.0
Stephenie Meyer peca em detalhes excessivos . ,1.0,0.0,1.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0
Fico imaginando essa epidemia verossímil em nossos dias . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conseguiu manter o meio termo . ,2.0,2.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
"E o mais valente de o grupo , seria Pedro Bala , atual chefe de os Capitães de a Areia , é a cabeça de o grupo , tanto em decisões como esquemas de roubos . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
- fingi que não o tinha entendido . ,1.0,0.0,1.0,0.0,0.125,0.0,0.125,0.0,0.0
"Que os românticos me perdoem , mas eu não acredito em essa baboseira . ",2.0,2.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0
"Um monstro que brilha em o sol , lembremos . ",1.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
"Pena que o filme nao retratou tão bem o livro , pecou ! ",4.0,2.0,2.0,1.0,0.3076923076923077,0.1538461538461538,0.1538461538461538,0.0769230769230769,0.0
"O indivíduo não existe em o mundo futurista imaginado por Aldous Huxley , em que até a concepção e o parto são destituídos de "" naturalidade "" e os bebês gerados , após seleção criteriosa de os genes de machos e fêmeas , em laboratório . ",3.0,2.0,1.0,0.0,0.0652173913043478,0.0434782608695652,0.0217391304347826,0.0,0.0
"Edward é um vampiro com a habilidade de ler pensamentos , e quando descobre que não pode ler os pensamentos de Bella , logo a garota vira alvo de sua atenção . ",2.0,2.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0
Ela me fuzilou de novo . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Se faz parte de a leitura obrigatória de a escola , corra e vá logo ler ! ",1.0,1.0,1.0,1.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0
"Também podem ( e é até comum ) transformar fatos pequenos em coisas gigantescas , o que pode levar benefícios ou malefícios a os envolvidos . ",2.0,1.0,1.0,0.0,0.0769230769230769,0.0384615384615384,0.0384615384615384,0.0,0.0
"Dois mais dois nunca é quatro , dois mais dois é o que te dizem que é . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
""" O que ter se tornado tão famoso ? "" ",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0
Todos os relatos de o caos que instalou - se em os locais me remetiam a o que li em o livro . ,1.0,1.0,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0
"Ambos em os fazem ter vontade de gritar , chorar , bater e ler de novo ! ",2.0,0.0,2.0,1.0,0.1176470588235294,0.0,0.1176470588235294,0.0588235294117647,0.0
"Quanto a o filme , ainda não o vi mas verei em breve . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"E lá fora o Brasil era a Bahia com toda sua malandragem , macumba , fé , sincretismo , coronelismo e sensualidade . ",1.0,1.0,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0
"Não é um diário , porque conta a vida de Thalita , por anos . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Voltei a o autor por 2 motivos : Primeiro , por causa de a pertinência de o tema ; segundo , por causa de o filme , baseado em esta obra , lançado há 5 meses . ",1.0,0.0,1.0,0.0,0.027027027027027,0.0,0.027027027027027,0.0,0.0
"Cuspe , beijo , baba , chiclete ! ",1.0,1.0,0.0,1.0,0.125,0.125,0.0,0.125,0.0
O que tinha em comum entre elas : Amavam o mesmo homem . ,2.0,1.0,1.0,0.0,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0,0.0
"Não vou ser cínica e dizer que nunca ouvi o nome "" Sidney Sheldon "" , mas jamais havia lido um livro de ele . ",1.0,1.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0
É o cerne de a submissão . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aquele Saramago de sempre : personagens um tanto curiosos que passam por uma transformação interior enquanto testemunham uma situação bizarra . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"São qualificativos que podiam ser aplicados a o escritor Jerome David Salinger ( New York , 01- 01- 1919- New Hampshire , 21- 01- 2010 ) . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The book begins when a man goes blind while he waits thesemaphore open . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dizia o que ele teria dito , se tivesse a capacidade de organizar seus pensamentos dispersos . ",1.0,1.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0
Don'Aninha - mãe-de-santo . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tão forte que chega a dar náuseas e provocar a Ira diante de a crueldade humana . ,4.0,2.0,3.0,0.0,0.2352941176470588,0.1176470588235294,0.1764705882352941,0.0,0.0
"Escolhi esta citação para iniciar minha perspectiva sobre esta obra colossal de Saramago , se é que me é concedido tal privilégio . ",1.0,1.0,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0
"Um livro extenso , complexo e detalhado sobre todas as características peculiares e sujas de a sociedade , explicado de forma minuciosa , fazendo com que tenhamos mais convicção de o caráter de a humanidade , muitas vezes mascarado e alheio a a importâncida sobre a convivência em a civilização . ",5.0,4.0,1.0,0.0,0.0980392156862745,0.0784313725490196,0.0196078431372549,0.0,0.0
Não só porque a sua imensa horda de fãs adolescente idolatram uma história em que a personagem principal é completamente dependente de um garoto . ,2.0,1.0,1.0,0.0,0.08,0.04,0.04,0.0,0.0
*http://desafioliterariobyrg.blogspot.com/* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Em o final : O livro Termina com James sendo "" morto "" por a família Cullen , mas deixa em aberto a continuação quando vemos que a companheira de James está a a espreita pra vingar a "" morte "" de seu amado . ",6.0,4.0,2.0,0.0,0.1333333333333333,0.0888888888888888,0.0444444444444444,0.0,0.0
"Dizem que é o mesmo vírus de essa nova gripe , por isso ela não atinge muito os idosos , que teriam herdado uma espécie de proteção imunológica contra a doença . ",3.0,3.0,0.0,0.0,0.09375,0.09375,0.0,0.0,0.0
"Onde tudo era mentira , e essa mentira era imposta a todos os cidadãos e estes eram obrigados a engolir . ",2.0,0.0,2.0,0.0,0.0952380952380952,0.0,0.0952380952380952,0.0,0.0
"A Tracy pode ser considerada uma de as personagens mais fortes de que tenho memória , pois conseguiu dar a volta por cima em todo o desastre que aconteceu em a sua vida e ser feliz . ",3.0,3.0,0.0,0.0,0.081081081081081,0.081081081081081,0.0,0.0,0.0
"Se você procura um livro pra "" distrair a cabeça "" , não leia o Ensaio sobre a cegueira . ",2.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
"Só há um computador que controla o mundo todo e é imenso - ninguém percebeu a possibilidade de os micro chips , de o silício ... Quanto A as previsões de o uso político de a imagem e de a informação , o autor acertou em cheio - mídia manipulada para mudar a história , pouco depois vimos todos a o ver que Mao mandou retirar de suas fotos a imagem de a esposa que o havia apoiado e afirmava que ela nunca havia estado a seu lado - nós , de o ocidente , tínhamos as duas fotos , estupefatos , enquanto a primeira foto ' sumia ' de os arquivos chineses - hoje , com a internet , isso seria impossível - ou quase , basta pensar em o isolamento de a Coréia e de o histerismo de sua população a o morrer seu ultimo imperador , em 2012 . ",4.0,1.0,3.0,0.0,0.0263157894736842,0.006578947368421,0.0197368421052631,0.0,0.0
"Mas não imagine só falta de conhecimento sobre algo , é a ignorância de o ser humano como ser racional , passional e moral . ",2.0,0.0,2.0,0.0,0.08,0.0,0.08,0.0,0.0
"- , alguma violência , uma pitada de sexo , mas ainda assim não é um livro pesado . ",3.0,1.0,2.0,0.0,0.1578947368421052,0.0526315789473684,0.1052631578947368,0.0,0.0
E por enquanto nado firmemente para tentar emergir de ela . ,1.0,1.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0
"O homem quis aguardar até que a mulher de o cego chegasse , mas este , com medo de aquele estranho , preferiu recusar a oferta . ",2.0,1.0,1.0,0.0,0.074074074074074,0.037037037037037,0.037037037037037,0.0,0.0
"Já faz algum tempo que eu queria escrever uma resenha para o Crepúsculo , porque também já faz muito tempo que o li . ",2.0,2.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0
O Programa Big Brother foi inspirado em esta grande obra de George Orwell ! ,1.0,1.0,0.0,1.0,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.0
A escrita de ela é mais fácil e mais gostosa de o que imaginei que seria ( já que nunca havia lido um de seus livros antes ) . ,1.0,1.0,0.0,0.0,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0
"Esse é gancho de a história que acompanha Winston , um membro de a base de o partido , responsável por editar o histórico de as notícias que começa a questionar todo o aparato . ",1.0,0.0,1.0,0.0,0.0285714285714285,0.0,0.0285714285714285,0.0,0.0
"Uma parte que eu ri de esse começo , foi quando Maria de Lourdes era um bebê e todas as pessoas que a vêem em o colo já vão pegando em a mãozinha de ela , Ângela Cristina fala como as mãos de as outras pessoas são cheias de bactérias e ninguém liga , já vão pegando o bebê . ",3.0,2.0,2.0,0.0,0.05,0.0333333333333333,0.0333333333333333,0.0,0.0
O Apanhador em o Campo de Centeio . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holden Caulfield é um adolescente de 17 anos que narra alguns dias de a sua vida passados um ano antes . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Livro de vampiros pra mim tem que ter SANGUE E SEXO . ,1.0,1.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0
Devia ter uns 14 anos e o cheirinho de livro antigo me encantou . ,2.0,2.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0
"Edward , ah Edward . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"É realmente um futuro terrível este , um governo que a todos vigia e tudo controla . ",2.0,1.0,1.0,0.0,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0,0.0
"João Grande , o "" negro bom "" ; Padre José Pedro tentando ajudá - los e se colocando em fria por isso . ",2.0,2.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0
"Acho que nem assisti MTV depois , porque tinha faltado luz . ",1.0,1.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0
Ela precisa aprender a controlar seu corpo quando ele atoca . ,2.0,1.0,1.0,0.0,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0,0.0
Enquanto isso em a França Noelle da a a volta por cima resolve fazer de tudo para alcançar o estrelato ... Continuação de a resenha em o blog : http://llucyinthesky.com/2011/09/29/resenha-o-outro-lado-da-meia-noite-sidney-sheldon/ ,1.0,1.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0
"Como assim , "" vampiros de verdade ? "" ",1.0,1.0,0.0,1.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0
Mas o livro não é só romance . ,2.0,1.0,1.0,0.0,0.25,0.125,0.125,0.0,0.0
Ela precisa aprender a controlar seu corpo quando ele a toca . ,2.0,1.0,1.0,0.0,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0,0.0
"3-Resumo : CREPÚSCULO , é um romance proibido sobre uma menina Isabella Swan , mais conhecida com Bella , e o vampiro Edward Cullen ! ",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0
"Ainda não entendo direito o que tem que prende tanto : muito de o livro é apenas os diálogos entre Bella e seu amado vampiro , Edward . ",3.0,3.0,0.0,0.0,0.1071428571428571,0.1071428571428571,0.0,0.0,0.0
"Bella é mensuravelmente pálida até mesmo para os habitantes de Forks , além de sua brancura ela é uma garota isolada e bastante pensativa . ",2.0,1.0,1.0,0.0,0.08,0.04,0.04,0.0,0.0
"( Claro , absolutamente nada contra quem gosta . ",2.0,2.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0
"Que por estar em melhores condições de vida , acha - se em o direito de excluir , comandar e encurralar os mais humildes e necessitados . ",2.0,1.0,1.0,0.0,0.074074074074074,0.037037037037037,0.037037037037037,0.0,0.0
Seja a pessoa compatível ou não com você . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Resolvi trazer para casa e começar a ler o meu primeiro livro de Sidney Sheldon . ,1.0,1.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0
Em os faz refletir sobre a condição humana e percebermos o quanto podemos ser bons e ruins ,3.0,2.0,1.0,0.0,0.1764705882352941,0.1176470588235294,0.0588235294117647,0.0,0.0
"O determinismo , o zoomorfismo e as escatologias são mostrados em sua forma mais verdadeira e analítica . ",2.0,2.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
Sobre três coisas eu estava convicta . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mas demonstra descrédito contundente a o admitir que , mesmo em uma coletividade de desvalidos , o mal tem energia para germinar , tendo sido isso retratado em a ação de a quadrilha de bandidos cegos em o manicômio . ",3.0,2.0,1.0,0.0,0.075,0.05,0.025,0.0,0.0
Tem também muita ação e suspense quando um vampiro andante chamado James e seu clã interrompem um jogo de beisebol entre a família de Edward e sentem o cheiro de Bella . ,1.0,1.0,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0
"Em a primeira de elas , "" Sob a lua , em um velho trapiche abandonado "" , eu não me importaria nem um pouco se Jorge só continuasse descrevendo os personagens , para sempre . ",2.0,1.0,1.0,0.0,0.0555555555555555,0.0277777777777777,0.0277777777777777,0.0,0.0
"( Em a época de a ditadura , esse livro foi banido e quimado . ",1.0,1.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0
Li Crepúsculo há algum tempo . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Uns julgam por a capa , outros leram o conteúdo , mas igualmente não sentiram nenhum prazer a o ler . ",2.0,1.0,1.0,0.0,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0,0.0
"Parte da aquilo que conseguem através de os crimes não fica com eles , e sim para o grupo . ",3.0,3.0,1.0,0.0,0.15,0.15,0.05,0.0,0.0
A Bella é uma personagem um tanto diferente de o que eu estava acostumada . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ahmmm ... O amor .... O amor é lindo , mesmo que sua avó entupa ele de comida . ",3.0,3.0,0.0,0.0,0.1578947368421052,0.1578947368421052,0.0,0.0,0.0
"Muito me entristece que o "" Big Brother "" de o livro tenha se tornado inspiração para um programa televisivo tão ruim . ",3.0,2.0,1.0,0.0,0.1304347826086956,0.0869565217391304,0.0434782608695652,0.0,0.0
"Não estou falando de viagens intergalácticas ou seres sobrenaturais , sim de pegar um elemento de nosso mundo e mudá - lo para ver o que acontecerá . ",1.0,1.0,0.0,0.0,0.0357142857142857,0.0357142857142857,0.0,0.0,0.0
Um cara que entra de madrugada em o quarto de ela A as escondidas para ver a menina dormir ? ,1.0,1.0,0.0,1.0,0.05,0.05,0.0,0.05,0.0
Vá entender adolescente . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ele também se destaca por os títulos criativos . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cento e vinte reais ! ,1.0,1.0,0.0,1.0,0.2,0.2,0.0,0.2,0.0
"O apogeu de o livro se dá , justamente , em esse ambiente , posto que as condições sanitárias , psicológicas e morais de os internos são degradantes , levando - os a agir instintivamente sem se importar com as regras sociais existentes em o mundo fora de o hospício , mas , por o contrário , criando as próprias leis que devem reger seu ambiente , sendo a ordem a sobreposição de a vontade de os grupos mais fortes e espertos sobre os demais . ",5.0,5.0,0.0,0.0,0.0581395348837209,0.0581395348837209,0.0,0.0,0.0
"Depois que o filho nasceu , Margareth que ainda nutria sentimentos por Jamie , resolveu deixar o filho com ele por uma semana , afim de juntar os dois . ",1.0,1.0,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0
"Que a pobreza , o desprezo e a desigualdade tiram tudo de os capitães , inclusive a infância( menos a liberdade , que "" a liberdade é o bem maior de o mundo "" ) . ",6.0,4.0,2.0,0.0,0.1621621621621621,0.1081081081081081,0.054054054054054,0.0,0.0
"Com o tempo , eles se aproximam e segredos são descobertos . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nada mais , somente o poder , sobre tudo e todos . ",1.0,1.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0
"Eram eles : o policial , que encontrou o ladrão em a rua a gritar ; o motorista de táxi , que levou o primeiro cego a o médico ; o ajudante de farmácia , que vendeu o colírio a a rapariga de os óculos escuros ; a criada de hotel , que socorreu a rapariga quando esta cegou ; e a empregada de escritório , que é a mulher de o primeiro cego . ",5.0,3.0,2.0,0.0,0.0666666666666666,0.04,0.0266666666666666,0.0,0.0
"Jennifer Salvione , 1° vermelho . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ele não é exatamente MELHOR de o que o filme , mas a história é contada de uma maneira diferente então , é interpretada de uma maneira diferente . ",1.0,1.0,0.0,0.0,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0
"La conhece a familia Cullen que e formada por vampiros lindos e irressistiveis , que logo de cara consegue chamar a atencao de Bella . ",4.0,4.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0
"A história de o livro se passa em uma época em que o mundo estava dividido em três grandes potências : Eurásia , Lestásia e Oceania . ",3.0,3.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.037037037037037,0.0,0.0
"O motivo para isso é muito claro , não haverá base para a formulação de uma idéia contrária , pois além de a comunicação o Partido retira de o indivíduo a linguagem . ",3.0,2.0,1.0,0.0,0.0909090909090909,0.0606060606060606,0.0303030303030303,0.0,0.0
"Por que o importante não é explicar isso cientificamente ou sobrenaturalmente , provavelmente é com o que ele menos se importa . ",2.0,2.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0
os camaradas leais a o Partido trabalham sem cessar em os novos dicionários e em o projeto de implementação de a Novafala para que em o futuro todas as pessoas se comuniquem em por meio de essa nova linguagem . ,2.0,1.0,1.0,0.0,0.05,0.025,0.025,0.0,0.0
"Quando o li por a primeira vez estava muito deprimida e não consegui ir até o final , até comprar a minha própria edição . ",3.0,3.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0
1984 está mais para uma prospecção de o que para um previsão . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kate se tornou uma mulher manipuladora . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O livro é divido por cada ano de Malu em o mundo , ou seja , a história conta com 21 capítulos , já que a protagonista é retratada até os seus 21 anos . ",2.0,2.0,1.0,0.0,0.0571428571428571,0.0571428571428571,0.0285714285714285,0.0,0.0
Durante esta época ela se apaixona por Edward Cullen . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As pessoas escolhem abrir mão de sua privacidade em busca de .................... . ,1.0,1.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0
"Bella , a típica menina comum , que tem problemas em a familia e para se coordenar . ",2.0,0.0,2.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
Ouvi falar tão bem de esse livro ! ,2.0,2.0,0.0,1.0,0.25,0.25,0.0,0.125,0.0
Porém Bella descobre que pode ouvir Edward quando corre perigo . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://naoconsigoevitar.blogspot.com/2010/08/livro-o-reverso-da-medalha-de-sidney.html ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O maior herege de que se tem notícia era favorável a a liberdade de expressão . ,2.0,2.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0
"He gets desperate , and is aided by a pedestrian , which takes him to his house - and after doing thissteals the car . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sem entender o motivo de tal reação , Bella se vê cada dia mais envolvida por o mistério de o rapaz , tentando descobrir o porquê de ele se manter tão distante e nervoso o tempo inteiro . ",1.0,1.0,0.0,0.0,0.0263157894736842,0.0263157894736842,0.0,0.0,0.0
"Como a injustiça é prevalecida em o livro , muitas historias não possuem um final feliz . ",5.0,4.0,1.0,0.0,0.2941176470588235,0.2352941176470588,0.0588235294117647,0.0,0.0
"A o final de o livro , vemos aquele mesmo Winston que odiava o Partido e a figura de o Grande Irmão vencido e subordinado por completo a o governo . ",6.0,4.0,2.0,0.0,0.1935483870967742,0.1290322580645161,0.064516129032258,0.0,0.0
"A Novilíngua é a língua , em construção por o Ministério de a Verdade , a qual impediria qualquer expressão contrária a o partido quando estivesse finalizada . ",3.0,1.0,2.0,0.0,0.1071428571428571,0.0357142857142857,0.0714285714285714,0.0,0.0
Em a terceira parte é o grande confronto de Winston e a personificação de o Estado Totalitário ! ,2.0,2.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0
"Confesso que , em um primeiro momento , não achei as obras completamente ruins . ",1.0,0.0,1.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0
"Creio que a intenção de o autor a o escrever 1984 , era imaginar como seriam as conseqüências de a vitória de os regimes totalitários em um potencial futuro e como funcionaria essa sociedade submissa e alienada a esse poder totalitário , lembrando que o livro foi escrito em 1949 . ",4.0,4.0,0.0,0.0,0.0784313725490196,0.0784313725490196,0.0,0.0,0.0
"Em o primeiro dia que ela o vê , Edward aparenta sentir repulsa por ela , chegando mesmo a tentar mudar os seus horários para evitá - la , pois seu cheiro era muito tentador para ele . ",1.0,1.0,0.0,0.0,0.0263157894736842,0.0263157894736842,0.0,0.0,0.0
"Ele é salvo em o último momento e a partir dai , sua vida muda , sua aparência muda , sua mente passa a ser movida por a vingança . ",5.0,1.0,4.0,0.0,0.1666666666666666,0.0333333333333333,0.1333333333333333,0.0,0.0
"Talvez se eu tivesse lido antes de os meus 20 anos , de esse cinco estrelinhas para ele ! ",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0526315789473684,0.0
Cada um vai retirar uma lição de o livro . ,1.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
"Gosto mais de o Orwell porque ele faz isso , mas sempre coloca política em o meio . ",1.0,1.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,0.0
mas nao de o seu dinheiro para os inuteis que perderam tempo fazendo esse filme . ,1.0,0.0,1.0,0.0,0.0625,0.0,0.0625,0.0,0.0
Só isso que tenho a dizer . ,1.0,0.0,1.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0
Impossível não querer continuar lendo . ,1.0,1.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0
Diálogos não têm separação e dependendo de o trecho tudo fica confuso e é complicado seguir a idéia de o autor . ,1.0,0.0,1.0,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0,0.0
Em algum lugar a o longe trovejou uma bomba-foguete . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ele não fala de coisas estapafúrdias , trabalha com algo que pode ocorrer em situações muito menos alarmantes . ",3.0,1.0,2.0,0.0,0.1578947368421052,0.0526315789473684,0.1052631578947368,0.0,0.0
"Bem , a novidade de isso tudo é que eles não tinham a opção . ",1.0,1.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0
E a os poucos vai revelando a personalidade de cada personagem . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haveria algo de parecido entre as histórias de Bella e de Buffy ? ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0769230769230769,0.0
"Parece se basear em uma descrição caricaturizada de o "" socialismo real "" , embora não se tranga importantes reflexões sobre diversas questões enfrentadas em esta era atual em que o argumento de a segurança produz contantes incursões sobre o território resarvado a a liberdade e a a privacidade de os indivíduos . ",5.0,5.0,0.0,0.0,0.0943396226415094,0.0943396226415094,0.0,0.0,0.0
"XD Em ambos , porém , o descontentamento é tratado como doença e , a meu ver , essa é a moral de a história : estamos indo por o mesmo caminho . ",1.0,1.0,0.0,0.0,0.0303030303030303,0.0303030303030303,0.0,0.0,0.0
"Um livro com uma mensagem diferente de os outros , que faz o leitor pensar em como reagiria se acontecesse com nós . ",1.0,1.0,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0
E eu gosto muito de literatura politizada . ,2.0,2.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
Só isso que eu ia fazer o dia todo . ,1.0,0.0,1.0,0.0,0.1,0.0,0.1,0.0,0.0
"As misérias humanas são expostas com toda a sua crueza , enquanto vemos o grupo de cegos marginalizados descer "" todos os degraus em a escala de a abjeção "" , e o alastramento de a "" epidemia de cegueira "" , até que sobre apenas um vidente em o mundo . ",2.0,1.0,1.0,0.0,0.0384615384615384,0.0192307692307692,0.0192307692307692,0.0,0.0
"Pode ser só especulação , mas não deixa de ser interessante . ",1.0,0.0,1.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0
"Mas , se não bastasse ser o solteiro mais bonito de a Forks High School ele é um vampiro . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Uma coisa que me chamou a atenção em "" 1984 "" foi a morte de a Arte . ",2.0,1.0,1.0,0.0,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0,0.0
Sobre o mundo e sobre si mesmo . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tudo está domindo por o Partido do Grande Irmão , uma entidade onipresente , oniciente e onifodente ( ops ! ",2.0,1.0,1.0,1.0,0.1,0.05,0.05,0.05,0.0
"George Orwell preocupou - se com a visão totalitarista de o ponto de vista civil , ou seja , resume - se em basicamente a os fatos protagonizados por um jornalista responsável por as publicações em o jornal com o intuito de controlar a sociedade em prol de o regime de o partido . ",2.0,0.0,2.0,0.0,0.037037037037037,0.0,0.037037037037037,0.0,0.0
Eu não consegui parar de ler . ,1.0,1.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0
"Essas duas palavras provocam verdadeira revolução em a vida de Winston , visto que ele passa a desejar fervorosamente um encontro a sós com a garota , mesmo sabendo que o Partido condena relações amorosas . ",7.0,4.0,4.0,0.0,0.1944444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0
"Em tempos tão corridos que estamos vivendo , A as vezes não percebemos as minúcias e detalhes de os acontecimentos de o mundo e de nós mesmos . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Em o entanto , o relacionamento de os dois é descoberto e ambos são encaminhados para uma cela e depois para uma sala , onde são torturados , drogados e disciplinados até que aprendam , entendam e aceitem a "" realidade "" . ",1.0,1.0,0.0,0.0,0.0232558139534883,0.0232558139534883,0.0,0.0,0.0
Continuação irresistível demais para suportar . ,1.0,1.0,1.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0
And this is the sense of sight . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
