sentence,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,subjectivity
Eu tive o prazer de ficar no Hotel Residencial Juliz por duas noites em maio de 2012.,1.0,1.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,1.0
"O proprietário, Julio, é um homem muito sério e inteligente, e isso é refletido em seu hotel.",1.0,1.0,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0,0.0,1.0
"O Hotel Residencial Juliz tem acomodação básica, com uma aparência geral sem pintura.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"No entanto, tudo funciona e está em bom estado de conservação.",1.0,1.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0
Tem Wi-Fi gratuita e camas adequadas.,1.0,1.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0
O os chuveiros e trancas funcionam e as luzes são claras o suficiente para que se possa fazer coisas no quarto à noite.,2.0,2.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,1.0
"Julio e sua equipe são prestativos, gentis e atenciosos.",1.0,1.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0
"Em um momento, Julio não estava no hotel e me ligou especialmente para responder uma pergunta e me dar dicas sobre minhas atividades propostas.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Há evidência de melhoramento contínuo com escadas e outros, então você pode chegar e encontrar tudo maravilhosamente pintado.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Acima de tudo, o preço é justo.",1.0,1.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,1.0
"A localização é na parte antiga de Porto Alegre, com interessantes ruas sinuosas e uma variedade de locais simples para comer.",3.0,3.0,1.0,0.0,0.1304347826086956,0.1304347826086956,0.0434782608695652,0.0,1.0
"É uma área residencial, que, na Austrália ou Estados Unidos, já estaria povoada pela classe média.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Está a uma distância de 1 km do Gasômetro e a uma caminhada curta do Centro Histórico.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Não é muito longe para andar até a maioria dos locais de interesse como o Mercado Público (mais rápido se você for pelas colinas).,1.0,1.0,0.0,0.0,0.037037037037037,0.037037037037037,0.0,0.0,0.0
Há um bom supermercado a 5 minutos de distância.,1.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
"Como eu falo português, eu não vi quanto o inglês é falado por aqui, mas Julio responde rapidamente os e-mails, então você pode descobrir isso facilmente.",3.0,2.0,1.0,0.0,0.1,0.0666666666666666,0.0333333333333333,0.0,0.0
"Esse lugar não é o Hilton Hotel, mas eu fiquei confortável e feliz e minha avaliação está endereçada para os viajantes econômicos.",2.0,2.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,1.0
"Hotel com ótima localização, perto de vários restaurantes e perto do centro.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Café da manhã razoável.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Quarto bem aconchegante, só o banheiro é bem simples mas da pro gasto,fiaria de novo pelo custo/beneficio.",5.0,4.0,1.0,0.0,0.217391304347826,0.1739130434782608,0.0434782608695652,0.0,1.0
Ficamos por 2 semanas no Hotel.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Bom atendimento, café da manhã razoável, no entanto sem muitas variedades.",1.0,1.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,1.0
Em 1 semana você já fica enjoado da repetitividade.Elevador precisando de manutenção.,1.0,1.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0
"Quando parávamos no andar desejado, ele parava de vez, meio bruto.No mais, bom hotel.",2.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0
As fotos não condizem com o que eu encontrei lá.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"o banheiro é muuuito velho, a torneira quando aberta fazia um barulho que mais parecia um trem chegando, papel de parede do quarto rasgado, o café da manhã bem mais ou menos, enquanto comíamos a mulher começou a resmungar, desligar o ar condicionado, televisão, e retirar a comida, uma falta de respeito, não recomendo.",4.0,3.0,1.0,0.0,0.0625,0.046875,0.015625,0.0,1.0
"Hotel com ótima localização, perto de vários restaurantes e perto do centro.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Café da manhã razoável.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Quarto bem aconchegante, só o banheiro é bem simples.",4.0,3.0,1.0,0.0,0.3636363636363636,0.2727272727272727,0.0909090909090909,0.0,1.0
Atendimento muito atencioso e educado.,1.0,1.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,1.0
Perfeito para um banho e uma ótima noite de sono.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável!",3.0,3.0,0.0,1.0,0.1111111111111111,0.1111111111111111,0.0,0.037037037037037,1.0
"Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!!",4.0,3.0,1.0,2.0,0.2222222222222222,0.1666666666666666,0.0555555555555555,0.1111111111111111,0.0
O café-da-manhã é bom!,1.0,1.0,0.0,1.0,0.2,0.2,0.0,0.2,0.0
"Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,1.0
!,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Hotel com ótima localização mas com instalações velhas.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tomadas nao funcionavam.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O quarto tinha cheiro de velho e tive alergia com a roupa de cama.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Café da manha é razoavel com poucas opções.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wifi caia a todo momento e nao funcionava depois das 11 da noite.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hotel muito antigo, no site é lindo, pessoalmente é horrível, cheira mofo, banheiro sujo, ar condicionado péssimo, café da manhã sem muitas opções, chuveiro demora a sair água quente, não tem indicação de quente/frio, tv de 14 antiga, internet nem sempre funciona e estacionamento caro, sendo que no site do reserva fácil não informa a cobrança.",5.0,4.0,1.0,0.0,0.0714285714285714,0.0571428571428571,0.0142857142857142,0.0,1.0
"Ninguém ajuda a carregar as malas e, além do mais, quando buscam seu carro no estacionamento vem com cheiro de cigarro e com o ar condicionado e rádio ligados!",1.0,1.0,0.0,1.0,0.03125,0.03125,0.0,0.03125,0.0
Péssimo!!!,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.75,0.0
Não me hospedo mais nesse hotel e nem recomendo!,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0
"Instalações velhas, cheirando a mofo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Para quem tem rinite, aquele carpete é horrível!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0
Demora para esquentar a água do chuveiro e torneiras.,1.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
"O banheiro não tem box, então ao utilizar o chuveiro o banheiro fica todo molhado.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wi-fi instável, a conexão cai.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ar condicionado antigo e barulhento.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Café da manhã básico.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Não sei nem se posso chamar aquilo de hotel.Instalações velhas e mal consevadas.,1.0,0.0,1.0,0.0,0.0625,0.0,0.0625,0.0,1.0
Tudo cheira a mofo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faltou água por duas vezes durante a estadia e demora muito a sair agua quente nas torneiras e chuveiro.,1.0,1.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0
Serviço de café da manhã horrível...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"O pagamento tem que ser na entrada, sem a possibilidade de parcelar, além disso na entrada não há rampa e nenhum funcionário se prontifica a te ajudar com as bagagens.",1.0,1.0,0.0,0.0,0.0303030303030303,0.0303030303030303,0.0,0.0,0.0
No período que me hospedei ( 5 dias ) o WIFI não pegou em nenhum instante e o computador do hotel disponível para os hospedes estava cheio de vírus o que bloqueou minha conta no facebook.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A limpeza, a localização e o café da manhã estavam ótimos, porém esse último começava apenas as 7, o que complica a vida de quem está na cidade a negocios ou para prestar vestibular A empresa de táxi demora demais para chegar no hotel e os funcionários não são capacitados para sugerir passeios turisticos.",1.0,1.0,0.0,0.0,0.0172413793103448,0.0172413793103448,0.0,0.0,1.0
Não recomendo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hotel novo e muito confortavel.Otimo atendimento e uma realacao custo beneficio perfeita.Café da manha muito bem servido e os quartos sao limpos e aconchegantes.Para quem gosta de jantar fora, o hotel fico proximo de otimos restaurantes.",6.0,6.0,0.0,0.0,0.1363636363636363,0.1363636363636363,0.0,0.0,1.0
"A localização é muito boa, pois fica no centro da cidade, mas o atendimento deixa a desejar.",3.0,3.0,0.0,0.0,0.15,0.15,0.0,0.0,1.0
A começar pelos degraus ba entrada do hotel.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nenhum funcionário se prontificou a ajudar a carregar a mala.,1.0,1.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0
"Poderiam, pelo menos colocar uma rampa.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O hotel Açores é antigo, mas tem uma ótima relação custo benefício, estando bem no centro de Porto Alegre!",3.0,3.0,0.0,1.0,0.1363636363636363,0.1363636363636363,0.0,0.0454545454545454,1.0
"Fica próximo à um dos principais pontos turísticos de Porto Alegre, a Casa de Cultura Mário Quintana, lugar muito interessante de se visitar, principalmente o restaurante no andar mais elevado, fica próximo ao shopping Rua da Praia, que não é shopping grande, mas cumpre a finalidade para caixas automáticos, Macdonalds e restaurantes!Café da manhã muito bem variado, com frios e ovos mexidos por exemplo... Bem Central, dá acesso ao coração da Capital Gaúcha, ao Mercado Municipal também, outro importante ponto turístico.",10.0,10.0,0.0,1.0,0.1063829787234042,0.1063829787234042,0.0,0.0106382978723404,1.0
"O hotel é um pouco antigo, mas bem aconchegante!",1.0,1.0,0.0,1.0,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,1.0
"Café da manhã muito bem variado, com frios e ovos mexidos por exemplo!Localizado no Centro de Porto Alegre, ele fica próximo à um dos principais ponto turístico, Casa de Cultura Mário Quintana, assim como próximo de shoppings como o Rua da Praia!",5.0,5.0,0.0,2.0,0.1063829787234042,0.1063829787234042,0.0,0.0425531914893617,1.0
Além de estar localizado à algumas quadras do do Mercado Municipal da cidade!,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0714285714285714,0.0
"Em relação à Limpeza, achei REGULAR... O hotel não é imundo, mas tb não é super limpo.Os Funcionários são bem simáticos.",2.0,2.0,0.0,0.0,0.074074074074074,0.074074074074074,0.0,0.0,1.0
"O Café da manhã é muito ruim e sem graça... Valem a localização, conforto e custo, que é barato.",4.0,3.0,1.0,0.0,0.1739130434782608,0.1304347826086956,0.0434782608695652,0.0,1.0
"Este HOTEL é MUITO VELHO, NECESSITA DE REFORMA URGENTE.",1.0,1.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,1.0
"Pessoal, está Localizado numa das mais tradicionais ruas de Porto Alegre, o Hotel Açores encontra-se estrategicamente dentro do centro financeiro, turístico, comercial e cultural de Porto Alegre.",2.0,2.0,0.0,0.0,0.0625,0.0625,0.0,0.0,1.0
"Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia café da manhã com muita variedade funcionarios atenciosos.",1.0,1.0,0.0,0.0,0.0285714285714285,0.0285714285714285,0.0,0.0,1.0
"Localizado na mais tradicional rua de Porto Alegre, o Hotel Açores encontra-se estrategicamente dentro do centro financeiro, turístico, comercial e cultural de Porto Alegre.Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia, Parque Farroupilha, Palácio Piratini, Tribunal de Contas, Museu do MARGS, Teatro da OSPA e outros pontos de interesse.",3.0,3.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.0,0.0,1.0
"Os apartamentos amplos e confortáveis são equipados com ar-condicionado, frigobar, telefone, cama box spring, mesa de trabalho, wi-fi grátis, recepção 24 horas e estacionamento.",2.0,2.0,0.0,0.0,0.064516129032258,0.064516129032258,0.0,0.0,1.0
"O hotel serve um grande buffet de café-da-manhã com variedade de produtos, incluindo frutas da época, frios e iogurtes.",1.0,1.0,0.0,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0,1.0
"Gostei muito do hotel.Tudo novo, uma estrutura excelente.",3.0,3.0,0.0,0.0,0.25,0.25,0.0,0.0,1.0
"Quarto limpo e bem decorado.Atendimento excelente, café da manhã com muita variedade.o único defeito é a localização do hotel.Fica numa rua deserta, afastada das boas atrações da cidade.se estiver de carro, eles cobram a diária da garagem (o que eu acho que poderia ser uma cortesia do do hotel)",5.0,4.0,1.0,0.0,0.0862068965517241,0.0689655172413793,0.0172413793103448,0.0,1.0
Hotel instalado em edifício antigo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"O quarto que usei tinha acabamentos bastante antigos, mas a cama era bastante confortável, e como era na parte mais aos fundos do hotel, era silencioso.",3.0,3.0,1.0,0.0,0.1,0.1,0.0333333333333333,0.0,1.0
"Os corredores dão uma sensação meio fúnebre, por não ter muita iluminação.O acesso é fácil, fica numa ótima localização, perto da Praça da Alfândega e centro histórico da da cidade.",2.0,2.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,1.0
O atendimento é bom.,1.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0
O café-da-manhã não tem muita variedade.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Apesar de ficar em uma área central com acesso fácil a tudo, a noite foi terrivel, o quarto estava com cheiro de mofo e o carpete estava bem sujo.O banheiro tinha azulejo caindo e o barulho que vinha da rua era terrível a janela não isolava nada.Acho que eles devem ter alguns quartos melhores mas devem deixar os piores para quem reserva via Decolar.com e em promoção.",6.0,3.0,3.0,0.0,0.081081081081081,0.0405405405405405,0.0405405405405405,0.0,1.0
Não foi uma boa experiência,1.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0
"Hotel novo, boa localização, atendimento ágil e cortês.",2.0,2.0,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,1.0
Há 5 minutos do Shopping Total.Ponto negativo: o room-service estava fechado.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fomos atendidos pela nutricionista que foi bem atenciosa e rápida.Recomendamos.,2.0,2.0,0.0,0.0,0.1538461538461538,0.1538461538461538,0.0,0.0,0.0
"Quando reservei este hotel, eu sabia que era simples, mas era próximo de um compromisso profissional.",1.0,1.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,1.0
"Todavia, ao me hospedar, fiquei surpreso com o total descuido com a manutenção.Trata-se de uma construção antiga, mas sem qualquer revitalização ou mesmo preservação dos espaços.",2.0,1.0,1.0,0.0,0.0625,0.03125,0.03125,0.0,0.0
"Os corredores são horríveis, verdadeiramente fúnebres, sendo mal iluminados, com carpetes sujos e manchados, além de falta pintura nas paredes.",5.0,2.0,3.0,0.0,0.2,0.08,0.12,0.0,0.0
"Os banheiros precisam, com urgência, de reforma.",1.0,0.0,1.0,0.0,0.1,0.0,0.1,0.0,0.0
"Enfim, não indico para ninguém.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel relativamente perto do Menino Deus (bairro do Shopping Praia de Belas).,1.0,1.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,1.0
"Quarto bem grande, limpo, mas sem luxo.",2.0,2.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0
Colchão bem ruim (muito murcho) e travesseiros ruins também.,4.0,2.0,2.0,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0
"Banheiro razoável, pois o chuveiro é bem mais ou menos.",1.0,1.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0
"Café da manhã farto e bem gostoso em alguns dias e em outros, nem tanto.",1.0,1.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,1.0
"Custo-benefício bacana dependendo de onde você irá frequentar, pois precisará de táxi para se deslocar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Mas, atendentes muito solícitos e educados.",1.0,1.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0
GOSTEI!,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0
Não se iluda com a recepção reformada e com os atendentes bem vestidos.Instalações velhas e em péssimo estado.,2.0,1.0,1.0,0.0,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0,1.0
"Banheiros sujos, alguns sem funcionamento da descarga.",1.0,0.0,1.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
"Instalações antigas não é defeito, mas neste hotel o desleixo, a sujeira e falta de conforto são marcas inesquecíveis.Não se hospede nem de passagem.É o típico: o Barato ( não gratuito), sai...",3.0,1.0,2.0,0.0,0.0714285714285714,0.0238095238095238,0.0476190476190476,0.0,1.0
"Parte boa: Hotel bem localizado no centro, próximo à prefeitura, mercado municipal, shopping, usina do gasometro, etc.Parte ruim: Instalações e serviço deixaram a desejar.",6.0,5.0,3.0,0.0,0.1818181818181818,0.1515151515151515,0.0909090909090909,0.0,1.0
"A recepção parece que foi reformada, pois está novinha e muito bem cuidada, com relação ao resto do hotel.",3.0,3.0,0.0,0.0,0.1363636363636363,0.1363636363636363,0.0,0.0,1.0
"Quarto com cheiro de mofo, moveis antigos, instalações mal conservadas no banheiro.",1.0,0.0,1.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,1.0
"Café da manhã muito muito, muito caro.",4.0,4.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,1.0
"Nossos funcionários ficam hospedados lá por ser central, bom atendimento, tem mercado perto.",1.0,1.0,0.0,0.0,0.0625,0.0625,0.0,0.0,1.0
Seria melhor se tivesse microondas no quarto.,1.0,1.0,0.0,0.0,0.125,0.125,0.0,0.0,1.0
"Alguns quartos parecem ter instalacões mais antigas, o chuveiro demora a esquentar.",1.0,1.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,1.0
"Hotel bem localizado, próximo ao centro e ao Shopping Total.",1.0,1.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,1.0
"Excelente quartos, bem limpo, bom banheiro, bom ar condicionado, boa cama, boa TV.",6.0,6.0,0.0,0.0,0.3157894736842105,0.3157894736842105,0.0,0.0,1.0
Muito bom tanto para negócio quanto para férias.,2.0,2.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0
Hotel novo com menos de um ano.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fiz uma reserva equivocada nesse hotel achando tratar-se do Açores Premium no qual havia me hospedado no mês seguinte.,1.0,0.0,1.0,0.0,0.05,0.0,0.05,0.0,1.0
"O hotel é velho, quarto horrível e banheiros horríveis.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Apenas a recepção foi reformada.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Passei um frio infernal e nem cobertores adequados o quarto tinha.,1.0,0.0,1.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,1.0
"Enfim, pelo que cobram você consegue hospedar-se em lugar melhor.",2.0,2.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0
"Hotel bem localizado, no centro de Porto Alegre, próximo ao Mercado Municipal e a Casa Mario Quintana.",2.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0
"Os apartamentos são bons, limpos, embora sejam muito escuros.",2.0,2.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,1.0
"Café da manhã bom, com variedades e qualidade.",1.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0
Funcionários atenciosos.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Bem localizado para quem quiser estar no centro de Porto Alegre , perto da Praça da Algandega e MARGS.",3.0,3.0,0.0,0.0,0.15,0.15,0.0,0.0,1.0
Muito próximo da Casa de Mario Quintana para visitar exposições e tomar um café.,1.0,1.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0
Caminhada até o Mercado Público bem como visitar o Gasometro a pé .,1.0,1.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0
"O hotel é bom, o quarto que fiquei era bem espaçoso, assim como o banheiro.",2.0,2.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,1.0
A localização é boa e o preço é bem adequado.,3.0,3.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,1.0
O café da manhã é bem variado oferecendo opções saudáveis.,3.0,3.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,1.0
"Só achei que o aquecimento deixa a desejar, deu vontade de nem tomar banho.",2.0,1.0,1.0,0.0,0.125,0.0625,0.0625,0.0,0.0
Os quartos são bons e baratos.,1.0,1.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,1.0
Sempre que meu pai vai a curso em POA ele fica hospedado nele.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Custo benefício bem bom.,3.0,3.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0
"Um hotel bem simples, mas limpo.",2.0,2.0,0.0,0.0,0.25,0.25,0.0,0.0,1.0
Recomendo para a estadia de poucos dias.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Os funcionários são educados e prestativos.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
O café da manhã é bom.,1.0,1.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,1.0
"Boa localização.Quarto bom, reformado.banheiro antigo, mal conservado, ruim.Café da manhã okAtendimento sem reclamações, exceto de um dia que não foi reposto água no frigobar porque eles não tinham em estoque.Custo beneficio: vale a pena",6.0,3.0,3.0,0.0,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0,1.0
"Barato e muito bem localizado, no centro de POA.",2.0,2.0,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0
"De dia você está perto de tudo, principalmente das atrações culturais.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Porém , a noite, o local é muito sinistro , deserto.",1.0,1.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0
Os funcionário são educados e prestativos.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O café é fraco, com pouca variedade.",1.0,0.0,1.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel.",1.0,1.0,0.0,0.0,0.05,0.05,0.0,0.0,1.0
"A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável.",1.0,1.0,1.0,0.0,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0,1.0
"O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas.",3.0,1.0,2.0,0.0,0.1071428571428571,0.0357142857142857,0.0714285714285714,0.0,1.0
"Os funcionários são atenciosos, mas realmente o hotel é bem fraco.",3.0,2.0,1.0,0.0,0.2307692307692307,0.1538461538461538,0.0769230769230769,0.0,1.0
"Não volto, pois o preço nao é tão mais barato que os demais.",1.0,1.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,1.0
Localização ok.,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0
Vi o hotel pelo site e pela Montreal(plano de hospedagens) e parecia um bom lugar.,1.0,1.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0,0.0,1.0
"Existe um ponto forte no hotel, o quarto é branco e razoável.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Mas a localização é horrível mesmo, assustadora, prostitutas usam o hotel para receber os clientes e etc.",1.0,1.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,1.0
"Fiquei um dia, porque ja tinha chegado tarde, paguei no show feliz.",1.0,1.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0
"Hospedem-se na cidade baixa ou no bairro moinhos de vento, o preço é quase igual e a qualidade muito diferente.",3.0,2.0,1.0,0.0,0.1363636363636363,0.0909090909090909,0.0454545454545454,0.0,1.0
"Apesar da ótima localização, o Express do Açores é péssimo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Não tem nenhuma condição de estar figurando em listas de hotéis disponíveis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"A portaria é arrumadinha e os funcionários corteses, mas no elevador já dá pra sentir o drama.",2.0,1.0,1.0,0.0,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,1.0
"O quarto é velho e o banheiro um caso de saúde pública, já que no box o piso é um laminado plástico por cima do azulejo e super mofado por baixo, um chuveiro ruim e sem ventilação.",4.0,2.0,2.0,0.0,0.1,0.05,0.05,0.0,1.0
O café é básico com Soborôs sortidos de ontem.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Não gostamos e não recomendo pra ninguém.,1.0,1.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0
"Não se deixe enganar pelas fotos , ao chegar no hotel a recepção é legal mais quando chega nos corredores escuros onde as lâmpadas não acendem e fica difícil encontrar seu quarto, ao entrar encontrará um quarto onde nem tudo funciona lâmpadas queimada balheiro com aspecto ruim e tudo antigo parq os alérgicos o carpete antigo em geral uma péssima opção.",4.0,1.0,3.0,0.0,0.0634920634920634,0.0158730158730158,0.0476190476190476,0.0,1.0
"Resumindo,atendimento nao é bom,banheiros bem antigos o chuveiro demora muito pra esquentar.televisao 14 em todos os quartos as fotos realmente enganam.queriam cobrar uma diaria a mais sendo q eu ja tinha deixado tudo pago antes de entrar no hotel,precisa se de um reforma urgente no hotel",5.0,5.0,0.0,0.0,0.0961538461538461,0.0961538461538461,0.0,0.0,1.0
Ficamos em um quarto quadruplo que tinha bastante mofo na parede.,1.0,1.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,1.0
"Não tem tv a cabo, é um hotel bem antigo.",1.0,1.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,1.0
"O café da manhã é bom, bem variado.",2.0,2.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0
