sentence,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,rule1,rule2,rule3,rule4,rule5,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,count_dictionary_words,count_named_entities,count_number_date_time,future_tense,count_url,count_elongated,count_mentions,emoji_polarity_score,emoticon_polarity_score,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
O que passa a ver é a lei de o mais forte . ,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1182307692307692,1.537,-0.1116153846153846,-1.4509999999999998,0.1313076923076923,1.707,0.1348461538461538,1.753,-0.009,-0.117,0.1182307692307692,1.537,0.1639230769230769,2.131,0.1379230769230769,1.793,0.1348461538461538,1.753,0.009,0.117,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0227272727272727,0.0
Gosto de viajar em histórias impossíveis . ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2118571428571428,1.483,-0.1389999999999999,-0.973,0.2297142857142857,1.608,0.1935714285714286,1.3550000000000002,0.0,0.0,0.2118571428571428,1.483,0.1389999999999999,0.973,0.2297142857142857,1.608,0.1935714285714286,1.3550000000000002,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1666666666666666,1.0,0.0232558139534883,0.0
"A idéia de 1984 é semelhante a a aplicada em A Revolução de os Bichos , que criticava diretamente o regime de Stalin em a União Soviética , porém a abordagem é outra , a idéia de Orwell em 1984 foi mostrar como seria viver em uma sociedade totalmente submissa a o Governo , onde a liberdade de expressão , direito de ir e vir , e até a capacidade de amar foram obliteradas por a presença maciça e esmagadora de o Partido . ",3.0,13.0,4.0,5.0,4.0,13.0,0.0,10.0,2.0,3.0,9.0,7.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.1758214285714285,14.768999999999997,-0.0659642857142857,-5.541,0.1503095238095237,12.625999999999998,0.1810238095238095,15.205999999999998,0.0035119047619047,0.2949999999999999,0.1961785714285714,16.479,0.2358690476190476,19.813,0.1714047619047618,14.397999999999996,0.2019047619047619,16.96,0.0190595238095238,1.601,73.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,8.0,0.1038961038961039,10.0,0.0236406619385342,0.0
"As histórias são sempre diferentes , e cada uma com uma coisa especial , contando uma fase de a vida de uma menina . ",2.0,3.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0955416666666666,2.293,0.0106249999999999,0.2549999999999998,0.0949583333333333,2.279,0.11175,2.6820000000000004,0.0280416666666666,0.673,0.1717916666666666,4.123,0.1727916666666666,4.146999999999999,0.1490416666666666,3.5769999999999995,0.1725833333333333,4.142,0.0280416666666666,0.673,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0476190476190476,1.0,0.0085470085470085,0.0
"Jorge Amando em os traz um cenário de a Bahia de a primeira metade de o século passada que é quase fotográfica , parece que conhecemos os cenários que ele descreve mesmo sem nunca termos passado por perto de eles . ",3.0,7.0,4.0,1.0,0.0,5.0,0.0,5.0,0.0,5.0,2.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368780487804878,1.5120000000000002,-0.0724634146341463,-2.971,0.0527073170731707,2.161,0.0605121951219512,2.4810000000000003,0.0052195121951219,0.2139999999999999,0.1016585365853658,4.168,0.118170731707317,4.845,0.1454878048780487,5.964999999999999,0.1254390243902439,5.143,0.0262439024390243,1.076,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,0.0769230769230769,3.0,0.013953488372093,0.0
Eu sempre quis ler este livro ! ,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1666666666666666,1.0,0.03125,0.0
"é leitura obrigatória em vestibulares como a fuvest , e agradeço profundamente por isso . ",1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.1395333333333333,2.093,-0.0849999999999999,-1.275,0.1543333333333333,2.315,0.1263333333333333,1.895,0.0,0.0,0.1395333333333333,2.093,0.0849999999999999,1.275,0.1543333333333333,2.315,0.1263333333333333,1.895,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
Orwell não era um crítico de o comunismo . ,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041111111111111,0.037,-0.0763333333333333,-0.687,-0.1137777777777777,-1.024,-0.0266666666666666,-0.2399999999999998,0.0787777777777777,0.709,0.1616666666666666,1.455,0.1398888888888888,1.259,0.3104444444444444,2.794,0.2302222222222222,2.072,0.1103333333333333,0.993,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,1.0,0.0232558139534883,0.0
"Sempre tão bombardeadas com exigências sobre sua aparência , fica fácil se sentir como Bella - muito sem graça ) . ",1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,-0.0553333333333333,-1.162,0.0072380952380952,0.152,-0.0705238095238095,-1.481,-0.0590952380952381,-1.241,0.0496666666666666,1.043,0.0767619047619047,1.612,0.0072380952380952,0.152,0.0705238095238095,1.481,0.068047619047619,1.4289999999999998,0.0586190476190476,1.231,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.1111111111111111,2.0,0.017391304347826,0.0
"Thalita esboçou em o livro todas as preocupações que um pai tem em relação á sua filha , o que só me fez pensar em o quão completo foi o seu trabalho . ",1.0,4.0,1.0,1.0,0.0,8.0,0.0,7.0,0.0,4.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.004090909090909,0.135,-0.0111212121212121,-0.3670000000000001,-0.0367575757575757,-1.213,-0.0117272727272727,-0.3869999999999999,-0.0297575757575757,-0.982,0.0646363636363636,2.133,0.031,1.023,0.0971818181818181,3.207,0.0717272727272727,2.367,0.0335151515151515,1.106,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.032258064516129,1.0,0.006578947368421,0.0
"E terceira , eu estava incondicional e irrevogavelmente APAIXONADA por ele . ",3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0790833333333333,0.949,0.0,0.0,0.0723333333333333,0.868,0.0504999999999999,0.606,0.0,0.0,0.0790833333333333,0.949,0.0,0.0,0.0723333333333333,0.868,0.0504999999999999,0.606,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,11.0,0.1428571428571428,0.0
"Comprei por indicação de a Nanda que é fã número zero de Saramago e por ter visto o filme , que em a época achei muito bom . ",2.0,4.0,1.0,2.0,1.0,3.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,-0.0074642857142857,-0.2089999999999998,-0.0854999999999999,-2.394,0.0123214285714285,0.3450000000000001,0.0166071428571428,0.4650000000000001,0.0549999999999999,1.5399999999999998,0.1699642857142857,4.759,0.1234285714285714,3.456,0.1553928571428571,4.351,0.1678928571428571,4.7010000000000005,0.0785,2.198,25.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.1153846153846153,3.0,0.024,0.0
"Era mãe , irmã , noiva e esposa a o mesmo tempo . ",1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211538461538461,0.275,0.0093076923076923,0.121,0.0771538461538461,1.003,0.0364615384615384,0.4739999999999999,0.001076923076923,0.0139999999999999,0.0262307692307692,0.3409999999999999,0.0234615384615384,0.305,0.0771538461538461,1.003,0.0364615384615384,0.4739999999999999,0.0123076923076923,0.1599999999999999,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,1.0,0.02,0.0
"Se esse isolamento e propensão a a crueldade de fato se estabelecem e ganham forma tão consistente em o relacionamento entre os homens , comprová - los não é a tarefa a que se propõe o escritor . ",1.0,5.0,2.0,1.0,2.0,6.0,0.0,10.0,0.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.0452368421052631,1.719,-0.0297631578947368,-1.131,0.0546842105263157,2.078,0.0452368421052631,1.719,0.0037105263157894,0.141,0.0877105263157894,3.333,0.0681842105263157,2.591,0.0833684210526315,3.168,0.0781842105263157,2.971,0.0325,1.235,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0277777777777777,1.0,0.0051020408163265,0.0
"Tracy era jovem e atraente , e morava em Nova Orleans . ",2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669166666666666,0.803,0.0687499999999999,0.825,0.0736666666666666,0.8839999999999999,0.0681666666666666,0.8180000000000001,-0.0048333333333333,-0.058,0.0669166666666666,0.803,0.0687499999999999,0.825,0.0736666666666666,0.8839999999999999,0.0681666666666666,0.8180000000000001,0.0048333333333333,0.058,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.3,3.0,0.0535714285714285,0.0
- Não posso contestar isso - suspirei . ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.1428571428571428,1.0,0.025,0.0
"1984 "" é o livro que faz parte de a propaganda "" boca-a-boca "" : sempre há alguém que comenta de ele . ",0.0,2.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,4.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0495217391304347,1.139,-0.0860434782608695,-1.979,0.0732173913043478,1.684,0.0677826086956521,1.5590000000000002,-0.0032173913043478,-0.074,0.0495217391304347,1.139,0.0860434782608695,1.979,0.0752173913043478,1.73,0.0713478260869565,1.641,0.0055652173913043,0.128,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
"Em a verdade , Saramago , é um autor difícil de transportar para outras forma de comunicação por a complexidade de o seu texto . ",1.0,5.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.12,0.12,0.12,0.12,0.1234,3.085,-0.09408,-2.352,0.1036799999999999,2.592,0.13632,3.4080000000000004,-0.01228,-0.307,0.18012,4.503,0.19808,4.952,0.18528,4.632,0.1816,4.54,0.01636,0.409,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0909090909090909,2.0,0.0155038759689922,0.0
Só que acho tudo muito raso . ,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,-0.0744285714285714,-0.521,0.0218571428571428,0.153,-0.0845714285714285,-0.592,-0.0774285714285714,-0.542,0.0567142857142857,0.397,0.145,1.015,0.0278571428571428,0.1949999999999999,0.1005714285714285,0.7040000000000001,0.1151428571428571,0.806,0.1012857142857142,0.709,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1666666666666666,1.0,0.0333333333333333,0.0
Não vou negar que é até interessante a idéia de o livro . ,1.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1225384615384615,1.593,-0.205,-2.665,0.1528461538461538,1.987,0.1736923076923077,2.258,-0.0029999999999999,-0.0389999999999999,0.178076923076923,2.315,0.2517692307692307,3.273,0.2002307692307692,2.603,0.1983076923076923,2.5780000000000003,0.006076923076923,0.079,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0833333333333333,1.0,0.0172413793103448,0.0
"Em a narrativa eles vivem diversas aventuras por a cidade baiana , até que uma doença devasta a cidade ( varíola ) e então alguns Capitães de Areia acabam morrendo , como Almiro , então surge uma personagem nova , Dora , que teve sua mãe morta por a mesma doença e está em procura de lar e comida , pois não forma de sustentar ela e seu irmão , Zé Fuinha . ",3.0,8.0,3.0,1.0,4.0,10.0,0.0,14.0,0.0,3.0,6.0,10.0,3.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0547945205479452,-0.0043972602739726,-0.3210000000000003,-0.0402191780821917,-2.9359999999999995,-0.0141780821917808,-1.035,0.001945205479452,0.1420000000000003,-0.0025205479452054,-0.1839999999999997,0.1188356164383561,8.675,0.0651232876712328,4.754,0.1380684931506849,10.079000000000002,0.1151232876712328,8.404,0.0408767123287671,2.984,61.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,7.0,0.1111111111111111,7.0,0.0196078431372549,0.0
"Para entender , de forma muito básica , o que é socialismo e o que é comunismo : Dentro de a filosofia comunista existem duas vertentes . ",2.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0,1.0,4.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.074074074074074,0.074074074074074,0.074074074074074,0.074074074074074,0.0522222222222222,1.41,-0.0474444444444444,-1.281,0.0727777777777777,1.965,0.0635925925925926,1.7170000000000003,-0.027037037037037,-0.7299999999999999,0.1821481481481481,4.918,0.1372222222222222,3.705,0.1165555555555555,3.147,0.1566296296296296,4.229000000000001,0.0714074074074074,1.928,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0833333333333333,2.0,0.0144927536231884,0.0
"E foi assim , em uma faxina que eu ganhei este livro e mais alguns outros de esse autor . ",0.0,2.0,2.0,0.0,2.0,4.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.1,0.1,0.1,0.1,0.0233999999999999,0.4679999999999999,-0.0728999999999999,-1.458,0.05105,1.021,0.0514,1.028,0.00995,0.199,0.1233,2.466,0.0977,1.954,0.14195,2.839,0.1243,2.486,0.01785,0.357,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0111111111111111,0.0
"Crepúculo conta a história de a jovem Bella que vai morar com seu pai em a pequena , cinza e úmida cidade de Forks . ",3.0,4.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04,0.04,0.04,0.04,0.0556799999999999,1.392,-0.06628,-1.657,0.07424,1.856,0.07044,1.761,-0.0080399999999999,-0.2009999999999999,0.05992,1.4980000000000002,0.0894,2.235,0.07424,1.856,0.07236,1.809,0.0080399999999999,0.2009999999999999,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.1304347826086956,3.0,0.0256410256410256,0.0
"Só de pensar em uma situação , já fica deprimido . ",1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1067272727272727,1.174,-0.0074545454545454,-0.0819999999999999,-0.0256363636363636,-0.282,0.0859090909090909,0.945,0.0011818181818181,0.013,0.1536363636363636,1.69,0.1776363636363636,1.954,0.1783636363636363,1.962,0.1675454545454545,1.843,0.0011818181818181,0.013,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,1.0,0.0196078431372549,0.0
""" 1984 "" trata - se de um alerta sobre o avanço de as políticas controladoras . ",1.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,-0.014235294117647,-0.2419999999999998,-0.1144705882352941,-1.946,-0.0063529411764705,-0.1080000000000001,0.0197647058823529,0.3360000000000001,0.0347058823529411,0.59,0.1358823529411764,2.31,0.1144705882352941,1.946,0.204,3.468,0.1630588235294117,2.772,0.0347058823529411,0.59,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
"Assim como ela , ele enxerga . ",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.0,0.032258064516129,0.0
Mas depois que assumiu o comando de a empresa passou a pensar somente em poder e como poderia aumenta - lo . ,0.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0318181818181818,0.7000000000000001,-0.0001818181818181,-0.004,0.0027727272727272,0.0609999999999999,0.0253636363636363,0.558,0.0406363636363636,0.894,0.1120909090909091,2.466,0.0923636363636363,2.032,0.0735909090909091,1.619,0.1049090909090909,2.308,0.051,1.122,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0476190476190476,1.0,0.0091743119266055,0.0
e também de vampiros e lobisomens ... Pra quem não gosta não precisa falar mal . ,1.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.1875,0.1875,0.1875,0.1875,0.0438125,0.7010000000000001,-0.054,-0.864,0.0474375,0.759,0.051375,0.8220000000000001,-0.0048125,-0.077,0.0438125,0.7010000000000001,0.067625,1.082,0.0575624999999999,0.921,0.051375,0.8220000000000001,0.0048125,0.077,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0714285714285714,1.0,0.0123456790123456,0.0
O alerta que é o fantasma absolutista de Orwell está cada vez mais presente . ,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244666666666666,0.367,-0.0648666666666666,-0.973,0.0602666666666666,0.904,0.0368,0.552,0.0392666666666666,0.589,0.1385999999999999,2.079,0.0648666666666666,0.973,0.1786666666666666,2.68,0.1405333333333333,2.108,0.0392666666666666,0.589,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0714285714285714,2.0,0.0256410256410256,0.0
"Esses dois territórios estão em guerra constante contra a Oceânia por a disputa de os territórios "" neutros "" ( consultar mapa ) . ",2.0,4.0,0.0,1.0,0.0,4.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.03475,0.8340000000000001,-0.0595833333333333,-1.43,0.0554999999999999,1.332,0.0512916666666666,1.231,-0.010875,-0.261,0.061,1.464,0.0744166666666666,1.786,0.0775833333333333,1.862,0.0724583333333333,1.739,0.010875,0.261,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0952380952380952,2.0,0.015267175572519,0.0
Ela vê sua unica oportunidade aparecendo em a vida de o crime e acaba aceitando a oportunidade . ,1.0,2.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1083333333333333,1.95,0.0276111111111111,0.497,0.0592222222222222,1.0659999999999998,0.0795,1.4310000000000005,-0.0647222222222222,-1.165,0.1083333333333333,1.95,0.1357222222222222,2.443,0.1504444444444444,2.708,0.1378333333333333,2.481,0.0647222222222222,1.165,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0588235294117647,1.0,0.0103092783505154,0.0
Por que não exigem de o Partido melhores condições de vida ? ,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.09175,1.101,-0.082,-0.984,0.22275,2.673,0.1598333333333333,1.918,0.0775,0.93,0.2214166666666666,2.657,0.2423333333333333,2.908,0.22275,2.673,0.2546666666666666,3.056,0.0775,0.93,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.1818181818181818,2.0,0.0327868852459016,0.0
Erros grotescos que felizmente a tradutora para o português fez questão de corrigir . ,1.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0829999999999999,1.162,0.0007142857142857,0.01,0.0827857142857142,1.159,0.0861428571428571,1.206,-0.0471428571428571,-0.66,0.0829999999999999,1.162,0.1397142857142857,1.956,0.1309285714285714,1.833,0.1121428571428571,1.57,0.0471428571428571,0.66,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0769230769230769,1.0,0.0116279069767441,0.0
O sentimento abençoado de estar sozinho com o livro proibido em um aposento sem teletela não se dissipara . ,1.0,3.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,-0.0078947368421052,-0.15,-0.0832105263157894,-1.581,-0.0601052631578947,-1.142,-0.0209473684210526,-0.3979999999999999,-0.0166842105263157,-0.317,0.1318947368421053,2.506,0.0832105263157894,1.581,0.2230526315789473,4.238,0.1721052631578947,3.27,0.078157894736842,1.485,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0092592592592592,0.0
