sentence,count_dictionary_words,count_named_entities,count_number_date_time,future_tense,subjectivity
; ) [ happybatatinha . ,0,0,0,0,0
Ou quem sabe por a amável Dora ? ,6,1,0,0,0
Provavelmente ele encontraria pontos bastante inquietantes e revoltantes em uma simples tampa ! ,11,0,0,0,0
"O partido construía um caminho sem volta , manipulava a história , destruindo assim o único mecanismo que poderia dar uma oportunidade a a ascensão de os oprimidos . ",26,0,0,0,0
"Mas aí aparece um lobo musculosão e quente e se apaixona por ela e em o terceiro livro , o doente super-protetor deixa que ele deite de conchinha abraçando - a por trás e com pensamentos sacanas em a mente . ",35,0,0,0,0
"Ele , em a sua existência de séculos , vivendo sua primeira paixão , ciente de a fragilidade de a sua amada , perante a sua perenidade , torna - se presente , onipresente , até neurótico . ",29,0,0,0,0
"A minha mocinha ( ... ) que se orgulha de ter idéias e ideais , que me ensina muito , diariamente , e que se expressa com clareza e coerência através de gestos , atitudes e , principalmente , palavras . ",31,0,0,0,0
"Linguagem infantil , patos , presentes improvisados , sogros/sogras , pai/mãe , tériminos , ciúmes , viajens , traição ... Thalita Rebouças , expressou em esse livro tudo que uma adolescente pensa a respeito de o amor . ",22,2,0,0,0
Stephenie Meyer revolucionou o modo de escrita e tipos de histórias que invadem as livrarias de todo o mundo . ,17,1,0,0,0
"Com um estilo único , Saramago trata de temas fictícios , mas que não fogem completamente de o mundo real em a medida em que retrata o que é natural de a humanidade , o homem e sua imaginação sobre o mundo que o cerca , considerando problemas e pensamentos atuais , a partir de os quais facilmente nos identificamos com os personagens . ",58,1,0,0,0
"De fato , como a maioria diz , esse livro não tem um personagem principal , mas sim um grupo de personagens principais , que são basicamente os que eu apresentei acima , tirando os três últimos , que são adultos . ",35,0,1,0,0
"A mensagem subliminar que Saramago tentou passar não me atingiu , por o menos não a o certo . ",17,1,0,0,0
Sentido - se não aceita em a sociedade e não tendo com que sobreviver ela passa a cometer vários delitos se tornando uma golpista . ,22,0,0,0,0
Totalmente fã de J.D. Salinger . ,5,1,0,0,0
É gostoso ler como J.A. humaniza personagens que não hesitam em passar a navalha em o inimigo e por outro lado se maravilham com um velho carrossel caindo a os pedaços . ,32,1,0,0,0
"Só que , a essa altura , ela já está , em o mínimo , muito interessada em ele . ",15,0,0,0,0
", que é isso ? Respeitem ",4,0,0,0,0
"É insustentável desde que aqui entramos , e apesar de isso vamo - nos aguentando . ",13,0,0,0,0
E não é que são bons mesmo ! ,7,0,0,0,0
"Foi citado , a o logo de seu último sexagenário , em um milhão de outros livros , filmes , séries , revistas , jornais . ",19,0,2,0,0
Malu e a sua professora brigavam direto . ,7,1,0,0,0
Mas tive a sorte de de entre esses poucos livros lidos ler este . ,13,0,0,0,0
""" [ pg54 ] "" Em o fim teremos tornado o pensamento-crime literalmente impossível , já que não haverá palavras para expressá - lo "" [ pg69 ] "" E embora , evidentemente , tudo piorasse a a medida que o corpo envelhecia , não seria um sinal de que tudo aquilo não era a ordem natural de as coisas o fato de que o coração de a pessoa ficava apertado com o desconforto ( ... ) "" [ pg77 ] "" O pior inimigo de uma pessoa , reflitiu , era seu sistema nervoso . ",68,0,1,0,0
Só que quando o ' grande acontecimento ' chega ele ocorre de forma rápida e a trama já está se desenvolvendo para um novo ápice . ,23,0,0,0,0
Amo viajar em as páginas e imaginar como as pessoas se apaixonam . ,12,0,0,0,0
Quero tacar fogo em essa merda . ,6,1,0,0,0
"Com o tempo , todos os Capitães passam a amar Dora , os mais novos , como a mãe que nunca tiveram e os mais velhos , como uma irmã . ",25,2,0,0,0
"* "" Que tipo de criança idiota sua mãe criou ? "" ",8,0,0,0,0
A adaptação para o cinema ficou muito boa . ,8,0,0,0,0
"O primeiro namoro de a Malu foi a os sete anos , nada de beijinhos , apenas olhares apaixonados e mãozinhas dadas em o recreio . ",23,1,1,0,0
"Não fica de fora uma pequena cutucada de José Saramago em a Igreja Católica , também em os momentos finais , onde o fim de essa magnífica história parece cair como um raio . ",31,2,0,0,0
O livro possui algumas características de mulheres de outros romances de Sidney Sheldon . ,11,1,0,0,0
Eu acho que a mulher se identifica com o cão . ,10,0,0,0,0
Mas vou confessar que desde o primeiro terço de o livro fui muito muito bravo e resistente . ,17,0,0,0,0
"O engraçado , que Jorge Amado realmente transportou a emoção brasileira . ",10,1,0,0,0
O livro se resume em várias histórias sobre uma garota que AMA beijar e que tem problemas em relação a isto porque seu pai e sua mãe só fazem ela passar vergonha quando é dia de apresentar o namorado para eles ! ,41,1,0,0,0
"Logo , á fofoqueira Jessica lhe dá todos os detalhes sobre o mais atraente de os Cullen , Edward . ",15,3,0,0,0
"Logo que chegou Jamie passou por muitas dificuldades , foi enganado e revoltado buscou vingança . ",13,1,0,0,0
"Meus pais falaram com a diretora , que imediatamente rodou a composição em o mimiógrafo e distribuiu para todas as classes . ",19,0,0,0,0
"Ele anotava tudo o que ele pensava de importante , ele sabia que tinha algo de errado com o governo , e sabia porque tinha contato com notícias antigas . ",27,0,0,0,0
A hipocrisia o exaspera . ,4,0,0,0,0
"São os "" Capitães de a Areia "" . ",6,2,0,0,0
"Claro que não irei mencioná - las , não quero me envergonhar e muito menos envergonhar quem estará lendo . ",17,1,0,0,0
"Bella foge de o tédio de a vida comum em uma cidadezinha chuvosa sem graça e o que ela descobre a leva a um universo novo , cheio de adrenalina e incertezas . ",30,1,0,0,0
"Pra ser bem sincera , tinha momentos em que eu não me sentia inteligente o suficiente pra resenhar um livro de esses e acho que deixei passar muita coisa e deixei muito a desejar .. Mas livros bons são assim , te fazem pensar , te deixam confuso , fazem com que você queira analisar cada detalhe . ",52,0,0,0,0
"Edward é um vampiro tem sede de sangue , mas tudo muda quando ele se rende a os encantos de Bella , que também se mostra interessada em o rapaz . ",26,2,0,0,0
Pedi uma sugestão de as mesmas pessoas que me comentaram de ele e esse foi o primeiro . ,17,0,0,0,0
"E assim eu fiz , li apesar de ter enrolado um pouco o tempo e ter levado 8 ou 9 dias pra ler o primeiro livro todo . ",24,0,2,0,0
"Kate Blackwell é sua filha , que casou - se com o administrador de a Kruger-Brent ( nome de o império fundado por McGregor ) , David Blackwell . ",17,4,0,0,0
"O cara é um gênio , principalmente para pessoas de esquerda e quem tem um conhecimento mais vasto sobre o período de a Guerra Fria . ",24,1,0,0,0
"Um livro onde os fatos realmente concretos não tem muita importância e sim os pensamentos de o personagem o autor conseguiu que todos e cada um de os leitores se encontrem em o conturbado Holden , e assim , faça um mergulho dentro de seus próprios pensamentos . ",44,1,1,0,0
Aqui já é realçada uma cena bem explorada em o livro todo : a discriminação por pessoas pobres . ,17,0,0,0,0
Pena que só tomei coragem de lê - lo após o filme de Fernando Meirelles . ,13,2,0,0,0
- gritou com todas as suas cordas vocais . ,6,0,0,0,0
"A Polícia do Pensamento punia todos os que o cometiam , fazendo - os desaparecer misteriosamente e transformando - os em "" impessoas "" ( pessoas que , para todos os efeitos , nunca haviam existido ) . ",27,1,0,0,0
"Porém , apenas o marido tem conhecimento de a situação . ",9,0,0,0,0
"Penso que alguns livros devem ser lidos por quem gosta de terror , comédia , este ou aquele genero de literatura , pois são clássicos . ",21,0,0,0,0
Stephenie Meyer peca em detalhes excessivos . ,4,1,0,0,0
Fico imaginando essa epidemia verossímil em nossos dias . ,8,0,0,0,0
Conseguiu manter o meio termo . ,5,0,0,0,0
"E o mais valente de o grupo , seria Pedro Bala , atual chefe de os Capitães de a Areia , é a cabeça de o grupo , tanto em decisões como esquemas de roubos . ",31,3,0,0,0
- fingi que não o tinha entendido . ,6,0,0,0,0
"Que os românticos me perdoem , mas eu não acredito em essa baboseira . ",12,0,0,0,0
"Um monstro que brilha em o sol , lembremos . ",8,0,0,0,0
"Pena que o filme nao retratou tão bem o livro , pecou ! ",10,0,0,0,0
"O indivíduo não existe em o mundo futurista imaginado por Aldous Huxley , em que até a concepção e o parto são destituídos de "" naturalidade "" e os bebês gerados , após seleção criteriosa de os genes de machos e fêmeas , em laboratório . ",38,1,0,0,0
"Edward é um vampiro com a habilidade de ler pensamentos , e quando descobre que não pode ler os pensamentos de Bella , logo a garota vira alvo de sua atenção . ",27,2,0,0,0
Ela me fuzilou de novo . ,5,0,0,0,0
"Se faz parte de a leitura obrigatória de a escola , corra e vá logo ler ! ",15,0,0,0,0
"Também podem ( e é até comum ) transformar fatos pequenos em coisas gigantescas , o que pode levar benefícios ou malefícios a os envolvidos . ",22,0,0,0,0
"Dois mais dois nunca é quatro , dois mais dois é o que te dizem que é . ",16,0,5,0,0
""" O que ter se tornado tão famoso ? "" ",7,0,0,0,0
Todos os relatos de o caos que instalou - se em os locais me remetiam a o que li em o livro . ,21,0,0,0,0
"Ambos em os fazem ter vontade de gritar , chorar , bater e ler de novo ! ",14,0,0,0,0
"Quanto a o filme , ainda não o vi mas verei em breve . ",12,0,0,0,0
"E lá fora o Brasil era a Bahia com toda sua malandragem , macumba , fé , sincretismo , coronelismo e sensualidade . ",18,2,0,0,0
"Não é um diário , porque conta a vida de Thalita , por anos . ",11,1,0,0,0
"Voltei a o autor por 2 motivos : Primeiro , por causa de a pertinência de o tema ; segundo , por causa de o filme , baseado em esta obra , lançado há 5 meses . ",28,0,2,0,0
"Cuspe , beijo , baba , chiclete ! ",4,1,0,0,0
O que tinha em comum entre elas : Amavam o mesmo homem . ,11,1,0,0,0
"Não vou ser cínica e dizer que nunca ouvi o nome "" Sidney Sheldon "" , mas jamais havia lido um livro de ele . ",19,1,0,0,0
É o cerne de a submissão . ,6,0,0,0,0
Aquele Saramago de sempre : personagens um tanto curiosos que passam por uma transformação interior enquanto testemunham uma situação bizarra . ,19,1,0,0,0
"São qualificativos que podiam ser aplicados a o escritor Jerome David Salinger ( New York , 01- 01- 1919- New Hampshire , 21- 01- 2010 ) . ",9,5,1,0,0
The book begins when a man goes blind while he waits thesemaphore open . ,1,0,0,0,0
"Dizia o que ele teria dito , se tivesse a capacidade de organizar seus pensamentos dispersos . ",15,0,0,0,0
Don'Aninha - mãe-de-santo . ,0,1,0,0,0
Tão forte que chega a dar náuseas e provocar a Ira diante de a crueldade humana . ,16,1,0,0,0
"Escolhi esta citação para iniciar minha perspectiva sobre esta obra colossal de Saramago , se é que me é concedido tal privilégio . ",21,1,0,0,0
"Um livro extenso , complexo e detalhado sobre todas as características peculiares e sujas de a sociedade , explicado de forma minuciosa , fazendo com que tenhamos mais convicção de o caráter de a humanidade , muitas vezes mascarado e alheio a a importâncida sobre a convivência em a civilização . ",45,0,0,0,0
Não só porque a sua imensa horda de fãs adolescente idolatram uma história em que a personagem principal é completamente dependente de um garoto . ,24,0,0,0,0
*http://desafioliterariobyrg.blogspot.com/* ,0,0,0,0,0
"Em o final : O livro Termina com James sendo "" morto "" por a família Cullen , mas deixa em aberto a continuação quando vemos que a companheira de James está a a espreita pra vingar a "" morte "" de seu amado . ",36,4,0,0,0
"Dizem que é o mesmo vírus de essa nova gripe , por isso ela não atinge muito os idosos , que teriam herdado uma espécie de proteção imunológica contra a doença . ",28,0,0,0,0
"Onde tudo era mentira , e essa mentira era imposta a todos os cidadãos e estes eram obrigados a engolir . ",19,0,0,0,0
"A Tracy pode ser considerada uma de as personagens mais fortes de que tenho memória , pois conseguiu dar a volta por cima em todo o desastre que aconteceu em a sua vida e ser feliz . ",34,1,1,0,0
"Se você procura um livro pra "" distrair a cabeça "" , não leia o Ensaio sobre a cegueira . ",16,1,0,0,0
"Só há um computador que controla o mundo todo e é imenso - ninguém percebeu a possibilidade de os micro chips , de o silício ... Quanto A as previsões de o uso político de a imagem e de a informação , o autor acertou em cheio - mídia manipulada para mudar a história , pouco depois vimos todos a o ver que Mao mandou retirar de suas fotos a imagem de a esposa que o havia apoiado e afirmava que ela nunca havia estado a seu lado - nós , de o ocidente , tínhamos as duas fotos , estupefatos , enquanto a primeira foto ' sumia ' de os arquivos chineses - hoje , com a internet , isso seria impossível - ou quase , basta pensar em o isolamento de a Coréia e de o histerismo de sua população a o morrer seu ultimo imperador , em 2012 . ",129,2,2,0,0
"Mas não imagine só falta de conhecimento sobre algo , é a ignorância de o ser humano como ser racional , passional e moral . ",22,0,0,0,0
"- , alguma violência , uma pitada de sexo , mas ainda assim não é um livro pesado . ",14,0,0,0,0
E por enquanto nado firmemente para tentar emergir de ela . ,10,0,0,0,0
"O homem quis aguardar até que a mulher de o cego chegasse , mas este , com medo de aquele estranho , preferiu recusar a oferta . ",23,0,0,0,0
"Já faz algum tempo que eu queria escrever uma resenha para o Crepúsculo , porque também já faz muito tempo que o li . ",22,1,0,0,0
O Programa Big Brother foi inspirado em esta grande obra de George Orwell ! ,9,2,0,0,0
A escrita de ela é mais fácil e mais gostosa de o que imaginei que seria ( já que nunca havia lido um de seus livros antes ) . ,26,0,1,0,0
"Esse é gancho de a história que acompanha Winston , um membro de a base de o partido , responsável por editar o histórico de as notícias que começa a questionar todo o aparato . ",31,1,0,0,0
"Uma parte que eu ri de esse começo , foi quando Maria de Lourdes era um bebê e todas as pessoas que a vêem em o colo já vão pegando em a mãozinha de ela , Ângela Cristina fala como as mãos de as outras pessoas são cheias de bactérias e ninguém liga , já vão pegando o bebê . ",53,2,0,0,0
O Apanhador em o Campo de Centeio . ,6,2,0,0,0
Holden Caulfield é um adolescente de 17 anos que narra alguns dias de a sua vida passados um ano antes . ,17,1,2,0,0
Livro de vampiros pra mim tem que ter SANGUE E SEXO . ,11,2,0,0,0
Devia ter uns 14 anos e o cheirinho de livro antigo me encantou . ,12,0,1,0,0
"Edward , ah Edward . ",1,2,0,0,0
"É realmente um futuro terrível este , um governo que a todos vigia e tudo controla . ",15,0,0,0,0
"João Grande , o "" negro bom "" ; Padre José Pedro tentando ajudá - los e se colocando em fria por isso . ",18,2,0,0,0
"Acho que nem assisti MTV depois , porque tinha faltado luz . ",9,1,0,0,0
Ela precisa aprender a controlar seu corpo quando ele atoca . ,9,0,0,0,0
Enquanto isso em a França Noelle da a a volta por cima resolve fazer de tudo para alcançar o estrelato ... Continuação de a resenha em o blog : http://llucyinthesky.com/2011/09/29/resenha-o-outro-lado-da-meia-noite-sidney-sheldon/ ,26,2,0,0,0
"Como assim , "" vampiros de verdade ? "" ",5,0,0,0,0
Mas o livro não é só romance . ,7,0,0,0,0
Ela precisa aprender a controlar seu corpo quando ele a toca . ,11,0,0,0,0
"3-Resumo : CREPÚSCULO , é um romance proibido sobre uma menina Isabella Swan , mais conhecida com Bella , e o vampiro Edward Cullen ! ",15,4,1,0,0
"Ainda não entendo direito o que tem que prende tanto : muito de o livro é apenas os diálogos entre Bella e seu amado vampiro , Edward . ",23,2,0,0,0
"Bella é mensuravelmente pálida até mesmo para os habitantes de Forks , além de sua brancura ela é uma garota isolada e bastante pensativa . ",20,2,0,0,0
"( Claro , absolutamente nada contra quem gosta . ",6,1,0,0,0
"Que por estar em melhores condições de vida , acha - se em o direito de excluir , comandar e encurralar os mais humildes e necessitados . ",23,0,0,0,0
Seja a pessoa compatível ou não com você . ,8,0,0,0,0
Resolvi trazer para casa e começar a ler o meu primeiro livro de Sidney Sheldon . ,13,1,0,0,0
Em os faz refletir sobre a condição humana e percebermos o quanto podemos ser bons e ruins ,17,0,0,0,0
"O determinismo , o zoomorfismo e as escatologias são mostrados em sua forma mais verdadeira e analítica . ",15,0,0,0,0
Sobre três coisas eu estava convicta . ,6,0,1,0,0
"Mas demonstra descrédito contundente a o admitir que , mesmo em uma coletividade de desvalidos , o mal tem energia para germinar , tendo sido isso retratado em a ação de a quadrilha de bandidos cegos em o manicômio . ",35,0,0,0,0
Tem também muita ação e suspense quando um vampiro andante chamado James e seu clã interrompem um jogo de beisebol entre a família de Edward e sentem o cheiro de Bella . ,28,3,0,0,0
"Em a primeira de elas , "" Sob a lua , em um velho trapiche abandonado "" , eu não me importaria nem um pouco se Jorge só continuasse descrevendo os personagens , para sempre . ",29,1,0,0,0
"( Em a época de a ditadura , esse livro foi banido e quimado . ",11,0,0,0,0
Li Crepúsculo há algum tempo . ,5,1,0,0,0
"Uns julgam por a capa , outros leram o conteúdo , mas igualmente não sentiram nenhum prazer a o ler . ",18,0,0,0,0
"Parte da aquilo que conseguem através de os crimes não fica com eles , e sim para o grupo . ",18,0,0,0,0
A Bella é uma personagem um tanto diferente de o que eu estava acostumada . ,12,1,0,0,0
"Ahmmm ... O amor .... O amor é lindo , mesmo que sua avó entupa ele de comida . ",14,1,0,0,0
"Muito me entristece que o "" Big Brother "" de o livro tenha se tornado inspiração para um programa televisivo tão ruim . ",18,1,0,0,0
"Não estou falando de viagens intergalácticas ou seres sobrenaturais , sim de pegar um elemento de nosso mundo e mudá - lo para ver o que acontecerá . ",24,0,0,0,0
Um cara que entra de madrugada em o quarto de ela A as escondidas para ver a menina dormir ? ,19,0,0,0,0
Vá entender adolescente . ,3,0,0,0,0
Ele também se destaca por os títulos criativos . ,8,0,0,0,0
Cento e vinte reais ! ,4,0,1,0,0
"O apogeu de o livro se dá , justamente , em esse ambiente , posto que as condições sanitárias , psicológicas e morais de os internos são degradantes , levando - os a agir instintivamente sem se importar com as regras sociais existentes em o mundo fora de o hospício , mas , por o contrário , criando as próprias leis que devem reger seu ambiente , sendo a ordem a sobreposição de a vontade de os grupos mais fortes e espertos sobre os demais . ",74,0,0,0,0
"Depois que o filho nasceu , Margareth que ainda nutria sentimentos por Jamie , resolveu deixar o filho com ele por uma semana , afim de juntar os dois . ",24,2,2,0,0
"Que a pobreza , o desprezo e a desigualdade tiram tudo de os capitães , inclusive a infância( menos a liberdade , que "" a liberdade é o bem maior de o mundo "" ) . ",29,0,0,0,0
"Com o tempo , eles se aproximam e segredos são descobertos . ",10,0,0,0,0
"Nada mais , somente o poder , sobre tudo e todos . ",9,0,0,0,0
"Eram eles : o policial , que encontrou o ladrão em a rua a gritar ; o motorista de táxi , que levou o primeiro cego a o médico ; o ajudante de farmácia , que vendeu o colírio a a rapariga de os óculos escuros ; a criada de hotel , que socorreu a rapariga quando esta cegou ; e a empregada de escritório , que é a mulher de o primeiro cego . ",64,0,0,0,0
"Jennifer Salvione , 1° vermelho . ",1,1,1,0,0
"Ele não é exatamente MELHOR de o que o filme , mas a história é contada de uma maneira diferente então , é interpretada de uma maneira diferente . ",26,1,0,0,0
"La conhece a familia Cullen que e formada por vampiros lindos e irressistiveis , que logo de cara consegue chamar a atencao de Bella . ",20,3,0,0,0
"A história de o livro se passa em uma época em que o mundo estava dividido em três grandes potências : Eurásia , Lestásia e Oceania . ",22,3,1,0,0
"O motivo para isso é muito claro , não haverá base para a formulação de uma idéia contrária , pois além de a comunicação o Partido retira de o indivíduo a linguagem . ",30,1,0,0,0
"Por que o importante não é explicar isso cientificamente ou sobrenaturalmente , provavelmente é com o que ele menos se importa . ",18,0,0,0,0
os camaradas leais a o Partido trabalham sem cessar em os novos dicionários e em o projeto de implementação de a Novafala para que em o futuro todas as pessoas se comuniquem em por meio de essa nova linguagem . ,38,2,0,0,0
"Quando o li por a primeira vez estava muito deprimida e não consegui ir até o final , até comprar a minha própria edição . ",23,0,0,0,0
1984 está mais para uma prospecção de o que para um previsão . ,11,0,1,0,0
Kate se tornou uma mulher manipuladora . ,4,1,0,0,0
"O livro é divido por cada ano de Malu em o mundo , ou seja , a história conta com 21 capítulos , já que a protagonista é retratada até os seus 21 anos . ",29,1,2,0,0
Durante esta época ela se apaixona por Edward Cullen . ,8,1,0,0,0
As pessoas escolhem abrir mão de sua privacidade em busca de .................... . ,11,0,0,0,0
"Bella , a típica menina comum , que tem problemas em a familia e para se coordenar . ",14,1,0,0,0
Ouvi falar tão bem de esse livro ! ,7,0,0,0,0
Porém Bella descobre que pode ouvir Edward quando corre perigo . ,8,2,0,0,0
http://naoconsigoevitar.blogspot.com/2010/08/livro-o-reverso-da-medalha-de-sidney.html ,0,0,0,0,0
O maior herege de que se tem notícia era favorável a a liberdade de expressão . ,15,0,0,0,0
"He gets desperate , and is aided by a pedestrian , which takes him to his house - and after doing thissteals the car . ",4,0,0,0,0
"Sem entender o motivo de tal reação , Bella se vê cada dia mais envolvida por o mistério de o rapaz , tentando descobrir o porquê de ele se manter tão distante e nervoso o tempo inteiro . ",34,1,0,0,0
"Como a injustiça é prevalecida em o livro , muitas historias não possuem um final feliz . ",14,0,0,0,0
"A o final de o livro , vemos aquele mesmo Winston que odiava o Partido e a figura de o Grande Irmão vencido e subordinado por completo a o governo . ",28,3,0,0,0
"A Novilíngua é a língua , em construção por o Ministério de a Verdade , a qual impediria qualquer expressão contrária a o partido quando estivesse finalizada . ",25,2,0,0,0
Em a terceira parte é o grande confronto de Winston e a personificação de o Estado Totalitário ! ,16,2,0,0,0
"Confesso que , em um primeiro momento , não achei as obras completamente ruins . ",12,1,0,0,0
"Creio que a intenção de o autor a o escrever 1984 , era imaginar como seriam as conseqüências de a vitória de os regimes totalitários em um potencial futuro e como funcionaria essa sociedade submissa e alienada a esse poder totalitário , lembrando que o livro foi escrito em 1949 . ",45,0,2,0,0
"Em o primeiro dia que ela o vê , Edward aparenta sentir repulsa por ela , chegando mesmo a tentar mudar os seus horários para evitá - la , pois seu cheiro era muito tentador para ele . ",32,1,0,0,0
"Ele é salvo em o último momento e a partir dai , sua vida muda , sua aparência muda , sua mente passa a ser movida por a vingança . ",26,0,0,0,0
"Talvez se eu tivesse lido antes de os meus 20 anos , de esse cinco estrelinhas para ele ! ",16,0,2,0,0
Cada um vai retirar uma lição de o livro . ,9,0,1,0,0
"Gosto mais de o Orwell porque ele faz isso , mas sempre coloca política em o meio . ",15,1,0,0,0
mas nao de o seu dinheiro para os inuteis que perderam tempo fazendo esse filme . ,13,0,0,0,0
Só isso que tenho a dizer . ,6,0,0,0,0
Impossível não querer continuar lendo . ,5,1,0,0,0
Diálogos não têm separação e dependendo de o trecho tudo fica confuso e é complicado seguir a idéia de o autor . ,21,0,0,0,0
Em algum lugar a o longe trovejou uma bomba-foguete . ,9,0,0,0,0
"Ele não fala de coisas estapafúrdias , trabalha com algo que pode ocorrer em situações muito menos alarmantes . ",17,0,0,0,0
"Bem , a novidade de isso tudo é que eles não tinham a opção . ",13,0,0,0,0
E a os poucos vai revelando a personalidade de cada personagem . ,11,0,0,0,0
Haveria algo de parecido entre as histórias de Bella e de Buffy ? ,10,2,0,0,0
"Parece se basear em uma descrição caricaturizada de o "" socialismo real "" , embora não se tranga importantes reflexões sobre diversas questões enfrentadas em esta era atual em que o argumento de a segurança produz contantes incursões sobre o território resarvado a a liberdade e a a privacidade de os indivíduos . ",44,0,0,0,0
"XD Em ambos , porém , o descontentamento é tratado como doença e , a meu ver , essa é a moral de a história : estamos indo por o mesmo caminho . ",26,1,0,0,0
"Um livro com uma mensagem diferente de os outros , que faz o leitor pensar em como reagiria se acontecesse com nós . ",21,0,0,0,0
E eu gosto muito de literatura politizada . ,6,0,0,0,0
Só isso que eu ia fazer o dia todo . ,9,0,0,0,0
"As misérias humanas são expostas com toda a sua crueza , enquanto vemos o grupo de cegos marginalizados descer "" todos os degraus em a escala de a abjeção "" , e o alastramento de a "" epidemia de cegueira "" , até que sobre apenas um vidente em o mundo . ",43,0,1,0,0
"Pode ser só especulação , mas não deixa de ser interessante . ",10,0,0,0,0
"Mas , se não bastasse ser o solteiro mais bonito de a Forks High School ele é um vampiro . ",15,1,0,0,0
"Uma coisa que me chamou a atenção em "" 1984 "" foi a morte de a Arte . ",14,1,1,0,0
Sobre o mundo e sobre si mesmo . ,7,0,0,0,0
"Tudo está domindo por o Partido do Grande Irmão , uma entidade onipresente , oniciente e onifodente ( ops ! ",13,1,0,0,0
"George Orwell preocupou - se com a visão totalitarista de o ponto de vista civil , ou seja , resume - se em basicamente a os fatos protagonizados por um jornalista responsável por as publicações em o jornal com o intuito de controlar a sociedade em prol de o regime de o partido . ",46,1,0,0,0
Eu não consegui parar de ler . ,6,0,0,0,0
"Essas duas palavras provocam verdadeira revolução em a vida de Winston , visto que ele passa a desejar fervorosamente um encontro a sós com a garota , mesmo sabendo que o Partido condena relações amorosas . ",31,2,1,0,0
"Em tempos tão corridos que estamos vivendo , A as vezes não percebemos as minúcias e detalhes de os acontecimentos de o mundo e de nós mesmos . ",26,0,0,0,0
"Em o entanto , o relacionamento de os dois é descoberto e ambos são encaminhados para uma cela e depois para uma sala , onde são torturados , drogados e disciplinados até que aprendam , entendam e aceitem a "" realidade "" . ",35,0,1,0,0
Continuação irresistível demais para suportar . ,5,1,0,0,0
And this is the sense of sight . ,1,0,0,0,0
A gente sabe que o quanto um livro é bom quando temos vontade de relê - lo assim que terminamos . ,19,0,0,0,0
Ela precisa aprender a controlar seu corpo quando ele a toca . ,11,0,0,0,0
"Agora imagine que você está andando por a escola quando encontra um modelo de a Calvin Klein , todo bombado que é o ' galã popular ' . ",21,1,0,0,0
"Vive fumando e pensando e fazer alguma coisa pra tirá - lo de ali , mas só pensa m ... Uma de essas m ... é o que dá o título a o livro . ",30,0,1,0,0
"Claro que a Stephenie Meyer fez algumas adaptações de vampiro em o caso de os Cullens , mas não achei elas lá muito digamos : "" Acabou com o terror de o Drácula "" ou algo de o gênero . ",32,4,0,0,0
"O fim de a privacidade , de a liberdade , e , sobretudo , de o pensamento . ",13,0,0,0,0
"Estava escrito , em uma caligrafia graúda e imatura : amo você . ",10,0,0,0,0
O livro é dividido em três partes . ,7,0,1,0,0
"Nada , nem ninguém é 100 % resistente . ",5,0,1,0,0
"Lendo , descobri que o livro tem sim diálogos mas são todos em a seqüencia de a narrativa , separados somente por vírgulas mas sem pontos de exclamação ou interrogação . ",27,0,0,0,0
"Amor o caralho , eu teria medo de um cara assim ! ",10,0,0,0,0
"E foi como uma canção com uma bela letra ... Sobre sonhos , anseios , que se fulguram em meio a a opressão de a sociedade . ",23,0,0,0,0
Ele precisa revelar a os pais que - mais uma vez - foi convidado a se retirar de uma instituição de inciso e procrastina o momento o quanto pode . ,27,0,0,0,0
"A menina , o vampiro galã e a família vampira de ele ( que , diga - se de passagem , só sugam sangue de animais , e nunca de pessoas ) . ",24,0,0,0,0
Demorou para cair a ficha de a segunda mensagem por trás de a história . ,14,0,0,0,0
"O homem que passa a perseguir Tracy , de uma forma muito encanada , e acaba mobilizando outras pessoas a fazer o que acha que daria certo . ",24,1,0,0,0
Todos contribuem para a história de maneira igual . ,8,0,0,0,0
Acontecem vários fatos que se desenrolam de uma maneira que se eu for falar tomaria tres paginas de essas . ,18,0,0,0,0
"Quando minha professora falou que iriamos ler esse livro , quis me tacar de a janela de o segundo andar . ",18,0,0,0,0
"Os motivos que os uniram eram os mais variados : ficaram órfãos , foram abandonados , ou fugiram de os abusos e maus tratos recebidos em casa . ",24,0,0,0,0
"Ensaio sobre a cegueira vai causando , com o passar de a leitura e o aumento de as mazelas a que os personagens são expostos , uma sensação opressora , de claustrofobia . ",28,0,0,0,0
"Tudo isso não deixa de ser verdade , e jeito que ela fala é engraçado . ",14,0,0,0,0
"James tinha mordido Bella , e Edward teve que sugar o veneno , o que foi mito difícil pra ela , por causa de o sangue de Bella , que estava misturado com o veneno . ",27,4,0,0,0
""" Odeia "" todo mundo , acha todos uns cretinos falsos , sendo apenas um comportamento defensivo e arrogante para não ver sua própria existência e inferioridade . ",23,0,0,0,0
Os questionamentos feitos por Holden Caulfield acerca de os mais diversos temas relacionados a sua vida fazem parte de o cotidiano de todos nós . ,21,1,0,0,0
Não me decepcionei . ,3,0,0,0,0
"Quem já viu esse tal de Big Brother genérico que passa em a TV , em sua quinquagésima nona edição com o mesmo formato e as mesmas pessoas bobas , e leu o livro que deu origem a o termo fica , com certeza , revoltado . ",39,1,0,0,0
"( desculpe - me , "" Pollyanna "" , mas nem tudo é o "" Jogo de o Contente "" ) ",11,2,0,0,0
