sentence,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,subjectivity
"""O ambiente é muito bonito, mas nem tanto acolhedor.""",0.068,0.884,0.0076153846153846,0.099,0.048076923076923,0.625,0.0527692307692307,0.686,0.0451538461538461,0.5870000000000001,1.0
"""Os funcionários são educados, porém, numa das vezes que estivemos houve um problema com a conta (erro da casa) e a mesma não se esforçou para resolvê-lo.""",0.0448529411764705,1.525,0.0066764705882352,0.227,0.0615882352941176,2.094,0.0425588235294117,1.4469999999999998,0.0194117647058823,0.66,1.0
"""Um casa desse nível não poderia ter tal comportamento.""",0.14325,1.719,0.1065,1.278,0.0825,0.99,0.1044166666666666,1.253,0.0189166666666666,0.227,0.0
"""Todavia, o preço dos pratos são assustadores, muito embora um prato individual serve com fartura duas pessoas, mas ainda assim o preço é puxado.""",0.1252666666666666,3.758,0.0244333333333333,0.733,0.0879,2.637,0.0940666666666666,2.822,0.0511333333333333,1.534,1.0
"""Boa estrutura, ótima comida, esperava ais variedade, serve rodízio e a la carte, atendimento bom, poderia ter maior área climatizada, não identifiquei mobilidade para cadeirantes, idosos, se for em um numero grande de pessoas, é bom fazer uma reserva.""",0.1129607843137255,5.761000000000001,0.0949215686274509,4.840999999999999,0.0935686274509803,4.771999999999999,0.0975294117647058,4.974,0.0086078431372549,0.439,1.0
"""A Cantina Ghiotto é um dos pouquíssimos restaurantes em Manaus que está sempre se reinventando e buscando maneiras de melhorar seu espaço e serviço pra melhor atender seus clientes.""",0.07334375,2.347,0.04359375,1.395,0.10853125,3.473,0.0813125,2.602,0.03675,1.1760000000000002,0.0
"""Isso verdadeiramente me impressiona!""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Ótima opção pra quem gosta de um rodízio de massa e pizza em um ambiente descontraído repleto de jovens e muita energia positiva.""",0.1636153846153846,4.254,0.1172307692307692,3.048,0.2126538461538462,5.529000000000001,0.1630769230769231,4.24,0.0039230769230769,0.102,1.0
"""Atendimento sempre excelente !""",0.2456666666666666,1.474,0.1588333333333333,0.953,0.2325,1.395,0.2123333333333333,1.274,0.0,0.0,1.0
"""Comida típica da região, gostosa, feita com capricho, peixes frescos, tudo muito gostoso!!""",0.0712380952380952,1.496,0.0193333333333333,0.406,0.0374285714285714,0.7859999999999999,0.0493809523809523,1.037,0.0378095238095238,0.794,1.0
"""Atendimento excelente, garçons muito atenciosos!""",0.2491111111111111,2.242,0.1058888888888888,0.953,0.2206666666666666,1.986,0.2123333333333333,1.911,0.0614444444444444,0.553,1.0
"""Foi uma experiência incrível e única!""",0.1075555555555555,0.968,0.089,0.801,0.1105555555555555,0.995,0.1023333333333333,0.921,0.0,0.0,0.0
"""Um restaurante que representa muito bem a potencialidade da comida nortense.""",0.2163571428571428,3.029,0.1197857142857142,1.677,0.2230714285714286,3.123,0.1967857142857143,2.7550000000000003,0.0435714285714285,0.6100000000000001,0.0
"""Muito bem preparado e elaborado, apesar do cargo chefe ser uma alimentação bem pesada, ainda assim o indico (pirarucu amazônico).""",0.1738888888888889,4.695,0.1064074074074074,2.873,0.1539629629629629,4.157,0.1705925925925926,4.606,0.0775925925925926,2.095,0.0
"""Infelizmente as bebidas pra quem quer uma experiência completa, não vai de total encontro a expectativa, caipirinhas e caipiroskas mal elaboradas, mas logico os sucos são muito bem feitos e a batida de cacau sensacional.""",0.108170731707317,4.4350000000000005,0.1164390243902439,4.774,0.1484390243902439,6.085999999999999,0.1354634146341463,5.554,0.0334146341463414,1.37,1.0
"""Tem pratos feitos com muito requinte (camarão com castanha) e pratos feitos como se fosse de casa (sardinha frita com baião).""",0.0740357142857142,2.073,0.0604285714285714,1.692,0.0761785714285714,2.133,0.0767857142857143,2.1500000000000004,0.01975,0.553,0.0
"""Indico para quem quiser ter uma experiencia amazônica diferenciada.""",0.0234166666666666,0.281,0.0208333333333333,0.25,0.0,0.0,0.0084166666666666,0.101,0.0189166666666666,0.227,0.0
"""Afinal de contas o melhor cozinheiro do Brasil varias vezes consecutivas não é a toa.""",0.0527222222222222,0.949,0.0665555555555555,1.198,0.0541666666666666,0.975,0.0555555555555555,1.0,0.0068888888888888,0.124,0.0
"""é um otimo restaurante, os pratos sao muito bons, o ambiente e o atendimento também, porém há um problema com a acústica do restaurante, muito barulhento""",0.1163125,3.722,0.05984375,1.915,0.1570312499999999,5.025,0.12215625,3.909,0.03853125,1.233,1.0
"""Ambiente ótimo pra ir com amigos, comida muito boa mesmo.""",0.1541428571428571,2.158,0.0877857142857142,1.229,0.0973571428571428,1.363,0.1217857142857142,1.705,0.0487857142857142,0.683,1.0
"""A decoração é linda e voce pode caminhar pelo local e conhecer cachaças de varias partes do país e do mundo, e o melhor estão todas a venda, otimo ambiente.""",0.0919714285714285,3.219,0.0927428571428571,3.2460000000000004,0.0852285714285714,2.983,0.0864857142857142,3.027,0.0105714285714285,0.37,1.0
"""Super recomendo.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Excelente churrascaria.""",0.1412,0.706,0.0178,0.089,0.164,0.8200000000000001,0.1062,0.531,0.0046,0.023,1.0
"""Após alguns dias comendo apenas os pratos da região com peixe, resolvi comer uma boa carne e fiquei muito satisfeito com o restaurante.""",0.1406296296296296,3.7970000000000006,0.0755555555555555,2.04,0.1159999999999999,3.132,0.1186296296296296,3.203,0.0342962962962963,0.9260000000000002,0.0
"""O ambiente é bem agradável.""",0.192,1.536,0.2007499999999999,1.606,0.178625,1.429,0.190375,1.523,0.0,0.0,1.0
"""Para quem prefere menos barulho, sugiro ficar na parte superior.""",0.0813571428571428,1.139,0.0545,0.763,0.0545,0.763,0.0859285714285714,1.2029999999999998,0.0747142857142857,1.0459999999999998,0.0
"""Pedi a picanha e a carne veio suculenta e no ponto certo.""",0.008,0.12,0.0113333333333333,0.1699999999999999,0.0056666666666666,0.0849999999999999,0.0076666666666666,0.1149999999999999,0.0019333333333333,0.029,1.0
"""O atendimento também foi ótimo e a comida veio super rápido.""",0.125,1.75,0.0852142857142857,1.1929999999999998,0.1077857142857142,1.509,0.1032142857142857,1.4449999999999998,0.0040714285714285,0.057,1.0
"""Local bonito e agradável, localizado dentro do shopping Manauara.""",0.1541538461538461,2.004,0.1275384615384615,1.658,0.0512307692307692,0.666,0.1054615384615384,1.371,0.0112307692307692,0.146,1.0
"""Muitas opções de drinks e bebidas.""",0.1284444444444444,1.156,0.2158888888888889,1.943,0.1989999999999999,1.791,0.1811111111111111,1.63,0.0,0.0,0.0
"""O atendimento deixou um pouco a desejar porque tinha garçons que não sabiam quais os chopes disponíveis na casa e chegamos a ficar 15 min esperando uma rodada com um monte de garçom ocioso.""",0.1043243243243243,3.86,0.0594054054054054,2.198,0.1194864864864864,4.421,0.1099189189189189,4.067,0.0508918918918918,1.883,1.0
"""Mesmo assim recomendo o local, basta ser paciente.""",0.0536666666666666,0.644,0.0482499999999999,0.579,0.0142499999999999,0.1709999999999999,0.03275,0.393,0.0254166666666666,0.305,0.0
"""Apesar de não terem matrinxã assado, o qual queria jantar, o tambaqui estava saboroso e a farofa branca com ovo estava muito bom.""",0.0728214285714285,2.039,0.0661785714285714,1.853,0.0785714285714285,2.2,0.0786428571428571,2.202,0.0211785714285714,0.5930000000000001,1.0
"""O que eu pedi e gostei foram o escondidinho de carne de sol e uma carne na chapa, muito gostosa mesmo.""",0.0917999999999999,2.295,0.09336,2.334,0.0918799999999999,2.297,0.09976,2.494,0.0287599999999999,0.719,0.0
"""além da variedade de bebidas e um chopp bem geladinho.""",0.2724615384615385,3.5420000000000003,0.2699230769230769,3.509,0.3242307692307692,4.215,0.2888461538461538,3.755,0.0,0.0,1.0
"""Ótima opção para uma sexta feira explorando Manaus .""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""O local é lindo , a comida é ótima (sem falar na batida de coco!!)""",0.093095238095238,1.955,0.0736190476190476,1.5459999999999998,0.0978095238095238,2.054,0.090095238095238,1.892,0.0395238095238095,0.83,1.0
""", música ao vivo e o atendimento perfeito do garçom Bruno .""",0.0678571428571428,0.95,0.1402142857142857,1.963,0.0992142857142857,1.389,0.101,1.414,0.0042857142857142,0.06,1.0
"""Podendo , voltaremos !""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""É horrivel, o atendimento vai de mal a pior só depende do astral dos funcionários, além disso para ""mundo"" de alguma coisa essa  casa passa muito longe!""",0.1004285714285714,3.515000000000001,0.0884857142857142,3.097,0.1108285714285714,3.879,0.1060857142857142,3.713,0.0184857142857142,0.647,1.0
"""é um lugar agradável por estar no Largo, no entanto poderia ser um ótimo lugar se mudasse a administração, seria realmente um lugar interessante de se conhecer!""",0.1775,5.68,0.12378125,3.961,0.15571875,4.983,0.15075,4.824,0.00475,0.152,1.0
"""para jantar recomendo, pratos diferenciados, não tradicionais, ou melhor tradicionais modificados, o chefe tem um menu muito gostoso.""",0.11808,2.9520000000000004,0.04276,1.069,0.1066,2.665,0.09484,2.371,0.02708,0.677,1.0
"""o lugar é agradável, pequeno, parece com o japao realmente.""",0.1040666666666666,1.561,0.0477333333333333,0.716,0.0999333333333333,1.499,0.0838666666666666,1.258,0.0,0.0,1.0
"""Grande bufê  que inclui além de pratos quentes, sushis e saladas que servem de acompanhamento para os variados tipos de carne que é servido.""",0.0843793103448275,2.447,0.136,3.944,0.1163448275862069,3.374,0.1122758620689655,3.256,0.0,0.0,1.0
"""Vale à pena chegar chegar cedo para pegar uma boa mesa e curtir as promoções de happy hour do Outback.""",0.1176086956521739,2.705,0.1607391304347826,3.697,0.1241304347826087,2.855,0.131,3.013,0.0095217391304347,0.219,0.0
"""O atendimento é muito bom; a comida, saborosa; o chopp está sempre na temperatura certa!""",0.0837619047619047,1.759,0.0526666666666666,1.106,0.0587619047619047,1.234,0.072,1.512,0.029047619047619,0.6100000000000001,1.0
"""Claro que, com a casa cheia, há um pouco mais de demora, mas nada que prejudique a experiência.""",0.1648333333333333,3.956,0.1072916666666666,2.575,0.1825416666666666,4.381,0.1651666666666666,3.964,0.040875,0.981,0.0
"""Dica: se puder sentar na varanda, o som ambiente não atrapalha as conversas.""",0.0164444444444444,0.296,0.0119444444444444,0.215,0.0012222222222222,0.022,0.0084444444444444,0.152,0.0042777777777777,0.077,0.0
"""Jantamos no Jamie’s de Curitiba a poucos dias.""",0.0430833333333333,0.517,0.0810833333333333,0.973,0.0699999999999999,0.84,0.06475,0.777,0.0,0.0,0.0
"""Embora seja um restaurante recém inaugurado o atendimento é ótimo.""",0.1700769230769231,2.2110000000000003,0.0733076923076923,0.953,0.195,2.535,0.146076923076923,1.899,0.0,0.0,1.0
"""Serviço prestado com atenção e cuidado ao consumidor.""",0.088,0.968,0.0201818181818181,0.222,0.0780909090909091,0.8590000000000001,0.054,0.594,0.0108181818181818,0.119,0.0
"""Fomos atendidos pelo Fernando.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""A comida é muito boa.""",0.123875,0.991,0.019125,0.153,0.0775,0.62,0.09175,0.734,0.07625,0.6100000000000001,1.0
"""Com cardápio variado.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""Fácil de agradar.""",0.0861666666666666,0.517,0.1621666666666666,0.973,0.1399999999999999,0.84,0.1295,0.777,0.0,0.0,0.0
"""Boa carta de vinhos.""",0.0738571428571428,0.517,0.1389999999999999,0.973,0.12,0.84,0.111,0.777,0.0,0.0,1.0
"""E o preço não é abusivo.""",0.0064444444444444,0.058,0.0182222222222222,0.164,0.0,0.0,0.0082222222222222,0.074,0.0,0.0,1.0
"""Vale conferir.""",0.1736,0.868,0.1446,0.723,0.0,0.0,0.106,0.53,0.0,0.0,0.0
"""Um bom atendimento, a comida estava deliciosa, tudo na medida certa, a localização do restaurante é ótima, o saber de comidas regionais pe o que mais surpreende, voltarei outras vezes com certeza !!!!""",0.0873953488372093,3.758,0.075953488372093,3.266,0.0833255813953488,3.583,0.0807209302325581,3.471,0.0032093023255813,0.138,1.0
"""A comida é extremamente saborosa e os pratos são bem servidos.""",0.0829999999999999,1.162,0.0864285714285714,1.21,0.0822857142857143,1.152,0.0811428571428571,1.136,0.0040714285714285,0.057,1.0
"""O ambiente é bastante simples e o serviço deixou a desejar.""",0.0325,0.455,0.0610714285714285,0.855,0.0430714285714285,0.6030000000000001,0.0343571428571428,0.481,0.0264285714285714,0.37,1.0
"""O preço de bebidas, principalmente dos coquetéis, são acima da média e a comida tem preço compatível com a qualidade.""",0.1964399999999999,4.911,0.19696,4.924,0.20328,5.082000000000001,0.1891999999999999,4.73,0.02672,0.668,0.0
"""Vale a visita""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Lanchonete com variedade em lanches e sucos, um bom atendimento e está em uma boa localização da cidade.""",0.1406818181818181,3.095,0.1409545454545454,3.101,0.171090909090909,3.7639999999999993,0.1509090909090909,3.32,0.0,0.0,1.0
"""Excelente atendimento agilade rapidez desdo garçom a gerência chopp gelado ambiente agradável parabéns...Voltaremos quando estivermos em Curitiba.""",0.1856363636363636,4.084,0.1136818181818181,2.501,0.1679545454545454,3.695,0.1698636363636363,3.737,0.0424090909090909,0.933,1.0
"""O ambiente é bem amplo, iluminado.""",0.2493999999999999,2.494,0.2701,2.701,0.153,1.53,0.2241,2.241,0.0,0.0,1.0
"""Nenhum luxo, mas é agradável.""",0.0873333333333333,0.786,0.0695555555555555,0.626,0.0565555555555555,0.509,0.0711111111111111,0.64,0.0,0.0,0.0
"""Atendimento muito cordial dos funcionários.""",0.192,1.536,0.119125,0.953,0.150625,1.205,0.176875,1.415,0.069125,0.553,1.0
"""Pedi um fetuccini com picanha: o serviço não foi muito rápido, mas o problema é que a comida estava fria.""",0.1034799999999999,2.587,0.01724,0.431,0.1074,2.685,0.07848,1.962,0.03424,0.8560000000000001,0.0
"""Caro demais.""",0.1908,0.954,0.1826,0.913,0.0,0.0,0.1244,0.622,0.0,0.0,1.0
"""Recomendo procurar outros restaurantes na área.""",0.1307777777777777,1.177,0.0405555555555555,0.365,0.1166666666666666,1.05,0.1194444444444444,1.075,0.0937777777777777,0.844,0.0
"""Pela música fizemos o sacrifício de entrar, não tem couvert artístico e nem 10%, o que é uma deslavada mentira pois já estão embutidos nos preços do cardápio.""",0.090235294117647,3.0680000000000005,0.0827941176470588,2.815,0.1235588235294117,4.201,0.1063823529411764,3.617,0.0246470588235294,0.838,0.0
"""O cardápio é outra falácia, pois pedimos uns 4 itens que não estavam disponíveis.""",0.041,0.738,0.0,0.0,0.0431666666666666,0.777,0.0444444444444444,0.8,0.0491666666666666,0.885,1.0
"""Boteco bem simples com preço de Bistrô.""",0.1596,1.596,0.2774999999999999,2.775,0.2313,2.313,0.2144,2.144,0.0251,0.251,1.0
"""Um bom lugar para estar com a família e/ou amigos, incluindo crianças.""",0.0546249999999999,0.8739999999999999,0.012,0.192,0.0639375,1.023,0.042125,0.674,0.0,0.0,1.0
"""Restaurante muito aconchegante e com bom atendimento.""",0.1536,1.536,0.0953,0.953,0.1283,1.283,0.1441,1.441,0.0553,0.553,1.0
"""A cozinheira veio até à nossa mesa e se colocou à disposição para confirmar o bom atendimento.""",0.1258,2.516,0.1289499999999999,2.579,0.1440499999999999,2.881,0.1483,2.966,0.04625,0.925,1.0
"""Preço bom e comida muito boa.""",0.1165555555555555,1.049,0.0352222222222222,0.317,0.0688888888888888,0.62,0.0897777777777777,0.808,0.0677777777777777,0.6100000000000001,1.0
"""Frequento o restaurante a 3 anos e toda vez que eu vou sou bem tratada.""",0.0831111111111111,1.496,0.0544444444444444,0.98,0.109,1.962,0.0821666666666666,1.479,0.0,0.0,0.0
"""Os sushis são diferentes, frescos e incríveis.""",0.0241818181818181,0.266,0.0144545454545454,0.159,0.0227272727272727,0.25,0.0175454545454545,0.193,0.0,0.0,1.0
"""Os especiais da casa são os coringas e meus favoritos.""",0.0883846153846153,1.149,0.0112307692307692,0.146,0.0748461538461538,0.973,0.0581538461538461,0.756,0.0,0.0,0.0
"""Com sobremesa inclusa de rolinho primavera de doce de leite.""",0.2459230769230769,3.197,0.3517692307692307,4.573,0.3443846153846153,4.476999999999999,0.3128461538461539,4.067,0.0039230769230769,0.051,0.0
"""SENSACIONAL.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Amooo.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Endereco tradicional paulistano.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Sem rococos alheios ao padrao original de uma excelente casa de carnes a churrascaria prima pelas carnes, servico e buffet (saladas, queijos, iguarias / sem frutos do mar).""",0.0896666666666666,3.228,0.0656666666666666,2.364,0.1235277777777777,4.447,0.1026944444444444,3.697000000000001,0.0357777777777777,1.2879999999999998,0.0
"""Fui por indicação a esse restaurante e realmente fiquei muito surpresa.""",0.1011428571428571,1.416,0.1413571428571428,1.979,0.0934285714285714,1.3079999999999998,0.1250714285714285,1.751,0.0395,0.553,0.0
"""Primeiro que o serviço é excelente e o cardápio, apesar de pequeno, contempla todos os gostos.""",0.1076666666666666,2.261,0.0557142857142857,1.17,0.1308095238095238,2.747,0.0974761904761904,2.047,0.0142380952380952,0.299,1.0
"""Comi gnui e estava maravilhoso.""",0.045625,0.365,0.0825,0.66,0.00575,0.046,0.044625,0.357,0.0,0.0,1.0
"""De sobremesa um doce com aipim, sorvete de côco e doce de leite.""",0.2791176470588235,4.745,0.2944705882352941,5.005999999999999,0.3605882352941176,6.129999999999999,0.3114705882352941,5.295,0.0,0.0,0.0
"""O côco pesou para mim, mas essa é uma intolerância minha.""",0.0147333333333333,0.221,0.0058,0.087,0.0200666666666666,0.301,0.0125333333333333,0.188,0.0085333333333333,0.128,0.0
"""A sobremesa estava excelente.""",0.1008571428571428,0.706,0.0072857142857142,0.051,0.1247142857142857,0.873,0.0777142857142857,0.544,0.0,0.0,1.0
"""A minha amiga que comeu também não teve problema algum.""",0.0,0.0,0.0062307692307692,0.081,0.0153846153846153,0.2,0.0063076923076923,0.082,0.0097692307692307,0.127,0.0
"""Recomendo e voltarei!""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Difícil não sair satisfeito do Rascal.""",0.1996666666666667,1.7970000000000002,0.1714444444444444,1.543,0.1013333333333333,0.912,0.1574444444444444,1.417,0.0,0.0,0.0
"""O Buffet tem uma variedade de saladas maravilhosa que se completa com os pratos quentes do dia.""",0.16715,3.3430000000000004,0.1762,3.524,0.1499499999999999,2.999,0.1644499999999999,3.289,0.0,0.0,0.0
"""Almoço caseiro muito bom, três opções de carne, muita variedade de saladas, três frutas, um bufê de sobremesas incrivel, com bolos e tortas doces e dois sucos naturais, o melhor é o preço, R$18,90 a vontade!!!""",0.0907142857142857,4.445,0.0956122448979591,4.685,0.1145306122448979,5.612,0.1032244897959183,5.058,0.0138163265306122,0.677,1.0
"""Ambiente rústico que traz o apelo artesanal.""",0.0121999999999999,0.122,0.0,0.0,0.0,0.0,0.0041,0.041,0.0,0.0,1.0
"""O cardápio conta com pizzas de sabores diferenciados, bebidas interessantes e preços compatíveis.""",0.0769411764705882,1.308,0.1282941176470588,2.181,0.1053529411764705,1.791,0.1031176470588235,1.753,0.001235294117647,0.021,1.0
"""A fabricação é visível aos clientes e o atendimento é bom.""",0.0887857142857142,1.243,0.0830714285714285,1.163,0.0481428571428571,0.6739999999999999,0.0717857142857143,1.005,0.0045714285714285,0.064,1.0
"""Bem localizado na Av.""",0.125,0.75,0.1633333333333333,0.98,0.1533333333333333,0.92,0.1471666666666666,0.883,0.0,0.0,1.0
"""Dom Severino, local nobre da zona leste da cidade.""",0.0772307692307692,1.004,0.02,0.26,0.0735384615384615,0.956,0.0748461538461538,0.973,0.0733846153846153,0.954,0.0
"""Fui com amigos comemorar um aniversário, por fora o prédio é bem velho e feio.""",0.2102631578947368,3.995000000000001,0.1459473684210526,2.773,0.2298421052631579,4.367,0.2233157894736842,4.243,0.0972105263157894,1.847,1.0
"""No ambiente do restaurante temos a vista a beira mar de Niteroi e da ponte, esse acredito ser o ponto alto do restaurante.""",0.0552222222222222,1.491,0.0666296296296296,1.799,0.0674444444444444,1.821,0.062074074074074,1.6760000000000002,0.003074074074074,0.083,0.0
"""As estradas foram boas mas o como prato principal pedi um bacalhau para dois e não achei grande coisa, estava bom mas um pouco ressecado.""",0.1193793103448276,3.462,0.0364137931034482,1.056,0.1189999999999999,3.451,0.1026896551724137,2.978,0.0333103448275862,0.966,1.0
"""De sobremesa pedi um sorvete  que vem com dois tipos de mousses, porção bem pequena.""",0.12465,2.493,0.15195,3.039,0.1884999999999999,3.77,0.15505,3.101,0.0,0.0,1.0
"""Não pedimos vinho ou alguma bebida cara para elevar o preço.""",0.1104285714285714,1.546,0.1299285714285714,1.819,0.1269285714285714,1.777,0.1167142857142857,1.634,0.0022142857142857,0.031,0.0
"""Em resumo, nada que justifique o preço de R$ 194,40 por pessoa.""",0.1545625,2.473,0.0710625,1.137,0.0906875,1.451,0.1461875,2.339,0.1221875,1.955,0.0
"""Recomendo!""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Estive almoço de Natal do Fogo de Chão Danto Amaro e o atendimento foi excepcional.""",0.1647777777777778,2.966,0.1713888888888889,3.085,0.2301666666666666,4.143,0.1947777777777777,3.506,0.0378888888888888,0.6819999999999999,1.0
"""Destaque para o Mateus, Maciel e em especial o Carlos""",0.0694615384615384,0.903,0.0731538461538461,0.951,0.0,0.0,0.0475384615384615,0.618,0.0,0.0,0.0
"""É tipo um boteco sofisticado.""",0.3107499999999999,2.486,0.0945,0.756,0.240375,1.923,0.215125,1.721,0.0,0.0,1.0
"""O espaço é apertado , mas o serviço é bom e os aperitivos são de qualidade , muito bons.""",0.1723636363636363,3.792,0.0998636363636363,2.197,0.1499545454545454,3.2990000000000004,0.1723181818181818,3.791,0.1101363636363636,2.423,1.0
"""Freqüentado pelos moradores do Leblon.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Muito bem localizado em frente à praia de Meirelles, pouco depois da popular ""feirinha"", com excelente atendimento e ambiente muito agradável.""",0.2357857142857142,6.601999999999999,0.1272142857142857,3.562,0.1990357142857143,5.573,0.2119642857142857,5.935,0.0740357142857142,2.073,1.0
"""Comi a famosa carne seca na moranga, que faz jus à sua fama.""",0.0,0.0,0.0048823529411764,0.083,0.0,0.0,0.0016470588235294,0.028,0.0,0.0,0.0
"""Bem servido para duas pessoas, vem acompanhada de arroz e salada verde com vinagrete de rapdura.""",0.1417,2.834,0.1573999999999999,3.148,0.1773499999999999,3.547,0.1667,3.334,0.03485,0.6970000000000001,0.0
"""Recomendo também a Caipirosca de morango.""",0.1647777777777778,1.483,0.1081111111111111,0.973,0.1862222222222222,1.676,0.1531111111111111,1.378,0.0,0.0,0.0
"""Fui num domingo, dia em que a dupla de músicos atendia na hora os pedidos dos clientes e tocavam de sertanejo a rock, passando por mpb e bossa nova.""",0.0979411764705882,3.33,0.1023529411764705,3.48,0.1277647058823529,4.344,0.1175588235294117,3.997,0.0245588235294117,0.835,0.0
"""O restaurante Coco Bambu de Fortaleza/CE é excelente, com dezenas de opções de pratos, variando entre peixes, frangos e carnes vermelhas.""",0.1054137931034482,3.057,0.1085172413793103,3.147,0.1386551724137931,4.021,0.1282758620689655,3.72,0.032103448275862,0.931,1.0
"""Há também dezenas de opções de bebidas (quentes ou frias) e sobremesas variadas.""",0.0929444444444444,1.673,0.162,2.916,0.1461666666666666,2.631,0.1337222222222222,2.407,0.0,0.0,0.0
"""O atendimento é extremamente agradável, com garçons muito solícitos e simpáticos.""",0.1548,2.322,0.1052666666666666,1.579,0.1142666666666666,1.714,0.137,2.055,0.0368666666666666,0.553,1.0
"""Como não poderia deixar de ser, nem tudo é perfeito.""",0.0545714285714285,0.764,0.0891428571428571,1.248,0.064,0.896,0.0673571428571428,0.943,0.0057857142857142,0.081,0.0
"""O preço do restaurante é alto, mas a quantidade de comida nos pratos vale muito à pena e serve bem ao menos 2 pessoas.""",0.1489642857142857,4.171,0.1487857142857143,4.166,0.1185357142857142,3.319,0.1433214285714285,4.013,0.0237142857142857,0.664,1.0
"""Restaurante com atendimento cordial, preço na média da região e boa variedade de pratos e sobremesas.""",0.1242,2.484,0.14355,2.871,0.1055499999999999,2.111,0.12295,2.459,0.00455,0.091,1.0
"""As sobremesas merecem destaque pela variedade e sabor.""",0.091,1.001,0.0594545454545454,0.6539999999999999,0.0516363636363636,0.5680000000000001,0.0673636363636363,0.7410000000000001,0.0,0.0,0.0
"""Local muito bom , na Passarela do Caranguejo.""",0.1615454545454545,1.777,0.0188181818181818,0.207,0.1370909090909091,1.508,0.1423636363636363,1.566,0.1300909090909091,1.431,1.0
"""Com excelente comida e música ao vivo.""",0.1111,1.111,0.1162999999999999,1.1629999999999998,0.1585,1.585,0.1229,1.229,0.0116999999999999,0.1169999999999999,1.0
"""Destaque para a decoração que achei incrível .""",0.0109,0.109,0.0017,0.017,0.0059,0.059,0.0062,0.062,0.0,0.0,1.0
"""ótimo atendimento.""",0.1536,0.768,0.1906,0.953,0.1227999999999999,0.614,0.1556,0.778,0.0,0.0,1.0
"""Preço dentro da média .""",0.028,0.196,0.0412857142857142,0.289,0.0044285714285714,0.031,0.0207142857142857,0.145,0.0115714285714285,0.081,1.0
"""Vale a pena conhecer.""",0.1531428571428571,1.072,0.1511428571428571,1.058,0.014,0.098,0.0997142857142857,0.6980000000000001,0.0191428571428571,0.134,0.0
"""A melhor cerveja artesanal de Belém, fica na Cervejaria Amazon Beer, localizada na Estação das Docas, próximo ao ver-o-peso, um dos ambientes mais indicados para os turistas, além, de poder ver o por-do-sol a beira da baia do guajará.""",0.0733541666666666,3.521,0.0820833333333333,3.94,0.0806041666666666,3.869,0.0755,3.624,0.0055833333333333,0.268,1.0
"""Existe diversos tipos de cervejas, como a com sabor de açaí, taperebá e bacuri.""",0.0663684210526315,1.261,0.1059999999999999,2.014,0.0942631578947368,1.791,0.0888947368421052,1.689,0.0,0.0,0.0
"""As pizzas da Forneria são ótimas!!""",0.0189,0.189,0.0077,0.077,0.0203,0.203,0.0156,0.156,0.0,0.0,1.0
"""Massa deliciosa, ingredientes de qualidade.""",0.2683333333333333,2.415,0.2136666666666666,1.923,0.3003333333333333,2.703,0.2608888888888889,2.348,0.0,0.0,1.0
"""O atendimento é muito bom e o preço bem justo.""",0.257,3.341,0.1613076923076923,2.097,0.2184615384615384,2.84,0.2263846153846153,2.943,0.0425384615384615,0.553,1.0
"""Pizza simples (margherita) sai por R$ 47, uma mais elaborada por R$ 56!!""",0.01355,0.271,0.0329,0.658,0.02765,0.553,0.0204999999999999,0.41,0.01255,0.251,0.0
"""O restaurante é especializado na cozinha portuguesa.""",0.0,0.0,0.0069,0.069,0.0078,0.078,0.0049,0.049,0.0,0.0,0.0
"""Atendimento muito bom, o bacalhau esplêndido.""",0.2447,2.447,0.0953,0.953,0.1825,1.825,0.2225,2.225,0.1453,1.453,1.0
"""O único defeito é o espaço que é pequeno.""",0.1125833333333333,1.351,0.00325,0.039,0.1616666666666666,1.94,0.1169166666666666,1.403,0.0799166666666666,0.959,1.0
"""Os pratos quentes do restaurantes são deliciosos.""",0.0189,0.189,0.0077,0.077,0.0203,0.203,0.0156,0.156,0.0,0.0,1.0
