sentence,count_capitalized,count_dictionary_words,count_elongated,count_expressions,count_mentions,count_url,emoji_polarity_score,emoticon_polarity_score,negation,proportion_capitalized,subjectivity
"""Uma explosão de sabores regionais inigualável!""",0.0,0.0,0.0,0.0,0.0208333333333333,5.0,0.0,0.0,0.0,0.0,1.0
"""Atualmente peca, é muito, pela falta de compromisso com o horário de atendimento (fechamento) pela parte da noite!""",0.0,0.0,0.0,0.0,0.0086206896551724,17.0,0.0,0.0,0.0,0.0,0.0
"""Visito o restaurante com certa frequência e muitas foram as vezes q mesmo chegando antes das 23:00 ( horário de fechamento, em tese)encontrei com a plaquinha minúscula, pouco visível de dentro do carro, avisando que já estava fechado.""",0.0,0.0,0.0,0.0,0.0042372881355932,34.0,0.0,0.0,0.0,0.0,0.0
"""Saudades do tempo em q o maître Adonias  nos  atendia e aos demais clientes, com rigor no cumprimento do horário!.""",0.0,0.0,0.0,0.0,0.0172413793103448,18.0,0.0,0.0,0.0,0.0,0.0
"""Lamentável um restaurante da categoria do Banzeiro, não respeitar os clientes com o Básico., qual seja, cumprimento do horário!""",0.0,0.0,0.0,0.0,0.0232558139534883,16.0,0.0,0.0,0.0,1.0,0.0
"""Saudades do que já tivemos!""",0.0,0.0,0.0,0.0,0.0344827586206896,4.0,0.0,0.0,0.0,0.0,0.0
"""Entre um vôo e outro , já que no aeroporto de Manaus ainda não tem NEHUM restaurante , arriscamos esse .""",1.0,0.0,0.0,0.0,0.0660377358490566,17.0,0.0,0.0,0.0,1.0,0.0
"""O local é bastante simples e até que o preço cobrado não é tão ""simples"" assim , mas a comida era boa .""",0.0,0.0,0.0,0.0,0.0095238095238095,20.0,0.0,0.0,0.0,1.0,1.0
"""Apenas fiquei surpresa pois era num sábado as 21:00 e não havia nenhuma mesa ocupada além da nossa.""",0.0,0.0,0.0,0.0,0.0099009900990099,16.0,0.0,0.0,0.0,1.0,0.0
"""Uma pena!""",0.0,0.0,0.0,0.0,0.0909090909090909,1.0,0.0,0.0,0.0,0.0,0.0
"""O nome engana - o lugar tem uma variedade enorme de todo tipo de bebidas, comidas tipicas deliciosas padrão gourmet, um ambiente aconchegante.""",0.0,0.0,0.0,0.0,0.0069444444444444,19.0,0.0,0.0,0.0,0.0,1.0
"""Quem entra não tem pressa de sair.""",0.0,0.0,0.0,0.0,0.0277777777777777,6.0,0.0,0.0,0.0,1.0,0.0
"""Excelente atendimento, garçom Ebrahim muito educado e atencioso.""",0.0,0.0,0.0,0.0,0.0303030303030303,6.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo o restaurante, o melhor de Manaus!""",0.0,0.0,0.0,0.0,0.0434782608695652,6.0,0.0,0.0,0.0,0.0,0.0
"""Ótima variedade de sucos.""",0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
"""Salgados e sanduíches saborosos, porém o valor exorbitante cobrado me deixa insatisfeito.""",0.0,0.0,0.0,0.0,0.0109890109890109,10.0,0.0,0.0,0.0,0.0,1.0
"""Restaurante muito bom e concorrido de Manaus.""",0.0,0.0,0.0,0.0,0.0425531914893617,6.0,0.0,0.0,0.0,0.0,1.0
"""Comida regional com pratos generosos.""",0.0,0.0,0.0,0.0,0.0256410256410256,4.0,0.0,0.0,0.0,0.0,1.0
"""Muito bom com muitas opções, além do tradiconal peixe, tem também outros pratos para quem não come peixe.""",0.0,0.0,0.0,0.0,0.0093457943925233,16.0,0.0,0.0,0.0,1.0,0.0
"""Preço justo""",0.0,0.0,0.0,0.0,0.0769230769230769,1.0,0.0,0.0,0.0,0.0,1.0
"""Comida saborosa.""",0.0,0.0,0.0,0.0,0.0555555555555555,1.0,0.0,0.0,0.0,0.0,1.0
"""Impecável.""",0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0
"""Peixe estava bem preparado no ponto e com acompanhamentos deliciosos.""",0.0,0.0,0.0,0.0,0.0140845070422535,10.0,0.0,0.0,0.0,0.0,1.0
"""O único problema foi no atendimento, pois o garçom deveria ser novo e não sabia explicar as bebidas por exemplo.""",0.0,0.0,0.0,0.0,0.0087719298245614,19.0,0.0,0.0,0.0,1.0,0.0
"""Mas valeu a pena.""",0.0,0.0,0.0,0.0,0.0526315789473684,3.0,0.0,0.0,0.0,0.0,0.0
"""Boas pixzzas e boas massas.""",0.0,0.0,0.0,0.0,0.0344827586206896,3.0,0.0,0.0,0.0,0.0,1.0
"""Lugar aconchegante e tranquilo.""",0.0,0.0,0.0,0.0,0.0303030303030303,2.0,0.0,0.0,0.0,0.0,1.0
"""Atendimento razoavel, principalmente quando está cheio.""",0.0,0.0,0.0,0.0,0.0175438596491228,5.0,0.0,0.0,0.0,0.0,1.0
"""Preço justo pela qualidade dos pratos.""",0.0,0.0,0.0,0.0,0.025,5.0,0.0,0.0,0.0,0.0,1.0
"""Vim comer nessa pizzaria no domingo.""",0.0,0.0,0.0,0.0,0.0263157894736842,5.0,0.0,0.0,0.0,0.0,0.0
"""Foi bastante tranquilo e a pizza veio rápido.""",0.0,0.0,0.0,0.0,0.0212765957446808,7.0,0.0,0.0,0.0,0.0,0.0
"""Achei bem saborosa e com recheio de qualidade.""",0.0,0.0,0.0,0.0,0.0208333333333333,7.0,0.0,0.0,0.0,0.0,1.0
"""Não gostei muito da borda com gergelim, algo fora do padrão de pizza.""",0.0,0.0,0.0,0.0,0.0140845070422535,13.0,0.0,0.0,0.0,0.0,1.0
"""Mas de maneira geral valeu a pena.""",0.0,0.0,0.0,0.0,0.0277777777777777,6.0,0.0,0.0,0.0,0.0,0.0
"""Quando se está com muita fome e sem opção o Habibs pode ser a saída....o ambiente não é agradável e comida é razoável.""",0.0,0.0,0.0,1.0,0.0166666666666666,22.0,0.0,0.0,0.0,1.0,1.0
"""Uma boa opção para quem quer comer rápido, mas fugindo do barulho da praça de alimentação.""",0.0,0.0,0.0,0.0,0.0108695652173913,15.0,0.0,0.0,0.0,0.0,0.0
"""Buffet com opções variadas e saborosas.""",0.0,0.0,0.0,0.0,0.024390243902439,5.0,0.0,0.0,0.0,0.0,1.0
"""De sobremesa, peça o petit gateau !""",0.0,0.0,0.0,0.0,0.027027027027027,4.0,0.0,0.0,0.0,0.0,0.0
"""Serve lanches e cerveja gelada, tem mesinhas fora do estabelecimento, funciona em uma casa antiga o que faz parte do seu charme.""",0.0,0.0,0.0,0.0,0.0076923076923076,21.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo.""",0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0
"""Recentemente inaugurado e em plena Savassi, o restaurante é um local agradável, com sua cozinha espanhola com influência mediterrânea, conta também com um espaço cultural com exposições de artes, apresentações artísticas e dança flamenca.""",0.0,0.0,0.0,0.0,0.0083333333333333,31.0,0.0,0.0,0.0,0.0,1.0
"""Seu carro chefe são as paellas valencianas e marinera.""",0.0,0.0,0.0,0.0,0.0178571428571428,6.0,0.0,0.0,0.0,0.0,0.0
"""Imperdíveis!""",0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
"""O bar fica próximo ao Teatro Amazonas, e geralmente tem música ao vivo acompanhada de cerveja gelada.""",0.0,0.0,0.0,0.0,0.029126213592233,15.0,0.0,0.0,0.0,0.0,1.0
"""Para comer uma boa pedida é o sanduíche de pernil e bolinhos de bacalhau.""",0.0,0.0,0.0,0.0,0.0133333333333333,14.0,0.0,0.0,0.0,0.0,0.0
"""O ambiente é agradável em razão da diversidade de seus frequentadores.""",0.0,0.0,0.0,0.0,0.0138888888888888,10.0,0.0,0.0,0.0,0.0,1.0
"""Um lugar seguro, agradável, aconchegante, preço acessível, bem localizado, faça uma visita com a sua família ou amigos.""",0.0,0.0,0.0,0.0,0.0082644628099173,16.0,0.0,0.0,0.0,0.0,1.0
"""Sabor da comida fantástico, em qualquer especialidade típica da região.""",0.0,0.0,0.0,0.0,0.0136986301369863,9.0,0.0,0.0,0.0,0.0,1.0
"""Além do atendimento e ambiente super confortável.""",0.0,0.0,0.0,0.0,0.0196078431372549,6.0,0.0,0.0,0.0,0.0,1.0
"""Além de continuar com um bom self service, com destaque para as sobremesas, também tem boas opções a la carte.""",0.0,0.0,0.0,0.0,0.0089285714285714,18.0,0.0,0.0,0.0,0.0,1.0
"""Mas o destaque são os drinks preparados pelo Marcolino, principalmente as caipirinhas de cupuaçu e a tradicional.""",0.0,0.0,0.0,0.0,0.017391304347826,15.0,0.0,0.0,0.0,0.0,0.0
"""Também tem bons shows folclóricos nas quintas feira.""",0.0,0.0,0.0,0.0,0.0185185185185185,7.0,0.0,0.0,0.0,0.0,1.0
"""Bom para experimentar releituras de pratos da comida regional.""",0.0,0.0,0.0,0.0,0.015625,7.0,0.0,0.0,0.0,0.0,0.0
"""Adorei TUDO que experimentei, especialmente, o pesto de Jambu.""",1.0,0.0,0.0,0.0,0.09375,5.0,0.0,0.0,0.0,0.0,0.0
"""Fora isso, o atendimento é MUITO bom e o ambiente/vista são lindos.""",1.0,0.0,0.0,0.0,0.0869565217391304,11.0,0.0,0.0,0.0,0.0,1.0
"""As empanadas deste lugar são deliciosas, e as cervejas também, tem boa opção de vinho!!""",0.0,0.0,0.0,0.0,0.0112359550561797,13.0,0.0,0.0,0.0,0.0,1.0
"""Gostei, pena que o lugar é pequeno, muitas vezes não tem lugares disponíveis!""",0.0,0.0,0.0,0.0,0.0126582278481012,12.0,0.0,0.0,0.0,1.0,1.0
"""Muito bom!""",0.0,0.0,0.0,0.0,0.0833333333333333,1.0,0.0,0.0,0.0,0.0,0.0
"""A carne de sol é ótima, muito bem servida, as Cervejas do Dedé são muito saborosas, principalmente a Dunkel, o atendimento é top""",0.0,0.0,0.0,0.0,0.0307692307692307,20.0,0.0,0.0,0.0,0.0,1.0
"""Esta sorveteria é muito simpática, bem em frente ao Teatro Amazonas, na praça.""",0.0,0.0,0.0,0.0,0.0375,11.0,0.0,0.0,0.0,0.0,1.0
"""Experimentei o sorvete de Creme de Cupuaçu, delicioso!""",0.0,0.0,0.0,0.0,0.0535714285714285,5.0,0.0,0.0,0.0,0.0,1.0
"""Tem outros sabores de frutas locais e também os usuais.""",0.0,0.0,0.0,0.0,0.0175438596491228,9.0,0.0,0.0,0.0,0.0,0.0
"""Além disso, o pessoal que atende é muito gentil!""",0.0,0.0,0.0,0.0,0.02,8.0,0.0,0.0,0.0,0.0,1.0
"""Muito bom, local simples de boa qualidade, sucos deliciosos e abundantes.""",0.0,0.0,0.0,0.0,0.0133333333333333,10.0,0.0,0.0,0.0,0.0,1.0
"""Preço razoável.""",0.0,0.0,0.0,0.0,0.0588235294117647,1.0,0.0,0.0,0.0,0.0,1.0
"""Aconselho conhecer!.""",0.0,0.0,0.0,0.0,0.0454545454545454,1.0,0.0,0.0,0.0,0.0,0.0
"""adorei estar neste lugar o qual possue um otimo cardapio regional local alem do otimo atendimento o local e bastante amplo e bem climatizado com amplo estacionamento e otima localizacao.. recomendo a todos..""",0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0
"""É uma delicia a carne sol do coqueiro verde, com mais os bolinhos de macaxeira frita.""",0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0
"""Padrão de qualidade, bom atendimento, o preço é razoável.""",0.0,0.0,0.0,0.0,0.0169491525423728,8.0,0.0,0.0,0.0,0.0,1.0
"""boa localização, bonito, amplo , limpo, pessoal atencioso , comida super agradável, e farta ; as carnes sao da melhor qualidade""",0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0
"""Excelente comida, cozinha aberta a visita, estacionamento amplo, lugar bem aconchegante, amplo, bom atendimento, selv service.""",0.0,0.0,0.0,0.0,0.0078125,13.0,0.0,0.0,0.0,0.0,1.0
"""Ótimo atendimento, carnes saborosíssimas, ambiente agradável com brinquedoteca, boa opção para os pais que tem filhos pequenos.""",0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0
"""Não deixe de pedir o steak de alcatra e a costela com molho barbecue.. são fantásticos!""",0.0,0.0,0.0,0.0,0.0112359550561797,15.0,0.0,0.0,0.0,0.0,0.0
"""Vou sempre que posso.""",0.0,0.0,0.0,0.0,0.0434782608695652,3.0,0.0,0.0,0.0,0.0,0.0
"""Deliciosamente ,variedades no cardápio ,ambiente confortável e com um preçinho saboroso,indico p todos,vale conferir""",0.0,0.0,0.0,0.0,0.0084745762711864,14.0,0.0,0.0,0.0,0.0,1.0
"""Fui no almoço.""",0.0,0.0,0.0,0.0,0.0625,2.0,0.0,0.0,0.0,0.0,0.0
"""Primeiro o garçom foi inconveniente ao insistir no que deveríamos pedir, pedimos de entrada um camarão de 76 reais que não estava bem preparado.""",0.0,0.0,0.0,0.0,0.0068493150684931,23.0,0.0,0.0,0.0,1.0,1.0
"""Depois de muita dúvida pois o cardápio é muito extenso e repetitivo, pedimos um camarão Iracema(157 reais) que no cardápio dizia servir até  4 pessoas, talvez serviria se a quarta pessoa aceitasse comer só arroz de leite, pois sobrou uma quantidade enorme, camarão mesmo que é bom achei que só come no máximo 3.""",0.0,0.0,0.0,0.0,0.0063897763578274,50.0,0.0,0.0,0.0,0.0,1.0
"""De acompanhamento uma porção de macaxeira que nem comemos pois estava dura.""",0.0,0.0,0.0,0.0,0.0129870129870129,11.0,0.0,0.0,0.0,1.0,0.0
"""Resultado, 300 reais a conta pra três pessoas, lugar bonito mas a comida, o atendimento e o preço não valeu a pena.""",0.0,0.0,0.0,0.0,0.0085470085470085,20.0,0.0,0.0,0.0,1.0,1.0
"""Fui diversas vezes desde qdo mudei pra Manaus e trouxe as visitas ( turistas) pra ter a experiência de tomar sopas variadas em sistema de buffet, em ambiente rústico e amplo.Todos sempre gostaram da experiência""",0.0,0.0,0.0,1.0,0.0141509433962264,32.0,0.0,0.0,0.0,0.0,1.0
"""Os garçons falam como se fossem ada nossa família!""",0.0,0.0,0.0,0.0,0.0192307692307692,7.0,0.0,0.0,0.0,0.0,0.0
"""O ambiente é sofisticado e há bastante opção de acompanhamento, desde saladas, geleias, queijos e o tradicional para um churrasco.""",0.0,0.0,0.0,0.0,0.0075757575757575,18.0,0.0,0.0,0.0,0.0,1.0
"""Achei que faltou o feijão normal, pois só tinha o tropeiro!""",0.0,0.0,0.0,0.0,0.0163934426229508,10.0,0.0,0.0,0.0,0.0,0.0
"""Na entrada, há cachaças artesanais para os clientes provarem!""",0.0,0.0,0.0,0.0,0.0158730158730158,8.0,0.0,0.0,0.0,0.0,0.0
"""O local é caro, então faça valer a pena e coma muito!""",0.0,0.0,0.0,0.0,0.0181818181818181,11.0,0.0,0.0,0.0,0.0,0.0
"""Se você procura comer um bom bacalhau, estará no lugar certo.""",0.0,0.0,0.0,0.0,0.0158730158730158,10.0,0.0,0.0,0.0,0.0,1.0
"""Experimentei dois pratos e ambos estavam divinos.""",0.0,0.0,0.0,0.0,0.0196078431372549,6.0,0.0,0.0,0.0,0.0,1.0
"""O ambiente é muito bonito, mas nem tanto acolhedor.""",0.0,0.0,0.0,0.0,0.0188679245283018,7.0,0.0,0.0,0.0,1.0,1.0
"""Os funcionários são educados, porém, numa das vezes que estivemos houve um problema com a conta (erro da casa) e a mesma não se esforçou para resolvê-lo.""",0.0,0.0,0.0,0.0,0.0064516129032258,24.0,0.0,0.0,0.0,1.0,1.0
"""Um casa desse nível não poderia ter tal comportamento.""",0.0,0.0,0.0,0.0,0.0178571428571428,8.0,0.0,0.0,0.0,1.0,0.0
"""Todavia, o preço dos pratos são assustadores, muito embora um prato individual serve com fartura duas pessoas, mas ainda assim o preço é puxado.""",0.0,0.0,0.0,0.0,0.0068493150684931,23.0,0.0,0.0,0.0,0.0,1.0
"""Boa estrutura, ótima comida, esperava ais variedade, serve rodízio e a la carte, atendimento bom, poderia ter maior área climatizada, não identifiquei mobilidade para cadeirantes, idosos, se for em um numero grande de pessoas, é bom fazer uma reserva.""",0.0,0.0,0.0,0.0,0.0039525691699604,35.0,0.0,0.0,0.0,1.0,1.0
"""A Cantina Ghiotto é um dos pouquíssimos restaurantes em Manaus que está sempre se reinventando e buscando maneiras de melhorar seu espaço e serviço pra melhor atender seus clientes.""",0.0,0.0,0.0,0.0,0.0218579234972677,25.0,0.0,0.0,0.0,0.0,0.0
"""Isso verdadeiramente me impressiona!""",0.0,0.0,0.0,0.0,0.0263157894736842,3.0,0.0,0.0,0.0,0.0,0.0
"""Ótima opção pra quem gosta de um rodízio de massa e pizza em um ambiente descontraído repleto de jovens e muita energia positiva.""",0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0
"""Atendimento sempre excelente !""",0.0,0.0,0.0,0.0,0.03125,3.0,0.0,0.0,0.0,0.0,1.0
"""Comida típica da região, gostosa, feita com capricho, peixes frescos, tudo muito gostoso!!""",0.0,0.0,0.0,0.0,0.0108695652173913,12.0,0.0,0.0,0.0,0.0,1.0
"""Atendimento excelente, garçons muito atenciosos!""",0.0,0.0,0.0,0.0,0.02,5.0,0.0,0.0,0.0,0.0,1.0
"""Foi uma experiência incrível e única!""",0.0,0.0,0.0,0.0,0.0256410256410256,5.0,0.0,0.0,0.0,0.0,0.0
"""Um restaurante que representa muito bem a potencialidade da comida nortense.""",0.0,0.0,0.0,0.0,0.0128205128205128,10.0,0.0,0.0,0.0,0.0,0.0
"""Muito bem preparado e elaborado, apesar do cargo chefe ser uma alimentação bem pesada, ainda assim o indico (pirarucu amazônico).""",0.0,0.0,0.0,0.0,0.0076335877862595,19.0,0.0,0.0,0.0,0.0,0.0
"""Infelizmente as bebidas pra quem quer uma experiência completa, não vai de total encontro a expectativa, caipirinhas e caipiroskas mal elaboradas, mas logico os sucos são muito bem feitos e a batida de cacau sensacional.""",0.0,0.0,0.0,0.0,0.0045045045045045,32.0,0.0,0.0,0.0,1.0,1.0
"""Tem pratos feitos com muito requinte (camarão com castanha) e pratos feitos como se fosse de casa (sardinha frita com baião).""",0.0,0.0,0.0,0.0,0.0078740157480314,20.0,0.0,0.0,0.0,0.0,0.0
"""Indico para quem quiser ter uma experiencia amazônica diferenciada.""",0.0,0.0,0.0,0.0,0.0144927536231884,7.0,0.0,0.0,0.0,0.0,0.0
"""Afinal de contas o melhor cozinheiro do Brasil varias vezes consecutivas não é a toa.""",0.0,0.0,0.0,0.0,0.0229885057471264,14.0,0.0,0.0,0.0,1.0,0.0
"""é um otimo restaurante, os pratos sao muito bons, o ambiente e o atendimento também, porém há um problema com a acústica do restaurante, muito barulhento""",0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
"""Ambiente ótimo pra ir com amigos, comida muito boa mesmo.""",0.0,0.0,0.0,0.0,0.0169491525423728,9.0,0.0,0.0,0.0,0.0,1.0
"""A decoração é linda e voce pode caminhar pelo local e conhecer cachaças de varias partes do país e do mundo, e o melhor estão todas a venda, otimo ambiente.""",0.0,0.0,0.0,0.0,0.0063291139240506,27.0,0.0,0.0,0.0,0.0,1.0
"""Super recomendo.""",0.0,0.0,0.0,0.0,0.0555555555555555,2.0,0.0,0.0,0.0,0.0,0.0
"""Excelente churrascaria.""",0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,1.0
"""Após alguns dias comendo apenas os pratos da região com peixe, resolvi comer uma boa carne e fiquei muito satisfeito com o restaurante.""",0.0,0.0,0.0,0.0,0.0072992700729927,22.0,0.0,0.0,0.0,0.0,0.0
"""O ambiente é bem agradável.""",0.0,0.0,0.0,0.0,0.0344827586206896,4.0,0.0,0.0,0.0,0.0,1.0
"""Para quem prefere menos barulho, sugiro ficar na parte superior.""",0.0,0.0,0.0,0.0,0.0151515151515151,10.0,0.0,0.0,0.0,0.0,0.0
"""Pedi a picanha e a carne veio suculenta e no ponto certo.""",0.0,0.0,0.0,0.0,0.0169491525423728,11.0,0.0,0.0,0.0,0.0,1.0
"""O atendimento também foi ótimo e a comida veio super rápido.""",0.0,0.0,0.0,0.0,0.0161290322580645,10.0,0.0,0.0,0.0,0.0,1.0
"""Local bonito e agradável, localizado dentro do shopping Manauara.""",0.0,0.0,0.0,0.0,0.0298507462686567,7.0,0.0,0.0,0.0,0.0,1.0
"""Muitas opções de drinks e bebidas.""",0.0,0.0,0.0,0.0,0.0277777777777777,4.0,0.0,0.0,0.0,0.0,0.0
"""O atendimento deixou um pouco a desejar porque tinha garçons que não sabiam quais os chopes disponíveis na casa e chegamos a ficar 15 min esperando uma rodada com um monte de garçom ocioso.""",0.0,0.0,0.0,0.0,0.0052356020942408,32.0,0.0,0.0,0.0,1.0,1.0
"""Mesmo assim recomendo o local, basta ser paciente.""",0.0,0.0,0.0,0.0,0.0192307692307692,7.0,0.0,0.0,0.0,0.0,0.0
"""Apesar de não terem matrinxã assado, o qual queria jantar, o tambaqui estava saboroso e a farofa branca com ovo estava muito bom.""",0.0,0.0,0.0,0.0,0.0076335877862595,21.0,0.0,0.0,0.0,1.0,1.0
"""O que eu pedi e gostei foram o escondidinho de carne de sol e uma carne na chapa, muito gostosa mesmo.""",0.0,0.0,0.0,0.0,0.0096153846153846,19.0,0.0,0.0,0.0,0.0,0.0
"""além da variedade de bebidas e um chopp bem geladinho.""",0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
"""Ótima opção para uma sexta feira explorando Manaus .""",0.0,0.0,0.0,0.0,0.0185185185185185,7.0,0.0,0.0,0.0,0.0,0.0
"""O local é lindo , a comida é ótima (sem falar na batida de coco!!)""",0.0,0.0,0.0,0.0,0.0147058823529411,13.0,0.0,0.0,0.0,0.0,1.0
""", música ao vivo e o atendimento perfeito do garçom Bruno .""",0.0,0.0,0.0,0.0,0.0163934426229508,10.0,0.0,0.0,0.0,0.0,1.0
"""Podendo , voltaremos !""",0.0,0.0,0.0,0.0,0.0416666666666666,1.0,0.0,0.0,0.0,0.0,0.0
"""É horrivel, o atendimento vai de mal a pior só depende do astral dos funcionários, além disso para ""mundo"" de alguma coisa essa  casa passa muito longe!""",0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0
"""é um lugar agradável por estar no Largo, no entanto poderia ser um ótimo lugar se mudasse a administração, seria realmente um lugar interessante de se conhecer!""",0.0,0.0,0.0,0.0,0.0061728395061728,26.0,0.0,0.0,0.0,0.0,1.0
"""para jantar recomendo, pratos diferenciados, não tradicionais, ou melhor tradicionais modificados, o chefe tem um menu muito gostoso.""",0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0
"""o lugar é agradável, pequeno, parece com o japao realmente.""",0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0
"""Grande bufê  que inclui além de pratos quentes, sushis e saladas que servem de acompanhamento para os variados tipos de carne que é servido.""",0.0,0.0,0.0,0.0,0.0070422535211267,23.0,0.0,0.0,0.0,0.0,1.0
"""Vale à pena chegar chegar cedo para pegar uma boa mesa e curtir as promoções de happy hour do Outback.""",0.0,0.0,0.0,0.0,0.0192307692307692,17.0,0.0,0.0,0.0,0.0,0.0
"""O atendimento é muito bom; a comida, saborosa; o chopp está sempre na temperatura certa!""",0.0,0.0,0.0,0.0,0.0111111111111111,14.0,0.0,0.0,0.0,0.0,1.0
"""Claro que, com a casa cheia, há um pouco mais de demora, mas nada que prejudique a experiência.""",0.0,0.0,0.0,0.0,0.0103092783505154,17.0,0.0,0.0,0.0,0.0,0.0
"""Dica: se puder sentar na varanda, o som ambiente não atrapalha as conversas.""",0.0,0.0,0.0,0.0,0.0128205128205128,12.0,0.0,0.0,0.0,1.0,0.0
"""Jantamos no Jamie’s de Curitiba a poucos dias.""",0.0,0.0,0.0,0.0,0.0625,7.0,0.0,0.0,0.0,0.0,0.0
"""Embora seja um restaurante recém inaugurado o atendimento é ótimo.""",0.0,0.0,0.0,0.0,0.0147058823529411,9.0,0.0,0.0,0.0,0.0,1.0
"""Serviço prestado com atenção e cuidado ao consumidor.""",0.0,0.0,0.0,0.0,0.0181818181818181,7.0,0.0,0.0,0.0,0.0,0.0
"""Fomos atendidos pelo Fernando.""",0.0,0.0,0.0,0.0,0.0625,3.0,0.0,0.0,0.0,0.0,0.0
"""A comida é muito boa.""",0.0,0.0,0.0,0.0,0.0434782608695652,4.0,0.0,0.0,0.0,0.0,1.0
"""Com cardápio variado.""",0.0,0.0,0.0,0.0,0.0434782608695652,2.0,0.0,0.0,0.0,0.0,1.0
"""Fácil de agradar.""",0.0,0.0,0.0,0.0,0.0526315789473684,2.0,0.0,0.0,0.0,0.0,0.0
"""Boa carta de vinhos.""",0.0,0.0,0.0,0.0,0.0454545454545454,3.0,0.0,0.0,0.0,0.0,1.0
"""E o preço não é abusivo.""",0.0,0.0,0.0,0.0,0.0384615384615384,5.0,0.0,0.0,0.0,1.0,1.0
"""Vale conferir.""",0.0,0.0,0.0,0.0,0.0625,2.0,0.0,0.0,0.0,0.0,0.0
"""Um bom atendimento, a comida estava deliciosa, tudo na medida certa, a localização do restaurante é ótima, o saber de comidas regionais pe o que mais surpreende, voltarei outras vezes com certeza !!!!""",0.0,0.0,0.0,0.0,0.0049504950495049,30.0,0.0,0.0,0.0,0.0,1.0
"""A comida é extremamente saborosa e os pratos são bem servidos.""",0.0,0.0,0.0,0.0,0.015625,10.0,0.0,0.0,0.0,0.0,1.0
"""O ambiente é bastante simples e o serviço deixou a desejar.""",0.0,0.0,0.0,0.0,0.0163934426229508,10.0,0.0,0.0,0.0,0.0,1.0
"""O preço de bebidas, principalmente dos coquetéis, são acima da média e a comida tem preço compatível com a qualidade.""",0.0,0.0,0.0,0.0,0.0084033613445378,19.0,0.0,0.0,0.0,0.0,0.0
"""Vale a visita""",0.0,0.0,0.0,0.0,0.0666666666666666,3.0,0.0,0.0,0.0,0.0,0.0
"""Lanchonete com variedade em lanches e sucos, um bom atendimento e está em uma boa localização da cidade.""",0.0,0.0,0.0,0.0,0.0094339622641509,17.0,0.0,0.0,0.0,0.0,1.0
"""Excelente atendimento agilade rapidez desdo garçom a gerência chopp gelado ambiente agradável parabéns...Voltaremos quando estivermos em Curitiba.""",0.0,0.0,0.0,0.0,0.0202702702702702,14.0,0.0,0.0,0.0,0.0,1.0
"""O ambiente é bem amplo, iluminado.""",0.0,0.0,0.0,0.0,0.0277777777777777,5.0,0.0,0.0,0.0,0.0,1.0
"""Nenhum luxo, mas é agradável.""",0.0,0.0,0.0,0.0,0.032258064516129,4.0,0.0,0.0,0.0,0.0,0.0
"""Atendimento muito cordial dos funcionários.""",0.0,0.0,0.0,0.0,0.0222222222222222,5.0,0.0,0.0,0.0,0.0,1.0
"""Pedi um fetuccini com picanha: o serviço não foi muito rápido, mas o problema é que a comida estava fria.""",0.0,0.0,0.0,0.0,0.0093457943925233,18.0,0.0,0.0,0.0,1.0,0.0
"""Caro demais.""",0.0,0.0,0.0,0.0,0.0714285714285714,1.0,0.0,0.0,0.0,0.0,1.0
"""Recomendo procurar outros restaurantes na área.""",0.0,0.0,0.0,0.0,0.0204081632653061,5.0,0.0,0.0,0.0,0.0,0.0
"""Pela música fizemos o sacrifício de entrar, não tem couvert artístico e nem 10%, o que é uma deslavada mentira pois já estão embutidos nos preços do cardápio.""",0.0,0.0,0.0,0.0,0.00625,25.0,0.0,0.0,0.0,1.0,0.0
"""O cardápio é outra falácia, pois pedimos uns 4 itens que não estavam disponíveis.""",0.0,0.0,0.0,0.0,0.0120481927710843,11.0,0.0,0.0,0.0,1.0,1.0
"""Boteco bem simples com preço de Bistrô.""",0.0,0.0,0.0,0.0,0.048780487804878,5.0,0.0,0.0,0.0,0.0,1.0
