pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,rule1,rule2,rule3,rule4,rule5,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,count_dictionary_words,count_named_entities,count_number_date_time,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
0.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,6.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,-0.020759999999999997,-0.5189999999999999,0.00876,0.219,-0.041479999999999996,-1.037,-0.018439999999999998,-0.46099999999999997,-0.0018,-0.045,0.03596,0.899,0.00876,0.219,0.04436,1.109,0.03028,0.757,0.0018,0.045,15.0,4.0,1.0,21.0,7.0,0.3333333333333333,15.0,0.11194029850746269,0.0
1.0,2.0,5.0,2.0,1.0,3.0,0.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.10714285714285714,0.10714285714285714,0.0,0.0,-0.011035714285714288,-0.30900000000000005,-0.08339285714285714,-2.335,0.022571428571428576,0.6320000000000001,0.007499999999999999,0.20999999999999996,0.013928571428571433,0.3900000000000001,0.1451785714285714,4.0649999999999995,0.08339285714285714,2.335,0.12614285714285714,3.532,0.14235714285714288,3.986,0.07235714285714286,2.026,23.0,2.0,0.0,26.0,3.0,0.11538461538461539,3.0,0.022058823529411766,0.0
2.0,4.0,3.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.08,0.04,0.04,0.0,0.07972,1.9929999999999999,-0.10548,-2.637,0.07384,1.846,0.07976000000000001,1.9940000000000002,-0.036879999999999996,-0.9219999999999999,0.07972,1.9929999999999999,0.12251999999999999,3.0629999999999997,0.13168,3.292,0.12168000000000001,3.0420000000000003,0.036879999999999996,0.9219999999999999,20.0,2.0,0.0,23.0,2.0,0.08695652173913043,2.0,0.014285714285714285,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,-0.03566666666666666,-0.32099999999999995,-0.07266666666666667,-0.654,0.013666666666666664,0.12299999999999997,-0.019000000000000003,-0.17100000000000004,0.09277777777777778,0.835,0.20877777777777778,1.879,0.09,0.8099999999999999,0.19633333333333336,1.7670000000000001,0.201,1.8090000000000002,0.12522222222222223,1.127,6.0,1.0,0.0,6.0,1.0,0.16666666666666666,1.0,0.02040816326530612,0.0
2.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.0,0.12744444444444444,3.441,-0.08640740740740742,-2.333,0.1534814814814815,4.144,0.1461851851851852,3.947,0.0,0.0,0.12744444444444444,3.441,0.15766666666666665,4.257,0.1534814814814815,4.144,0.1461851851851852,3.947,0.0,0.0,23.0,0.0,0.0,24.0,1.0,0.041666666666666664,1.0,0.007246376811594203,0.0
1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043888888888888894,-0.395,0.07755555555555554,0.698,0.06522222222222222,0.587,-0.02277777777777778,-0.20500000000000002,0.049333333333333326,0.44399999999999995,0.15944444444444444,1.435,0.07755555555555554,0.698,0.06522222222222222,0.587,0.11722222222222221,1.055,0.1671111111111111,1.504,8.0,0.0,0.0,8.0,1.0,0.125,1.0,0.023255813953488372,0.0
1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.07975,1.276,-0.0340625,-0.545,0.0525,0.84,0.0691875,1.107,-0.020937499999999998,-0.33499999999999996,0.07975,1.276,0.09618750000000001,1.5390000000000001,0.0525,0.84,0.0691875,1.107,0.020937499999999998,0.33499999999999996,13.0,1.0,0.0,15.0,3.0,0.2,3.0,0.036585365853658534,0.0
3.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.0,0.0036470588235294117,0.062,0.002588235294117646,0.043999999999999984,-0.003588235294117647,-0.061,0.004294117647058824,0.07300000000000001,0.001764705882352941,0.03,0.0036470588235294117,0.062,0.014470588235294117,0.246,0.003588235294117647,0.061,0.004294117647058824,0.07300000000000001,0.001764705882352941,0.03,17.0,0.0,0.0,17.0,1.0,0.058823529411764705,1.0,0.01098901098901099,0.0
2.0,1.0,1.0,1.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0715,1.287,0.017444444444444443,0.314,0.060222222222222226,1.084,0.045388888888888895,0.8170000000000001,-0.012833333333333334,-0.231,0.0715,1.287,0.017444444444444443,0.314,0.060222222222222226,1.084,0.045388888888888895,0.8170000000000001,0.012833333333333334,0.231,15.0,0.0,0.0,16.0,0.0,0.0,1.0,0.009433962264150943,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023142857142857142,0.162,0.02014285714285714,0.141,0.008142857142857143,0.057,0.014142857142857143,0.099,-0.009142857142857144,-0.064,0.023142857142857142,0.162,0.02014285714285714,0.141,0.008142857142857143,0.057,0.014142857142857143,0.099,0.009142857142857144,0.064,6.0,0.0,1.0,6.0,1.0,0.16666666666666666,1.0,0.02564102564102564,0.0
2.0,6.0,1.0,2.0,1.0,5.0,0.0,8.0,0.0,2.0,0.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.075,0.05,0.025,0.0,0.027500000000000004,1.1,-0.08232500000000001,-3.293,0.043399999999999994,1.7359999999999998,0.046125000000000006,1.8450000000000002,0.021725,0.869,0.1143,4.572,0.098925,3.957,0.11769999999999999,4.707999999999999,0.11747500000000002,4.699000000000001,0.031425,1.2570000000000001,35.0,0.0,0.0,36.0,1.0,0.027777777777777776,1.0,0.004608294930875576,0.0
2.0,4.0,2.0,0.0,3.0,6.0,0.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.03125,0.03125,0.0,0.0,0.034406250000000006,1.1010000000000002,-0.10746874999999999,-3.4389999999999996,0.038281249999999996,1.2249999999999999,0.06331250000000001,2.0260000000000002,-0.004125,-0.132,0.12978125000000001,4.1530000000000005,0.12128125,3.881,0.16884375,5.403,0.1391875,4.454,0.004125,0.132,28.0,3.0,0.0,31.0,4.0,0.12903225806451613,4.0,0.023529411764705882,0.0
2.0,5.0,4.0,0.0,1.0,5.0,0.0,3.0,0.0,3.0,1.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.0,-0.023888888888888887,-0.8599999999999999,-0.04483333333333333,-1.6139999999999999,-0.03713888888888889,-1.337,-0.011666666666666665,-0.41999999999999993,0.01888888888888889,0.68,0.08816666666666667,3.174,0.04483333333333333,1.6139999999999999,0.11469444444444446,4.1290000000000004,0.08883333333333333,3.198,0.01888888888888889,0.68,29.0,1.0,0.0,31.0,3.0,0.0967741935483871,3.0,0.017142857142857144,0.0
0.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.04273333333333333,0.641,-0.05793333333333333,-0.869,0.056,0.84,0.05686666666666666,0.853,0.0,0.0,0.04273333333333333,0.641,0.0718,1.077,0.056,0.84,0.05686666666666666,0.853,0.0,0.0,11.0,0.0,0.0,12.0,1.0,0.08333333333333333,1.0,0.015873015873015872,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0055000000000000005,-0.033,-0.015333333333333332,-0.092,0.008833333333333334,0.053000000000000005,-0.0011666666666666665,-0.006999999999999999,0.006999999999999999,0.041999999999999996,0.0055000000000000005,0.033,0.015333333333333332,0.092,0.036500000000000005,0.21900000000000003,0.013166666666666665,0.07899999999999999,0.022000000000000002,0.132,5.0,1.0,0.0,5.0,2.0,0.4,2.0,0.06451612903225806,0.0
0.0,1.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.007523809523809523,0.15799999999999997,0.048,1.008,0.08966666666666667,1.883,0.046238095238095245,0.9710000000000001,-0.006380952380952381,-0.134,0.01933333333333333,0.40599999999999997,0.048,1.008,0.08966666666666667,1.883,0.05195238095238095,1.091,0.006380952380952381,0.134,18.0,0.0,0.0,18.0,1.0,0.05555555555555555,1.0,0.00980392156862745,0.0
0.0,4.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.15,0.15,0.05,0.0,0.06625,1.325,-0.0503,-1.006,0.0854,1.708,0.0669,1.338,0.00135,0.027,0.06625,1.325,0.0503,1.006,0.0932,1.864,0.0695,1.3900000000000001,0.00135,0.027,18.0,0.0,0.0,18.0,1.0,0.05555555555555555,1.0,0.010869565217391304,0.0
2.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04326666666666667,0.649,-0.06486666666666667,-0.973,0.04426666666666666,0.6639999999999999,0.05086666666666668,0.7630000000000001,0.0,0.0,0.13779999999999998,2.0669999999999997,0.06486666666666667,0.973,0.17626666666666665,2.6439999999999997,0.12633333333333333,1.895,0.0,0.0,12.0,1.0,0.0,14.0,1.0,0.07142857142857142,2.0,0.02631578947368421,0.0
1.0,1.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.15789473684210525,0.15789473684210525,0.0,0.0,0.16963157894736838,3.2229999999999994,-0.08021052631578947,-1.524,0.13147368421052633,2.498,0.14189473684210527,2.696,-0.006842105263157895,-0.13,0.16963157894736838,3.2229999999999994,0.13147368421052633,2.498,0.1345263157894737,2.556,0.14189473684210527,2.696,0.006842105263157895,0.13,14.0,1.0,0.0,15.0,1.0,0.06666666666666667,3.0,0.0375,0.0
2.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.0,-0.034304347826086955,-0.789,-0.03808695652173913,-0.876,-0.03221739130434782,-0.741,-0.01478260869565217,-0.3399999999999999,0.022130434782608698,0.509,0.0941304347826087,2.165,0.047999999999999994,1.1039999999999999,0.11004347826086958,2.531,0.08982608695652175,2.0660000000000003,0.025956521739130437,0.5970000000000001,18.0,1.0,0.0,22.0,3.0,0.13636363636363635,3.0,0.025,0.0
3.0,3.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.06925,1.9390000000000003,-0.08582142857142856,-2.4029999999999996,0.09942857142857142,2.784,0.09317857142857144,2.6090000000000004,-0.012,-0.336,0.11989285714285713,3.3569999999999998,0.12267857142857143,3.435,0.1732142857142857,4.85,0.13360714285714287,3.741,0.012,0.336,24.0,0.0,0.0,26.0,1.0,0.038461538461538464,1.0,0.006666666666666667,0.0
0.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.05,0.05,0.0,0.05,0.11185,2.237,-0.11989999999999998,-2.3979999999999997,0.10334999999999998,2.0669999999999997,0.11405000000000001,2.281,-0.00585,-0.117,0.18274999999999997,3.6549999999999994,0.13269999999999998,2.654,0.20665,4.133,0.17065000000000002,3.4130000000000003,0.00585,0.117,19.0,0.0,0.0,19.0,1.0,0.05263157894736842,2.0,0.021505376344086023,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24875,0.995,-0.13675,-0.547,0.1745,0.698,0.18675,0.747,0.0,0.0,0.24875,0.995,0.13675,0.547,0.1745,0.698,0.18675,0.747,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.3333333333333333,1.0,0.038461538461538464,0.0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.125,1.0,0.02040816326530612,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,1.0,0.25,1.0,0.045454545454545456,0.0
9.0,10.0,4.0,2.0,3.0,16.0,0.0,16.0,0.0,5.0,0.0,11.0,3.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.05813953488372093,0.05813953488372093,0.0,0.0,0.04372093023255814,3.76,-0.06339534883720929,-5.451999999999999,0.06948837209302325,5.975999999999999,0.06769767441860466,5.822000000000001,0.01705813953488372,1.4669999999999999,0.0810232558139535,6.968000000000002,0.10869767441860466,9.348,0.11120930232558138,9.563999999999998,0.10588372093023256,9.106,0.018872093023255813,1.623,74.0,0.0,0.0,76.0,0.0,0.0,1.0,0.0022522522522522522,0.0
0.0,3.0,3.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,2.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.03216666666666667,0.9650000000000001,0.006400000000000002,0.19200000000000006,0.0592,1.776,0.04066666666666666,1.22,-0.0406,-1.218,0.08196666666666667,2.459,0.07126666666666666,2.138,0.0592,1.776,0.07806666666666667,2.342,0.0406,1.218,24.0,2.0,2.0,26.0,3.0,0.11538461538461539,3.0,0.0196078431372549,0.0
1.0,2.0,3.0,1.0,1.0,9.0,0.0,7.0,0.0,2.0,1.0,8.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.16216216216216217,0.10810810810810811,0.05405405405405406,0.0,0.07224324324324323,2.6729999999999996,0.04005405405405406,1.4820000000000002,0.09818918918918919,3.633,0.0924054054054054,3.419,0.029054054054054052,1.075,0.14067567567567568,5.205,0.14524324324324323,5.374,0.19143243243243244,7.083,0.17051351351351351,6.309,0.03856756756756756,1.4269999999999998,29.0,0.0,0.0,31.0,1.0,0.03225806451612903,1.0,0.006134969325153374,0.0
0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.156,-0.00125,-0.015,0.02825,0.339,0.016,0.192,0.0072499999999999995,0.087,0.0185,0.222,0.014083333333333331,0.16899999999999998,0.02825,0.339,0.016,0.192,0.0072499999999999995,0.087,10.0,0.0,0.0,10.0,1.0,0.1,1.0,0.01639344262295082,0.0
0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,-0.052666666666666674,-0.6320000000000001,0.08058333333333334,0.9670000000000001,-0.10816666666666667,-1.298,-0.08883333333333332,-1.0659999999999998,0.14291666666666666,1.715,0.23950000000000002,2.874,0.08058333333333334,0.9670000000000001,0.11750000000000001,1.4100000000000001,0.20350000000000001,2.442,0.18641666666666667,2.237,9.0,0.0,0.0,9.0,1.0,0.1111111111111111,1.0,0.0196078431372549,0.0
3.0,9.0,1.0,2.0,1.0,15.0,0.0,19.0,0.0,7.0,0.0,11.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,0.0,0.06666666666666667,0.04,0.02666666666666667,0.0,0.05325333333333333,3.994,-0.07449333333333333,-5.587,0.08182666666666666,6.137,0.06745333333333337,5.059000000000002,0.0018133333333333328,0.13599999999999995,0.08405333333333335,6.304000000000001,0.08326666666666666,6.244999999999999,0.10662666666666666,7.997,0.09521333333333334,7.141000000000001,0.016053333333333336,1.2040000000000002,64.0,0.0,0.0,69.0,1.0,0.014492753623188406,1.0,0.002932551319648094,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.105,0.01442857142857143,0.101,-0.010857142857142857,-0.076,0.006142857142857143,0.043,0.0,0.0,0.015,0.105,0.01442857142857143,0.101,0.010857142857142857,0.076,0.006142857142857143,0.043,0.0,0.0,1.0,1.0,1.0,4.0,2.0,0.5,2.0,0.058823529411764705,0.0
3.0,3.0,3.0,3.0,1.0,4.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0823793103448276,2.3890000000000002,-0.08189655172413793,-2.375,0.09651724137931034,2.799,0.09699999999999999,2.8129999999999997,-0.007517241379310344,-0.21799999999999997,0.0823793103448276,2.3890000000000002,0.11941379310344828,3.463,0.09651724137931034,2.799,0.09699999999999999,2.8129999999999997,0.007517241379310344,0.21799999999999997,26.0,1.0,0.0,26.0,2.0,0.07692307692307693,7.0,0.047619047619047616,0.0
0.0,3.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0,1.0,3.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.16,0.16,0.0,0.0,0.07092000000000001,1.7730000000000001,-0.10103999999999999,-2.526,0.09596,2.399,0.08932000000000001,2.233,0.0,0.0,0.07092000000000001,1.7730000000000001,0.10103999999999999,2.526,0.09596,2.399,0.08932000000000001,2.233,0.0,0.0,20.0,3.0,0.0,23.0,3.0,0.13043478260869565,3.0,0.022222222222222223,0.0
2.0,4.0,0.0,1.0,1.0,4.0,0.0,5.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.0,0.026851851851851852,0.725,-0.028296296296296295,-0.764,0.03111111111111111,0.84,0.03392592592592593,0.916,0.0,0.0,0.026851851851851852,0.725,0.043777777777777784,1.1820000000000002,0.03111111111111111,0.84,0.03392592592592593,0.916,0.0,0.0,22.0,3.0,1.0,25.0,3.0,0.12,4.0,0.029850746268656716,0.0
2.0,5.0,3.0,1.0,0.0,7.0,0.0,8.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.09090909090909091,0.06060606060606061,0.030303030303030304,0.0,0.08412121212121211,2.776,-0.1156969696969697,-3.818,0.10963636363636362,3.6179999999999994,0.1098787878787879,3.6260000000000003,0.008090909090909091,0.267,0.13066666666666665,4.311999999999999,0.1610909090909091,5.316,0.15036363636363637,4.962,0.1484848484848485,4.9,0.025424242424242422,0.839,30.0,1.0,0.0,30.0,1.0,0.03333333333333333,2.0,0.011976047904191617,0.0
0.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.04568181818181818,1.005,-0.030772727272727275,-0.677,0.03490909090909091,0.768,0.04186363636363637,0.921,-0.0020909090909090908,-0.046,0.04568181818181818,1.005,0.047136363636363636,1.037,0.04327272727272727,0.952,0.04186363636363637,0.921,0.0020909090909090908,0.046,18.0,0.0,0.0,20.0,1.0,0.05,1.0,0.007751937984496124,0.0
3.0,9.0,0.0,0.0,1.0,9.0,0.0,8.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.05,0.025,0.025,0.0,0.04165,1.666,-0.08474999999999999,-3.3899999999999997,0.06609999999999999,2.6439999999999997,0.060675,2.427,0.01175,0.47,0.07259999999999998,2.9039999999999995,0.09164999999999998,3.6659999999999995,0.11059999999999999,4.4239999999999995,0.09557500000000001,3.8230000000000004,0.01745,0.698,38.0,2.0,0.0,39.0,2.0,0.05128205128205128,2.0,0.009478672985781991,0.0
3.0,2.0,2.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.12,0.12,0.0,0.0,0.016840000000000008,0.42100000000000015,-0.10459999999999998,-2.6149999999999998,0.05284,1.321,0.04524000000000001,1.1310000000000002,0.043640000000000005,1.0910000000000002,0.15468,3.867,0.11915999999999999,2.9789999999999996,0.15363999999999997,3.8409999999999993,0.1558,3.895,0.053160000000000006,1.3290000000000002,23.0,0.0,0.0,23.0,1.0,0.043478260869565216,1.0,0.008130081300813009,0.0
0.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003153846153846159,0.041000000000000064,-0.051923076923076926,-0.675,-0.00853846153846154,-0.11100000000000002,0.028076923076923086,0.3650000000000001,-0.008307692307692308,-0.108,0.11223076923076923,1.459,0.09776923076923076,1.271,0.14376923076923076,1.869,0.11515384615384615,1.4969999999999999,0.008307692307692308,0.108,11.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011142857142857144,-0.078,0.0,0.0,-0.0064285714285714285,-0.045,-0.009714285714285715,-0.068,-0.011428571428571429,-0.08,0.011142857142857144,0.078,0.0,0.0,0.0064285714285714285,0.045,0.009714285714285715,0.068,0.011428571428571429,0.08,4.0,1.0,0.0,6.0,1.0,0.16666666666666666,1.0,0.024390243902439025,0.0
0.0,5.0,0.0,2.0,1.0,7.0,0.0,7.0,2.0,0.0,1.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.0,0.03314285714285715,1.1600000000000001,-0.05062857142857143,-1.772,0.04788571428571428,1.676,0.04542857142857143,1.59,-0.0014,-0.049,0.03314285714285715,1.1600000000000001,0.05662857142857144,1.9820000000000002,0.05091428571428572,1.782,0.04737142857142858,1.6580000000000001,0.0014,0.049,29.0,1.0,2.0,31.0,1.0,0.03225806451612903,2.0,0.013071895424836602,0.0
0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.124,0.0104,0.104,0.0,0.0,0.0076,0.076,0.0,0.0,0.0124,0.124,0.0104,0.104,0.0,0.0,0.0076,0.076,0.0,0.0,8.0,1.0,0.0,9.0,3.0,0.3333333333333333,3.0,0.05454545454545454,0.0
