pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,rule1,rule2,rule3,rule4,rule5,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,count_dictionary_words,count_named_entities,count_number_date_time,count_url,count_elongated,count_mentions,emoji_polarity_score,emoticon_polarity_score,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
1.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,-0.05506666666666667,-0.826,0.0,0.0,-0.066,-0.99,-0.041666666666666664,-0.625,-0.003933333333333333,-0.059,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.07142857142857142,1.0,0.011363636363636364,0.0
2.0,5.0,1.0,1.0,1.0,6.0,0.0,8.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.04112500000000001,1.3160000000000003,-0.055781250000000004,-1.7850000000000001,0.05484375,1.755,0.05375,1.72,-0.001625,-0.052,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.03333333333333333,1.0,0.006369426751592357,0.0
7.0,16.0,6.0,6.0,3.0,31.0,0.0,27.0,1.0,9.0,9.0,11.0,6.0,0.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,0.06164383561643835,0.0410958904109589,0.02054794520547945,0.0,0.042616438356164396,6.222000000000002,-0.03684931506849315,-5.38,0.0512876712328767,7.487999999999998,0.057773972602739754,8.435000000000004,0.016383561643835618,2.3920000000000003,134.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,138.0,12.0,0.08695652173913043,12.0,0.015544041450777202,0.0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.99,0.2186,1.093,0.0,0.0,0.13879999999999998,0.694,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,1.0,0.04,0.0
2.0,6.0,2.0,0.0,0.0,6.0,0.0,9.0,0.0,1.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.08108108108108109,0.0,0.08108108108108109,0.0,0.05056756756756757,1.871,-0.06802702702702702,-2.517,0.08932432432432431,3.3049999999999997,0.05702702702702702,2.11,-0.041270270270270276,-1.5270000000000001,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.030303030303030304,2.0,0.009950248756218905,0.0
0.0,2.0,5.0,1.0,0.0,5.0,0.0,7.0,0.0,2.0,2.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,0.14285714285714285,0.11428571428571428,0.02857142857142857,0.0,0.06008571428571428,2.1029999999999998,-0.02382857142857143,-0.8340000000000001,0.10008571428571429,3.503,0.06745714285714285,2.3609999999999998,0.024399999999999998,0.854,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,0.0967741935483871,3.0,0.014018691588785047,0.0
1.0,2.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.04071428571428572,0.5700000000000001,-0.12807142857142856,-1.793,0.04928571428571428,0.69,0.07828571428571429,1.096,-0.005357142857142857,-0.075,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.07692307692307693,1.0,0.0136986301369863,0.0
1.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.16033333333333333,2.886,-0.08105555555555556,-1.459,0.15116666666666667,2.721,0.13583333333333336,2.4450000000000003,-0.0045000000000000005,-0.081,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.17647058823529413,3.0,0.03,0.0
2.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04986666666666666,0.748,-0.06213333333333334,-0.932,0.060533333333333335,0.908,0.05720000000000001,0.8580000000000001,0.0008666666666666666,0.013,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.07692307692307693,2.0,0.023529411764705882,0.0
0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0411875,0.659,-0.05925,-0.948,0.0366875,0.587,0.0456875,0.731,0.0,0.0,13.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,3.0,0.17647058823529413,3.0,0.027522935779816515,0.0
1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.043083333333333335,0.517,-0.08108333333333333,-0.973,0.06999999999999999,0.84,0.06475,0.777,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.09090909090909091,1.0,0.017543859649122806,0.0
1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0625,0.0,0.0625,0.0,-0.06199999999999999,-0.9919999999999999,-0.0608125,-0.973,-0.009375000000000001,-0.15000000000000002,-0.023124999999999986,-0.3699999999999998,0.0589375,0.943,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.07692307692307693,1.0,0.013333333333333334,0.0
2.0,6.0,3.0,3.0,0.0,4.0,0.0,4.0,0.0,3.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.1111111111111111,0.08333333333333333,0.027777777777777776,0.0,0.06608333333333333,2.379,-0.08577777777777779,-3.088,0.08347222222222223,3.005,0.07847222222222222,2.825,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.06451612903225806,2.0,0.010362694300518135,0.0
2.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.05,0.05,0.0,0.0,-0.0621,-1.242,0.015999999999999997,0.31999999999999995,-0.047,-0.94,-0.009050000000000002,-0.18100000000000005,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.016129032258064516,0.0
3.0,9.0,1.0,2.0,2.0,11.0,0.0,15.0,0.0,3.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0.06896551724137931,0.05172413793103448,0.017241379310344827,0.0,0.07570689655172413,4.391,-0.06517241379310346,-3.7800000000000002,0.07434482758620689,4.311999999999999,0.08070689655172414,4.681,0.014896551724137931,0.864,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.019230769230769232,2.0,0.006688963210702341,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11979999999999999,0.599,-0.1824,-0.912,0.1132,0.566,0.1384,0.692,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,22.0,0.7333333333333333,0.0
0.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.03692857142857143,0.517,-0.06949999999999999,-0.973,0.0031428571428571378,0.04399999999999993,0.01421428571428572,0.19900000000000007,-0.06699999999999999,-0.938,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.07692307692307693,1.0,0.015151515151515152,0.0
1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,-0.10128571428571428,-0.709,0.0,0.0,-0.14142857142857143,-0.99,-0.08085714285714285,-0.566,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.16666666666666666,1.0,0.03125,0.0
0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.14236363636363636,1.5659999999999998,0.01290909090909091,0.14200000000000002,0.08363636363636363,0.92,0.13036363636363638,1.4340000000000002,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.2,2.0,0.03508771929824561,0.0
3.0,6.0,3.0,4.0,2.0,18.0,0.0,12.0,2.0,3.0,2.0,8.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,4.0,0.0,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.0,0.06120833333333334,4.407,-0.06345833333333334,-4.569,0.060291666666666646,4.340999999999998,0.06222222222222223,4.48,-0.007930555555555555,-0.571,60.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,0.029850746268656716,3.0,0.008174386920980926,0.0
1.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.08513333333333332,1.277,-0.09073333333333333,-1.361,0.1172,1.758,0.1026,1.539,-0.004266666666666667,-0.064,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.07692307692307693,2.0,0.027777777777777776,0.0
0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.015642857142857142,0.21899999999999997,-0.041357142857142856,-0.579,-0.017857142857142856,-0.25,-0.0008571428571428499,-0.0119999999999999,0.04171428571428571,0.584,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.23076923076923078,3.0,0.047619047619047616,0.0
0.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054421052631578946,1.034,-0.10242105263157894,-1.946,0.08842105263157894,1.68,0.08178947368421052,1.554,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.11764705882352941,2.0,0.020202020202020204,0.0
1.0,4.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0.14285714285714285,0.10714285714285714,0.03571428571428571,0.0,0.11850000000000001,3.318,-0.06032142857142857,-1.6889999999999998,0.12028571428571426,3.3679999999999994,0.13189285714285715,3.693,-0.013178571428571428,-0.369,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.07692307692307693,2.0,0.013986013986013986,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.0,0.029411764705882353,0.0
1.0,4.0,0.0,0.0,2.0,6.0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.14285714285714285,0.10714285714285714,0.03571428571428571,0.0,0.07546428571428569,2.1129999999999995,-0.08392857142857142,-2.3499999999999996,0.08453571428571428,2.367,0.081,2.2680000000000002,0.015642857142857146,0.43800000000000006,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.037037037037037035,1.0,0.006369426751592357,0.0
1.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,1.23,-0.01926666666666666,-0.2889999999999999,0.1132,1.698,0.10013333333333335,1.5020000000000002,-0.005333333333333333,-0.08,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.08333333333333333,1.0,0.0125,0.0
0.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,-0.020999999999999998,-0.357,0.036588235294117644,0.622,0.03705882352941176,0.63,-0.004058823529411765,-0.069,-0.06470588235294118,-1.1,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.06666666666666667,1.0,0.013333333333333334,0.0
5.0,5.0,2.0,1.0,1.0,7.0,0.0,8.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,2.0,1.0,0.13157894736842105,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.011236842105263153,0.4269999999999998,-0.005973684210526314,-0.22699999999999995,0.04597368421052632,1.747,0.02355263157894737,0.895,0.0658421052631579,2.5020000000000002,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.029411764705882353,2.0,0.010582010582010581,0.0
1.0,4.0,1.0,0.0,1.0,5.0,0.0,6.0,0.0,1.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.059566666666666664,1.787,0.016300000000000002,0.48900000000000005,0.0021999999999999984,0.06599999999999995,0.04116666666666667,1.235,-0.0195,-0.585,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.07692307692307693,2.0,0.0136986301369863,0.0
2.0,8.0,4.0,0.0,2.0,11.0,0.0,9.0,1.0,2.0,3.0,6.0,2.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04866071428571428,2.7249999999999996,-0.02748214285714285,-1.5389999999999997,0.09526785714285714,5.335,0.08319642857142857,4.659,-0.003875,-0.217,48.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,5.0,0.09615384615384616,5.0,0.02092050209205021,0.0
0.0,5.0,1.0,0.0,0.0,5.0,0.0,8.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.059464285714285706,1.6649999999999998,-0.030714285714285715,-0.86,0.02207142857142857,0.618,0.05321428571428571,1.4899999999999998,0.013357142857142857,0.374,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.037037037037037035,2.0,0.016260162601626018,0.0
2.0,5.0,2.0,2.0,1.0,8.0,0.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.01462162162162162,0.5409999999999999,-0.022,-0.814,0.04727027027027027,1.7489999999999999,0.04100000000000001,1.5170000000000003,0.022189189189189187,0.821,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.029411764705882353,1.0,0.005319148936170213,0.0
0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.16407692307692306,2.133,-0.06507692307692307,-0.846,0.21223076923076922,2.759,0.2006923076923077,2.609,-0.008769230769230769,-0.114,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.08333333333333333,1.0,0.014492753623188406,0.0
2.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.05411764705882353,0.9199999999999999,-0.015235294117647059,-0.259,0.08958823529411765,1.5230000000000001,0.07541176470588236,1.282,-0.016823529411764706,-0.286,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.14285714285714285,3.0,0.03571428571428571,0.0
1.0,5.0,0.0,0.0,1.0,6.0,0.0,7.0,1.0,1.0,4.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.0,0.10761764705882353,3.659,-0.16408823529411765,-5.579,0.13426470588235295,4.565,0.13311764705882356,4.526000000000001,-0.03485294117647059,-1.185,29.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.13333333333333333,5.0,0.03125,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.0,0.029411764705882353,0.0
1.0,7.0,1.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.15242857142857144,4.268000000000001,-0.06853571428571428,-1.919,0.13378571428571429,3.746,0.1304642857142857,3.6529999999999996,0.03503571428571429,0.981,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.12,3.0,0.022727272727272728,0.0
0.0,1.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12404545454545456,2.729,-0.07913636363636364,-1.741,0.127,2.794,0.13704545454545455,3.015,-0.016636363636363637,-0.366,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.10526315789473684,2.0,0.017543859649122806,0.0
3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0517,0.517,-0.0973,-0.973,0.08399999999999999,0.84,0.0777,0.777,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,1.0,0.016129032258064516,0.0
2.0,4.0,3.0,0.0,1.0,6.0,0.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,-0.03962068965517241,-1.1489999999999998,-0.05937931034482758,-1.7219999999999998,-0.0024827586206896575,-0.07200000000000006,-0.009137931034482754,-0.26499999999999985,0.06506896551724138,1.887,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.007352941176470588,0.0
2.0,4.0,1.0,2.0,2.0,6.0,0.0,9.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.07894736842105263,0.02631578947368421,0.05263157894736842,0.0,0.10907894736842104,4.145,-0.08457894736842105,-3.214,0.13955263157894737,5.303,0.14407894736842106,5.475,-0.004000000000000001,-0.15200000000000002,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,0.08823529411764706,3.0,0.013333333333333334,0.0
0.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555,-0.0018333333333333335,-0.033,-0.005111111111111111,-0.092,0.007555555555555556,0.136,0.002,0.036,0.004833333333333333,0.087,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0625,1.0,0.011904761904761904,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07730000000000001,0.773,0.0,0.0,0.08549999999999999,0.855,0.048299999999999996,0.483,-0.018,-0.18,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,1.0,0.021739130434782608,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.978,0.12416666666666666,0.745,0.0,0.0,0.09566666666666666,0.574,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.0,0.03125,0.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.012416666666666666,0.149,0.0,0.0,0.01275,0.153,0.008416666666666668,0.101,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.09090909090909091,1.0,0.016666666666666666,0.0
0.0,3.0,2.0,2.0,1.0,2.0,0.0,5.0,0.0,1.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.011148148148148148,0.301,-0.02014814814814815,-0.544,0.030814814814814812,0.832,0.013666666666666667,0.369,0.028333333333333335,0.765,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.08695652173913043,6.0,0.04878048780487805,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15333333333333335,-0.92,-0.14483333333333334,-0.869,0.0,0.0,-0.057999999999999996,-0.348,0.16533333333333333,0.992,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.0,0.03333333333333333,0.0
5.0,5.0,0.0,2.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.07894736842105263,0.07894736842105263,0.0,0.0,0.08807894736842103,3.3469999999999995,0.012789473684210528,0.48600000000000004,0.07371052631578946,2.8009999999999997,0.08992105263157897,3.4170000000000007,-0.004631578947368421,-0.176,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0
3.0,7.0,4.0,2.0,1.0,7.0,0.0,8.0,0.0,7.0,1.0,6.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,4.0,3.0,0.0,0.12962962962962962,0.07407407407407407,0.05555555555555555,0.0,0.024407407407407405,1.3179999999999998,-0.061833333333333344,-3.3390000000000004,0.08153703703703703,4.403,0.05662962962962963,3.058,-0.003537037037037037,-0.191,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.041666666666666664,2.0,0.006578947368421052,0.0
