count_words,count_capitalized,count_elongated,count_mentions,count_url,proportion_capitalized,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,count_named_entities,count_number_date_time,future_tense,count_dictionary_words,count_expressions,emoji_polarity_score,emoticon_polarity_score,negation,subjectivity
26.0,0.0,0.0,1.0,0.0,0.036231884057971016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,1.0,1.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
14.0,3.0,0.0,2.0,1.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
13.0,2.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0
21.0,0.0,0.0,1.0,0.0,0.008264462809917356,4.0,4.0,4.0,4.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,1.0
22.0,0.0,1.0,1.0,1.0,0.023529411764705882,4.0,4.0,4.0,4.0,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047,4.0,0.0,4.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0
23.0,1.0,0.0,1.0,1.0,0.06428571428571428,1.0,1.0,1.0,1.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0
9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.253,0.0,0.0,0.0
9.0,0.0,0.0,0.0,1.0,0.12195121951219512,2.0,2.0,2.0,2.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,-1.0,0.0,0.0
24.0,0.0,0.0,1.0,1.0,0.03968253968253968,1.0,1.0,1.0,1.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,1.0,0.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,1.0,0.0,0.1896551724137931,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
10.0,2.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,1.0,0.14084507042253522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,7.0,1.0,0.0,2.0,0.3712121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,1.0,0.0,0.0,1.0,0.1487603305785124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,1.0,0.03488372093023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,1.0,0.0,0.01834862385321101,1.0,1.0,1.0,1.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,2.0,3.0,2.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,1.0,0.03409090909090909,1.0,1.0,1.0,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,2.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,1.0,1.0,0.1223021582733813,1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
28.0,1.0,0.0,0.0,3.0,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,1.0,0.0,0.03597122302158273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,6.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,1.0,0.0,0.016,3.0,3.0,3.0,3.0,0.12,0.12,0.12,0.12,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,1.0,0.03968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.79,0.0,0.0,1.0
9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.253,0.0,0.0,0.0
11.0,0.0,0.0,0.0,1.0,0.05925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.13043478260869565,2.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0
10.0,0.0,0.0,1.0,0.0,0.037037037037037035,1.0,1.0,1.0,1.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
20.0,1.0,0.0,0.0,1.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
24.0,1.0,0.0,1.0,0.0,0.015037593984962405,1.0,1.0,1.0,1.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,1.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0
24.0,0.0,0.0,0.0,1.0,0.04316546762589928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
13.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
25.0,1.0,0.0,0.0,0.0,0.08870967741935484,3.0,3.0,3.0,3.0,0.1,0.1,0.1,0.1,1.0,0.0,1.0,1.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,4.0,0.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0
24.0,0.0,0.0,0.0,0.0,0.031496062992125984,1.0,1.0,1.0,1.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,2.0,0.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
20.0,2.0,0.0,0.0,0.0,0.13194444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,1.0,0.0,0.04316546762589928,4.0,4.0,4.0,4.0,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,6.0,0.0,3.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,1.0
17.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0
18.0,4.0,1.0,1.0,1.0,0.12549019607843137,1.0,1.0,1.0,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,1.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0
23.0,0.0,0.0,0.0,1.0,0.050359712230215826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,1.0
13.0,0.0,0.0,0.0,0.0,0.03260869565217391,2.0,2.0,2.0,2.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
21.0,1.0,0.0,0.0,1.0,0.08270676691729323,1.0,1.0,1.0,1.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,3.0,0.0,2.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0
23.0,2.0,0.0,0.0,2.0,0.2014388489208633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,11.0,5.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.017241379310344827,1.0,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
9.0,0.0,0.0,0.0,1.0,0.10666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,1.0,0.0,0.07194244604316546,1.0,1.0,1.0,1.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,1.0,0.0,1.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,3.0,0.0,5.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,1.0,0.0,0.02857142857142857,3.0,3.0,3.0,3.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.0,2.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,22.0,1.0,0.0,0.0,1.0,0.0
10.0,1.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
16.0,1.0,0.0,0.0,2.0,0.16216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,2.0,0.0,0.007142857142857143,3.0,3.0,3.0,3.0,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,1.0,0.0,1.0,0.0,2.0,6.0,0.0,5.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0
15.0,0.0,0.0,0.0,1.0,0.043478260869565216,1.0,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.043478260869565216,2.0,2.0,2.0,2.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0
13.0,0.0,0.0,0.0,0.0,0.023529411764705882,1.0,1.0,1.0,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0
18.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,1.0,0.0,1.0,0.013100436681222707,2.0,2.0,2.0,2.0,0.08,0.08,0.08,0.08,2.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
21.0,1.0,0.0,0.0,0.0,0.07207207207207207,2.0,2.0,2.0,2.0,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,2.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0
24.0,0.0,0.0,2.0,0.0,0.017391304347826087,4.0,4.0,4.0,4.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,2.0,2.0,2.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0
13.0,0.0,0.0,0.0,0.0,0.046153846153846156,1.0,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,1.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,-1.0,0.0,1.0
23.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.0,0.0,1.0,2.0,2.0,2.0,0.0,4.0,3.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,19.0,0.0,0.0,0.0,1.0,1.0
8.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,7.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,0.35,0.0,0.0,1.0
20.0,0.0,0.0,0.0,0.0,0.029411764705882353,1.0,1.0,1.0,1.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,1.0,0.0,1.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0
27.0,0.0,0.0,0.0,0.0,0.0364963503649635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0
16.0,1.0,0.0,1.0,1.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,2.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,2.0,0.0,0.007874015748031496,2.0,2.0,2.0,2.0,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,-1.0,0.0,0.0
21.0,0.0,0.0,0.0,2.0,0.05384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.03488372093023256,1.0,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,2.0,1.0,1.0,1.0,6.0,0.0,6.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,4.0,0.0,3.0,2.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0
8.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.125,0.125,0.125,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,1.0,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,1.0,1.0,0.08196721311475409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
13.0,1.0,0.0,0.0,4.0,0.16071428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0,0.06306306306306306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0
