sentence,count_words,count_capitalized,count_elongated,count_mentions,count_url,proportion_capitalized,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,count_named_entities,count_number_date_time,future_tense,rule1,rule2,rule3,rule4,rule5,count_dictionary_words,count_expressions,emoji_polarity_score,emoticon_polarity_score,negation,subjectivity
"Por exemplo , casos de corrupção de um partido A são amplamente divulgados , enquanto os de o Partido B. oposicionista , quase não são citados . ",23.0,0.0,0.0,0.0,0.0,0.0275862068965517,0.1187407407407407,3.206,0.143,3.861,0.1692222222222222,4.569,0.1396666666666667,3.771,0.012,0.324,1.0,1.0,1.0,1.0,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037,1.0,5.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0
Malu era rodeada de amigas . ,5.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0861666666666666,0.517,0.1621666666666666,0.973,0.1399999999999999,0.84,0.1295,0.777,0.0,0.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Achei mais legal enquanto se desenrolava por aí de o que quando começou a "" ação "" . ",17.0,0.0,0.0,0.0,0.0,0.0117647058823529,0.0882222222222222,1.588,0.111,1.998,0.0466666666666666,0.84,0.0806666666666666,1.452,0.0039444444444444,0.071,1.0,1.0,1.0,1.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
Agora o destino de eles mudou . ,6.0,0.0,0.0,0.0,0.0,0.03125,0.2278571428571429,1.5950000000000002,0.3001428571428571,2.101,0.12,0.84,0.216,1.512,0.0,0.0,1.0,1.0,1.0,1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Nunca mais vou subestimar os clássicos brasileiros . ,7.0,0.0,0.0,0.0,0.0,0.0188679245283018,0.11375,0.91,0.120125,0.961,0.12475,0.998,0.1195,0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
"Em terceiro , todo mundo falava tanto que o romance Bella e Edward , que pesnei que seria muito , mas muito meloso . ",20.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.0719166666666666,1.726,0.009125,0.219,0.0507499999999999,1.218,0.05925,1.4220000000000002,0.0460833333333333,1.106,2.0,2.0,2.0,2.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
Quando criança sempre via este livro em minha estante e era atraída por as cores vibrantes de sua capa já gasta por o tempo . ,24.0,0.0,0.0,0.0,0.0,0.0079365079365079,0.03152,0.788,0.04536,1.134,0.0426,1.065,0.0377599999999999,0.944,0.008,0.2,2.0,2.0,2.0,2.0,0.08,0.08,0.08,0.08,1.0,4.0,1.0,1.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0
"A princípio , quando chegou a o trapiche , todos os capitães tiveram desejo por ela , querendo abusar de ela . ",18.0,0.0,0.0,0.0,0.0,0.009009009009009,0.0425,0.935,0.0529090909090909,1.164,0.0458181818181818,1.008,0.0498181818181818,1.096,0.0081818181818181,0.18,3.0,3.0,3.0,3.0,0.1363636363636363,0.1363636363636363,0.1363636363636363,0.1363636363636363,0.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
"Quando escapam , se amam por a primeira vez em a praia e ela morre . ",14.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0089375,0.143,0.0043125,0.069,0.023625,0.378,0.01625,0.26,0.01675,0.268,2.0,2.0,2.0,2.0,0.125,0.125,0.125,0.125,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
""" Crepúsculo "" é o primeiro livro de uma série fantástica . ",11.0,0.0,0.0,0.0,0.0,0.0166666666666666,0.0944999999999999,1.134,0.149,1.7879999999999998,0.1509166666666666,1.811,0.13275,1.593,0.00375,0.045,1.0,1.0,1.0,1.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
"Arrumando os livros pouco antes de o ano-novo , separei esse junto com mais alguns que pretendo ler . ",17.0,0.0,0.0,0.0,0.0,0.0098039215686274,0.0797894736842105,1.516,0.0512105263157894,0.973,0.0920526315789473,1.749,0.0792631578947368,1.506,0.0146315789473684,0.278,1.0,1.0,1.0,1.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
"Fora frequentado inicialmente por a marginália , até ser tomado por o bando de os Capitães de a Areia . ",18.0,0.0,0.0,0.0,0.0,0.0288461538461538,0.1289,2.578,0.14755,2.951,0.17365,3.473,0.1658,3.3160000000000003,0.04715,0.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
"A luta por a sobrevivência , a supremacia de o mais forte . ",11.0,0.0,0.0,0.0,0.0,0.0166666666666666,0.1346923076923077,1.751,0.1459230769230769,1.897,0.2056923076923076,2.674,0.1621538461538461,2.108,0.0,0.0,2.0,2.0,2.0,2.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538,1.0,2.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"A bem de a verdade , em seu romance de estreia , Terra do Pecado ( 1947 ) , muito pouco encontramos de inovador . ",19.0,0.0,0.0,0.0,0.0,0.0263157894736842,0.13292,3.323,0.2163199999999999,5.408,0.20964,5.2410000000000005,0.1916,4.79,0.03644,0.911,3.0,3.0,3.0,3.0,0.12,0.12,0.12,0.12,1.0,4.0,1.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
"Em poucas palavras ela desvenda o grande mistério para o livro ser tão bom , de como Jorge Amado pode criar os cenários e personagens tão bem construídos . ",27.0,0.0,0.0,0.0,0.0,0.0192307692307692,0.0977586206896551,2.835,0.1027931034482758,2.981,0.1473793103448276,4.274,0.1333103448275862,3.866,0.0519310344827586,1.506,5.0,5.0,5.0,5.0,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,2.0,4.0,2.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0
"Está bem , Stephenie Meyer é uma boa escritora . ",8.0,0.0,0.0,0.0,0.0,0.0612244897959183,0.075,0.75,0.098,0.98,0.092,0.92,0.0883,0.883,0.0,0.0,2.0,2.0,2.0,2.0,0.2,0.2,0.2,0.2,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Ele agora é o chefe . ,5.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.161,0.966,0.1861666666666666,1.117,0.0059999999999999,0.036,0.1176666666666666,0.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Nossa mocinha descobre a verdadeira face de Edward , mas diferente de outras pessoas Bella não fica com medo , por o contrário , quer se aproximar cada vez mais de o vampiro que conquistou seu coração . ",34.0,0.0,0.0,0.0,0.0,0.0147783251231527,0.0635,2.413,0.0768157894736842,2.919,0.0868421052631578,3.3,0.0845,3.2110000000000003,0.0263157894736842,1.0,4.0,4.0,4.0,4.0,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,2.0,6.0,2.0,0.0,1.0,6.0,0.0,9.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,1.0,0.0
"Sinceramente , o primeiro dado que gosto de saber sobre uma pessoa é o nome . ",14.0,0.0,0.0,0.0,0.0,0.0128205128205128,0.20925,3.3480000000000003,0.06575,1.052,0.1445624999999999,2.313,0.16025,2.564,0.060875,0.974,2.0,2.0,2.0,2.0,0.125,0.125,0.125,0.125,1.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
"O livro Capitães da Areia de Jorge Amado conta a história de um grupo formado por crianças abandonadas , conhecido por Capitães de a Areia , que assaltam pequenas coisas ou até roubam a a mão armada , moram em um trapiche a a beira-mar , não utilizam drogas pesadas e o chefe de o grupo é Pedro Bala , em geral , vivem varias aventuras em a cidade de Salvador . ",65.0,0.0,0.0,0.0,0.0,0.0276243093922651,0.1122361111111111,8.081000000000001,0.0862777777777777,6.212,0.1337916666666666,9.633,0.1208333333333333,8.7,0.031875,2.295,4.0,4.0,4.0,4.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555,3.0,11.0,3.0,1.0,2.0,11.0,0.0,14.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0
"Quem nunca quis fugir de a escola , bater em alguem , ir naqueles lugares simples que trazem bons sentimentos ? ",18.0,0.0,0.0,0.0,0.0,0.0089285714285714,0.1380952380952381,2.9,0.1681904761904762,3.532,0.193047619047619,4.054,0.1597142857142857,3.354,0.015047619047619,0.316,3.0,3.0,3.0,3.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,2.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0
"Sem cotidiano , sem rotina , longe de as misérias de a raça humana , o amor ganha asas para se concretizar pleno , são cenas de tirar o fôlego , que fazem o coração bater mais forte . ",33.0,0.0,0.0,0.0,0.0,0.0054347826086956,0.2132564102564102,8.317,0.1609487179487179,6.277,0.2528205128205128,9.86,0.2181025641025641,8.506,0.0414615384615384,1.617,3.0,3.0,3.0,3.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,3.0,4.0,3.0,1.0,0.0,5.0,0.0,9.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0
"As mulheres vem cada vez mais conquistando seu espaço em o mercado de trabalho por isso se negam a ler um romance impossível por que tudo o que elas querem é o possível que se ganha com suor , mas não faz mal nenhum de vez em quando sentar e ler uma história com que você sonhou em sua adolescência , não é ? ",61.0,0.0,0.0,0.0,0.0,0.0032362459546925,0.07675,4.912,0.056203125,3.5970000000000004,0.071875,4.6000000000000005,0.07578125,4.8500000000000005,0.032234375,2.063,5.0,5.0,5.0,5.0,0.078125,0.078125,0.078125,0.078125,2.0,9.0,2.0,2.0,2.0,8.0,0.0,11.0,0.0,0.0,10.0,0.0,3.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,0.0,0.0,0.0,1.0,0.0
Sentaram - se em a primeira cama com a qual tropeçaram . ,11.0,0.0,0.0,0.0,0.0,0.0175438596491228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
"Seu filho , Tony não se interessava por negócios quer se tornar um artista . ",13.0,0.0,0.0,0.0,0.0,0.0259740259740259,0.0733999999999999,1.101,0.0350666666666666,0.526,0.0722,1.083,0.0570666666666666,0.8559999999999999,0.0094666666666666,0.142,1.0,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0
") Quanta prepotência Lisa ? Talvez , ",4.0,0.0,0.0,0.0,0.0,0.081081081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Estou com o livro "" , disse ele , quando os dois se soltaram . "" ",13.0,0.0,0.0,0.0,0.0,0.0153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.125,0.125,0.125,0.125,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
As ferramentas de dominação e perpetuação de o poder utilizadas por o Partido chamam a atenção . ,16.0,0.0,0.0,0.0,0.0,0.0206185567010309,0.1605882352941176,2.73,0.2559999999999999,4.351999999999999,0.1465294117647058,2.491,0.1877647058823529,3.192,0.0,0.0,2.0,2.0,2.0,2.0,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.0,3.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
"Retrata , em o entanto , o coração de o homem e a inclinação de as escolhas de a humanidade como um todo . ",21.0,0.0,0.0,0.0,0.0,0.0093457943925233,0.108125,2.595,0.1315833333333333,3.1579999999999995,0.1474166666666666,3.5380000000000003,0.1280416666666666,3.073,0.0031249999999999,0.075,1.0,1.0,1.0,1.0,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0,5.0,0.0,0.0,1.0,7.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
"Mas se você sabe coisas , sabe a verdade , o que você faria ? ",12.0,0.0,0.0,0.0,0.0,0.0161290322580645,0.1332,1.998,0.0093999999999999,0.141,0.1292666666666666,1.939,0.0892666666666666,1.339,0.0042666666666666,0.064,1.0,1.0,1.0,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
Comecei o ano de 2008 lendo Saramago . ,7.0,0.0,0.0,0.0,0.0,0.0512820512820512,0.064625,0.517,0.121625,0.973,0.111625,0.893,0.101375,0.811,0.006125,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"A solidão e a segurança eram sensações físicas que de alguma forma se fundiram a o cansaço de seu corpo , a a maciez de a poltrona , a a carícia que a brisa suave que entrava por a janela fazia em seu rosto . ",42.0,0.0,0.0,0.0,0.0,0.0047846889952153,0.1170666666666666,5.268,0.0886222222222222,3.988,0.1464222222222222,6.589,0.1303111111111111,5.864,0.0490222222222222,2.206,4.0,4.0,4.0,4.0,0.0888888888888888,0.0888888888888888,0.0888888888888888,0.0888888888888888,2.0,6.0,2.0,1.0,1.0,13.0,0.0,12.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
"Pra mim , não é o melhor de a Saga , mais é essencial para a saga , pois é o começo de tudo . ",21.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.08372,2.093,0.11132,2.783,0.07772,1.943,0.0882,2.205,0.0082,0.205,2.0,2.0,2.0,2.0,0.08,0.08,0.08,0.08,2.0,3.0,2.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0
Conta a história de a difícil relação entre mãe e filha . ,11.0,0.0,0.0,0.0,0.0,0.0172413793103448,0.1296666666666666,1.556,0.1574166666666666,1.889,0.1363333333333333,1.636,0.16725,2.007,0.0781666666666666,0.938,1.0,1.0,1.0,1.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,1.0,2.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
Primeiro livro lido de Sidney Sheldon . ,6.0,0.0,0.0,0.0,0.0,0.075,0.0738571428571428,0.517,0.1389999999999999,0.973,0.12,0.84,0.111,0.777,0.0,0.0,1.0,1.0,1.0,1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Em a seguda parte é a hora em que Dora a primeira capitã de areia chega para o grupo e acaba que Pedro Bala( líder de o grupo ) se apaixona por ela . ,32.0,0.0,0.0,0.0,0.0,0.0266666666666666,0.0325428571428571,1.139,0.0586571428571428,2.053,0.0542285714285714,1.898,0.0482285714285714,1.6880000000000002,0.0007714285714285,0.027,1.0,1.0,1.0,1.0,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0285714285714285,1.0,6.0,1.0,1.0,1.0,5.0,0.0,8.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
"A saga é sem sentido , sem graça , sem ação e me dá o maior sono . ",15.0,0.0,0.0,0.0,0.0,0.0149253731343283,0.1796666666666666,3.234,0.0732777777777777,1.319,0.1541666666666666,2.775,0.1668888888888889,3.004,0.1012777777777777,1.823,2.0,2.0,2.0,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,3.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
"Não lia , não comprava , não conferia nada e me recusava até a comentar em os posts de as amigas que resenhavam a tal de a série . ",26.0,0.0,0.0,0.0,0.0,0.0076335877862595,0.110103448275862,3.193,0.1263793103448275,3.665,0.1402758620689655,4.068,0.1368620689655172,3.969,0.0338275862068965,0.981,2.0,2.0,2.0,2.0,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0,4.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0
"O passado pode ser modificado , os fatos de o presente mudam de acordo com o desejo de o partido e o futuro ... este não pertence a ninguém , pois os membros de o partido não podem crer em nada , fora em a "" divindade "" de o Grande Irmão . ",48.0,0.0,0.0,0.0,0.0,0.0125,0.1343396226415094,7.12,0.1360377358490566,7.210000000000001,0.1571698113207547,8.329999999999998,0.1473018867924528,7.806999999999999,0.0496415094339622,2.631,4.0,4.0,4.0,4.0,0.0754716981132075,0.0754716981132075,0.0754716981132075,0.0754716981132075,0.0,9.0,0.0,1.0,1.0,10.0,0.0,10.0,0.0,0.0,3.0,2.0,7.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,1.0,0.0
"MARÇAL AQUINO , escritor - "" A o contrário de a maioria , gosto de o Salinger contista . ",16.0,1.0,0.0,0.0,0.0,0.146067415730337,0.1095263157894736,2.081,0.1117368421052631,2.123,0.135,2.565,0.1162631578947368,2.209,0.0077368421052631,0.147,1.0,1.0,1.0,1.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"É por isso que digo , PQ STEPHENIE MEYER NÃO ESCREVE LOGO A PORRA DE AS MEMÓRIAS DE ELE ? ",18.0,10.0,0.0,0.0,0.0,0.5666666666666667,0.0517,1.034,0.0973,1.946,0.0839999999999999,1.68,0.0777,1.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Você quer tanto saber o que vai acontecer que acaba o lendo em dia , foi por o menos o que houve com mim . ",23.0,0.0,0.0,0.0,0.0,0.0093457943925233,0.04748,1.187,0.03876,0.969,0.03076,0.769,0.0373999999999999,0.935,0.00484,0.121,2.0,2.0,2.0,2.0,0.08,0.08,0.08,0.08,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
"As mesmas gírias , os mesmos pensamentos . ",6.0,0.0,0.0,0.0,0.0,0.0232558139534883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
"A partir de aí , a história gira em torno de as situações vividas em a rua , enquanto decide o que fazer : as viagens de trem/ táxi/ a pé ; as bebedeiras em os bares ; a estadia em o hotel Edmont ; a matinê com a amiga Sally ; os passeios por o Central Park ; o encontro com as freiras em um café de a manhã ; o encontro com a irmã caçula em casa , A as escondidas ; o susto em a casa de o professor Antolini . ",90.0,0.0,0.0,0.0,0.0,0.0170316301703163,0.0687446808510638,6.462000000000001,0.0935531914893616,8.793999999999999,0.101968085106383,9.585000000000004,0.090627659574468,8.518999999999998,0.0125425531914893,1.179,3.0,3.0,3.0,3.0,0.0319148936170212,0.0319148936170212,0.0319148936170212,0.0319148936170212,2.0,19.0,2.0,0.0,0.0,22.0,0.0,25.0,0.0,0.0,2.0,7.0,12.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0
