sentence,count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,subjectivity
"Naquele verão, eles enfrentaram pela primeira vez a Coisa, um ser sobrenatural e maligno que deixou terríveis marcas de sangue em Derry.",22.0,3.0,5.0,3.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"O Duplipensamento, um método responsável pelo autoconvencimento de que seu raciocínio esta errado e o que vale é a diretriz imposta pelo partido.",23.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
"Apesar de ter pré-adolescentes como protagonistas, It é um livro de TERROR para adultos, e como tal, vai se virar contra seus personagens sem piedade.",25.0,1.0,7.0,1.0,2.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Guerra constante, falta de liberdade, onde pensar é crime, controle da mente, alteração do passado, incitação ao ódio etc.",19.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Em “1984” o passado é alterado e destruído constantemente, todos os meios de registros como: livros, quadros, estátuas, ruas, edifícios, músicas, fotografias e invenções",24.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,11.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Os escritores românticos, tanto da prosa quanto da poesia, assimilaram os ideais nacionalistas do romantismo europeu e os adaptaram as condições peculiares de nossa realidade.",25.0,4.0,4.0,4.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Ela produz uma bebida alucinógena que é dada aos guerreiros em rituais específicos.,13.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Martim é um guerreiro português que vive entre a tribo Pitiguara e tem a missão de fiscalizar a costa cearense contra as invasões estrangeiras.,24.0,3.0,2.0,3.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"O tema político é o centro da narrativa, que não é exposto de forma maniqueísta.",15.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nele não tem nenhum mistério a ser solucionado ou algo a ser descoberto como ponto central.,16.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
"Barry cai morto no chão, e sua morte é diagnosticada por aneurisma cerebral.",13.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"Isso desencadeia uma série de problemas para o vilarejo de Pagford, pois com a morte de Barry, há uma vaga de conselheiro em aberto.",24.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"É realmente uma estória sobre como são os seres humanos, como eles vivem em sociedade, e com suas famílias.",19.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"O livro aborta muitos assuntos, dentre eles tem traição, violência, estupro, uso de drogas, depressão entre outros.",17.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
"É uma história adulta, contém palavrões, traição, drogas, estupro, violência doméstica além do cunho político que permeia a trama.",19.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
"No natal minha mãe me deu o livro em português, mas ainda estava lendo outro, assim que acabei eu peguei pra ler.",22.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0
São três Marias que se conhecem no internato e vivem a transição da adolescência para fase adulta juntas.,18.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"A beatitude de Maria José é resultado de uma vida difícil ao lado da mãe e irmãos, uma família destroçada pela inconsequência do pai e pela presença de uma amante.",30.0,1.0,8.0,1.0,1.0,2.0,4.0,0.0,11.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Maria da Glória é fruto da ausência familiar em decorrência da morte. Sem pai e mãe, procurou um casamento para formar sua família.",23.0,2.0,5.0,2.0,1.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"Raquel Queiroz foi a primeira mulher a ocupar uma cadeira na Academia Brasileira de Letras, apenas em 1977",18.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"A história de As Três Marias se passa, em grande parte, na cidade de Fortaleza, no Ceará, terra natal da escritora Rachel de Queiroz.",24.0,2.0,7.0,2.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Apesar de personalidades distintas, as três possuem figuras paternas ausentes. Esse motivo favorece seus estudos num colégio interno feminino e religioso.",21.0,6.0,2.0,6.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
O primeiro contato que tive com Rachel foi com a leitura de O Memorial de Maria Moura (há mais de quinze anos).,22.0,1.0,5.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Rachel de Queiroz foi a primeira mulher a ganhar o Prêmio Camões, em suas obras ela busca retratar a realidade social do povo nordestino, dando sempre ênfase as papel da mulher na sociedade.",33.0,3.0,5.0,3.0,1.0,0.0,5.0,0.0,8.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0
"O tempo passa, o período no internato acaba e cada uma segue seu rumo, mas sempre próximas.",17.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"Glória se casa e tem um filho, Maria José vai morar com a mãe e com os irmãos, leva uma vida mais regrada, voltada para a religião e se torna professora.",31.0,0.0,3.0,0.0,1.0,3.0,5.0,0.0,7.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0
"Triste com os acontecimentos recentes, Guta passa as férias no Rio de Janeiro, conhece Isaac e se envolve com ele, tendo sua primeira noite de amor.",26.0,3.0,5.0,3.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"Pouco tempo depois aborta e, após sucessivas desilusões, resolve voltar ao interior para viver com a família",17.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
"O início do livro traz um texto do Fábio Fernandes (tradutor) explicando ao leitor os motivos de terem usado determinados termos na tradução, e tentando deixar claro quão complexo as gírias são. ",32.0,1.0,4.0,1.0,2.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
"Quando Anthony Burgess escreveu essa obra, junto confeccionou um vasto vocabulário de gírias a serem usados pelos jovens na sua história.",21.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
"Kubrick, ao dirigir a obra para o cinema, baseou-se na edição norte-americana.",12.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"O livro aborda diversos temas sociais, porém o racismo é o foco principal.",13.0,2.0,0.0,2.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Harper Lee aborda temas muito polêmicos, como o racismo e o Bullying, pelos olhos inocentes de uma criança de 7 anos. ",21.0,2.0,4.0,2.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"O livro é contado pela voz de Jean Louise (Scout), alterando com um segundo narrador.",15.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"A história criada por Harper Lee se passa em 1935, pouco após a Grande Depressão, uma época em que a discriminação racial era vista como algo perfeitamente normal.",28.0,2.0,5.0,2.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
O livro narra inicialmente a saga de João Romão rumo ao enriquecimento,12.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
" Para acumular capital, ele explora os empregados e se utiliza até do furto para conseguir atingir seus objetivos.",18.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
"Opera-se uma transformação no português trabalhador, que muda todos os seus hábitos",12.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"o livro fala sobre conflitos que acontece em um cortiço.o cortiço é de João romão, que na base da exploração alheia enriquece",23.0,2.0,5.0,2.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
" Nele, o autor descreve as características da realidade de pessoas que fazem parte da camada mais humilde da sociedade: lavadeiras, imigrantes, prostitutas, pedreiros, etc.",24.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Depois que o cortiço sofre um incêndio é reconstruído como uma vila,12.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
"fiel ao movimento naturalista, os instintos dos personagens se sobrepõem à razão individual e o homem torna-se fruto do meio onde vive ? fator que abala a integridade de qualquer um que no local habite.",34.0,4.0,6.0,4.0,0.0,1.0,4.0,0.0,9.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
A falta de tudo e a perspectiva de nada para aquelas pessoas que ali vivem,15.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Jason está a caminho da casa de Helena, quer resolver todas as pontas soltas do seu passado.",17.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"Chegando a cidade, descobre um pouco tarde que Helena irá atrasar uns dias para voltar para casa.",17.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
"Ele se desculpa e ela vai para casa, chegando em casa, descobre que o mesmo cara que esbarrou, está aguardando sua vizinha Helena.",23.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0
"Colateral é o segundo volume da série dos Irmãos Willers, da autora Andt Collins, lançado pela The Gift Box Editora.",20.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Jason é o irmão mais novo, porém, sempre agiu como o mais velho por ser o responsável por gerenciar a carreira do irmão boxeador.",24.0,3.0,2.0,3.0,2.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0
"Seu pai sequestrou a mãe dela, quando ela ainda era uma adolescente, e dois anos depois Helena nasceu e cresceu, isolada com os pais em um pântano",27.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,6.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"Dois anos depois que elas foram resgatadas, Jacob foi preso e condenado e isso já faz treze anos.",18.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
Ela faz geleias e compotas para vender. Mas Helena nunca contou a verdade sobre seu pai para Stephen,18.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"Como a narrativa mostra as lembranças da personagem principal aqui no presente, o livro praticamente não tem diálogos.",18.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
O livro tem poucos personagens. É basicamente Helena como a principal e seus pais como coadjuvantes.,16.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Bom, segue minhas impressões, opniões e sentimentos com essa leitura...",10.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Tudo parece andar como tem que ser, parecia que os céus haviam recompensada pelos anos de aprisionamento e maus tratos.",20.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
"Uma caçada se inicia, e se Helena quiser proteger a si mesma e sua família ela terá que capturar seu pai, ou até mesmo matá-lo.",25.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0
"Tudo começa quando Michael Berrett apresenta a Shirley Harrison um manuscrito com mais de 60 páginas contendo relatos arrepiantes que foram assinados por um dos mais famosos serial killers de todos os tempos: Jack, o Estripador.",36.0,2.0,7.0,2.0,1.0,0.0,4.0,0.0,6.0,2.0,0.0,2.0,6.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
"Maior parte do livro conta como a escritora conseguiu as informações do possível livro do Jack, a busca para decifrar se era real ou não, no final acaba que não se tem certeza.",33.0,3.0,5.0,3.0,1.0,1.0,3.0,0.0,8.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0
"Jack matava apenas prostitutas. Ele as estrangulava, esfaqueava e mutilava, em ataques cada vez mais brutais.",16.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"Como a única evidência contra Florie era seu adultério, ela foi libertada após 15 anos de prisão",17.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
James Maybrick vivia em Liverpool e trabalhava com o comércio de algodão. ,12.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Sua morte foi em 1889, ocasionando a prisão de sua esposa Florence, acusada de envenená-lo",15.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
O diário relata que Maybrick descobrira que a esposa estava se envolvendo com um amigo de família e que isso pode ter ocasionado sua raiva mais a punição.,28.0,0.0,2.0,0.0,2.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0
"Falso ou não, o diário trás certa compatibilidade envolvendo todas as cinco vítimas confirmadas do Estripador",16.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
 É uma das vítimas que desperta maior curiosidade das pessoas; não sobrou nada da menina.,15.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
O coração dela nunca foi encontrado.,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Após essas 300 páginas, temos o diário traduzido na íntegra, acompanhado de imagens da caligrafia e língua original.",18.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
"Na verdade, é uma fonte de pesquisa.",7.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O tema ""Jack, O Estripador"" é um dos que mais chama atenção pela notoriedade do assassino, um criminoso brutal que nunca teve sua identidade revelada e pagou por seus crimes. ",30.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,7.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
"Foi um serial killer que agiu no distrito de Whitechapel em Londres no ano de 1888. Assassinou e mutilou cinco mulheres, ditas prostitutas.",23.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Foi o primeiro serial killer a ganhar notoriedade na imprensa mundial e até hoje levanta teorias sobre sua verdadeira identidade.,20.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
O fato ocorrido ainda não é solucionado e conta todo o trabalho que tiveram para desvendar os mistérios,18.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
"Desde o conhecimento da mídia sobre o diário até hoje, Shirley Harrison sofre duras críticas e acusações, sendo taxada de falsificadora, ou ao menos de ter participado da construção do escrito.",31.0,1.0,8.0,1.0,2.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"Uma boa pedida para quem curte crônicas curtas, que tratam de coisas do cotidiano com bom humor, inteligência e deixa um gostinho de ""quero mais"".",25.0,3.0,4.0,3.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0
"Um ótimo livro, além de ser um alerta para uma potencial distopia; em contraponto, a utopia tão sonhada dos homens do medievo e início da modernidade.",26.0,3.0,6.0,3.0,1.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"O livro não é ruim, mas Jorge Amado parece subestimar a inteligência de o leitor a o fazer de uma história interessante um panfleto político.",25.0,3.0,2.0,3.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
"De qualquer forma, mesmo com estes poréns, a leitura vale a pena.",12.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Eu adorei esse livro quando li, foi um conselho de um garoto que é escritor eu conheci em a internet, foi ótimo. ",22.0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0
"Não é bem uma resenha, mais um aviso para não darem Capitães da Areia para uma criança de 14 anos ler.",21.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"Em função de a idade, eu detestei. ",7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
O legado de a obra incide em a majestosa visão humana que nos é transferida.,15.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"Um livro comovente, sensual e intrigante. ",6.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
O mais bonito de o livro está em a percepção de que não há maniqueísmo em os personagens.,18.0,1.0,3.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
História intrigante que prende a atenção e surpreende a cada página.,11.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"A heroína acaba conquistando a simpatia de o leitor, que torce por ela de o começo a o fim.",19.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
Em a minha opinião é o melhor livro de Sidney Sheldon.,11.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"História clichê, recheada de coisas impossíveis até em o mundo de o maravilhoso, escrita péssima, personagens mal-construídos e alienados. ",19.0,4.0,3.0,4.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"Personagens secundários que não se desenvolvem nunca, metáforas cansativas e totalmente sem nexo. ",13.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Intenso, romantico, inesperado, brilhante, apaixonante, sexy!",6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Eu li e recomendo para "" todos "".",8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Acho que este livro não merece nem mesmo uma estrela.,10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"Fui até a metade, mas não consegui prosseguir ... Achei muito parado. ",11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
Ambos interessantes para quem gosta de romance fantástico.,8.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"Em o final, me envolvi, me vi vendo tudo que os personagens não viam. ",14.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
Impossível não gostar.,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"O livro tem uma ótima linguagem e aborda temas que nos levam a uma reflexão, sobre o nosso comportamento em uma sociedade cada vez mais hipócrita em que a ética e os bons costumes estão cada vez mais sendo esquecidos. ",40.0,3.0,6.0,3.0,2.0,2.0,8.0,0.0,12.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
"Não é a melhor obra de o grande Sidney Sheldon, mas recomendo, uma boa leitura pra passar o tempo.",19.0,3.0,1.0,3.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0
"Acho que o leitor (uso meu exemplo) se realiza através de Tracy, imaginando como faria para se vingar de um mundo injusto e ganhar com isso.",26.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0
"O melhor de tudo, é que a protagonista conta suas histórias de forma divertida, irônica algumas vezes, revoltada com os micos que sua mãe lhe fez pagar em outras, mas acima de tudo mostra como essa relação de mãe-e-filha, apesar de difícil, deve ser bem cuidada",46.0,4.0,8.0,4.0,1.0,1.0,7.0,0.0,9.0,0.0,0.0,5.0,0.0,6.0,1.0,0.0,7.0,0.0,1.0,1.0,1.0
"Queria que terminasse logo, gostei mais de a mãe de ela durante uma boa parte de o livro.",18.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0
"Embora o livro seja legal, não gosto de a literatura de a Thalita Rebouças, acho que os livros de ela deveriam ser menos engraçados e mais interessantes, pois um livro tem que te prender, aí que é bom mesmo.",39.0,4.0,3.0,4.0,4.0,1.0,5.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,4.0,0.0,2.0,0.0,1.0
"A escrita de Doyle é bem detalhada e cheia de nuances e sutilezas estilísticas que tornam a leitura um pouco exigente às vezes, contudo, o mistério que circunda o caso não nos deixa parar de ler até sua conclusão",39.0,4.0,4.0,4.0,1.0,3.0,6.0,0.0,8.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0
" Esteticamente lindo, como sempre a editora Darkside capricha em suas publicações, mas como leitura mesmo, que é o que vale, achei decepcionante.",22.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
"Ele é muito bem escrito e as descrições são detalhadas mas não são cansativas, construindo com destreza o cenário e sentimentos necessários para viver a historia.",26.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
