sentence,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,subjectivity
"Resultado, 300 reais a conta pra três pessoas, lugar bonito mas a comida, o atendimento e o preço não valeu a pena.",0.0477307692307692,1.241,0.0171538461538461,0.446,-0.0083461538461538,-0.217,0.0311923076923077,0.8110000000000002,0.0318076923076923,0.827,1.0
"Fui diversas vezes desde qdo mudei pra Manaus e trouxe as visitas ( turistas) pra ter a experiência de tomar sopas variadas em sistema de buffet, em ambiente rústico e amplo.Todos sempre gostaram da experiência",0.0709230769230769,2.766,0.0198717948717948,0.7750000000000001,0.058102564102564,2.266,0.0659487179487179,2.572,0.032025641025641,1.249,1.0
Os garçons falam como se fossem ada nossa família!,0.0099,0.099,0.0101999999999999,0.102,-0.0033,-0.033,0.0056,0.056,0.0,0.0,0.0
"O ambiente é sofisticado e há bastante opção de acompanhamento, desde saladas, geleias, queijos e o tradicional para um churrasco.",0.0266249999999999,0.6389999999999999,-0.0096666666666666,-0.2319999999999999,-0.0039583333333333,-0.0949999999999999,0.0317916666666666,0.763,0.0,0.0,1.0
"Achei que faltou o feijão normal, pois só tinha o tropeiro!",0.0,0.0,0.0732307692307692,0.952,0.0,0.0,0.0243846153846153,0.317,0.0,0.0,0.0
"Na entrada, há cachaças artesanais para os clientes provarem!",0.0,0.0,0.0,0.0,-0.0641818181818181,-0.706,-0.0444545454545454,-0.489,0.069090909090909,0.76,0.0
"O local é caro, então faça valer a pena e coma muito!",0.1292142857142857,1.8090000000000004,0.1474285714285714,2.064,0.0268571428571428,0.3759999999999999,0.0816428571428571,1.143,0.0205,0.287,0.0
"Se você procura comer um bom bacalhau, estará no lugar certo.",-0.1081538461538461,-1.406,0.0166153846153846,0.216,-0.130076923076923,-1.6909999999999998,-0.097076923076923,-1.262,0.0652307692307692,0.848,1.0
Experimentei dois pratos e ambos estavam divinos.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"O ambiente é muito bonito, mas nem tanto acolhedor.",-0.0592727272727272,-0.652,0.009,0.099,-0.0568181818181818,-0.625,-0.0534545454545454,-0.588,0.0533636363636363,0.5870000000000001,1.0
"Os funcionários são educados, porém, numa das vezes que estivemos houve um problema com a conta (erro da casa) e a mesma não se esforçou para resolvê-lo.",-0.03584375,-1.147,0.00278125,0.089,-0.0527499999999999,-1.6879999999999995,-0.03403125,-1.089,0.0126875,0.406,1.0
Um casa desse nível não poderia ter tal comportamento.,0.0301,0.301,0.1139999999999999,1.14,-0.099,-0.99,0.0121,0.121,-0.0227,-0.227,0.0
"Todavia, o preço dos pratos são assustadores, muito embora um prato individual serve com fartura duas pessoas, mas ainda assim o preço é puxado.",-0.0825714285714285,-2.312,0.0261785714285714,0.733,-0.0796785714285714,-2.231,-0.0636428571428571,-1.7819999999999998,-0.0072857142857142,-0.2039999999999999,1.0
"Boa estrutura, ótima comida, esperava ais variedade, serve rodízio e a la carte, atendimento bom, poderia ter maior área climatizada, não identifiquei mobilidade para cadeirantes, idosos, se for em um numero grande de pessoas, é bom fazer uma reserva.",0.0853673469387755,4.183000000000001,-0.0621428571428571,-3.045,0.0545306122448979,2.672,0.0765714285714285,3.7520000000000007,-0.007938775510204,-0.3889999999999999,1.0
A Cantina Ghiotto é um dos pouquíssimos restaurantes em Manaus que está sempre se reinventando e buscando maneiras de melhorar seu espaço e serviço pra melhor atender seus clientes.,-0.0026999999999999,-0.0809999999999999,-0.0183666666666666,-0.551,-0.0021,-0.063,0.0008666666666666,0.0260000000000001,0.023,0.6900000000000001,0.0
Isso verdadeiramente me impressiona!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ótima opção pra quem gosta de um rodízio de massa e pizza em um ambiente descontraído repleto de jovens e muita energia positiva.,0.0429166666666666,1.0300000000000002,-0.1209166666666666,-2.902,0.0553749999999999,1.3289999999999995,0.07375,1.7700000000000002,-0.00425,-0.102,1.0
Atendimento sempre excelente !,0.3685,1.474,-0.23825,-0.953,0.34875,1.395,0.3185,1.274,0.0,0.0,1.0
"Comida típica da região, gostosa, feita com capricho, peixes frescos, tudo muito gostoso!!",-0.0093684210526315,-0.178,0.0204210526315789,0.388,-0.0238947368421052,-0.454,-0.0178421052631578,-0.339,0.0174736842105263,0.332,1.0
"Atendimento excelente, garçons muito atenciosos!",0.1008571428571428,0.706,-0.1361428571428571,-0.953,0.1148571428571428,0.804,0.091,0.637,0.079,0.553,1.0
Foi uma experiência incrível e única!,0.1382857142857143,0.968,0.1144285714285714,0.801,0.1421428571428571,0.995,0.1315714285714286,0.921,0.0,0.0,0.0
Um restaurante que representa muito bem a potencialidade da comida nortense.,0.00625,0.0750000000000001,0.0490833333333333,0.589,-0.0080833333333333,-0.097,0.0290833333333333,0.349,0.0413333333333333,0.496,0.0
"Muito bem preparado e elaborado, apesar do cargo chefe ser uma alimentação bem pesada, ainda assim o indico (pirarucu amazônico).",0.01012,0.253,0.0521999999999999,1.305,0.05484,1.371,0.0319999999999999,0.7999999999999998,0.01836,0.4590000000000002,0.0
"Infelizmente as bebidas pra quem quer uma experiência completa, não vai de total encontro a expectativa, caipirinhas e caipiroskas mal elaboradas, mas logico os sucos são muito bem feitos e a batida de cacau sensacional.",0.0743333333333333,2.8990000000000005,-0.0271282051282051,-1.0579999999999998,0.0874871794871794,3.412,0.083025641025641,3.2380000000000004,-0.0067692307692307,-0.2639999999999999,1.0
Tem pratos feitos com muito requinte (camarão com castanha) e pratos feitos como se fosse de casa (sardinha frita com baião).,0.0206538461538461,0.537,-0.065076923076923,-1.692,0.036576923076923,0.951,0.0336923076923076,0.876,0.0212692307692307,0.553,0.0
Indico para quem quiser ter uma experiencia amazônica diferenciada.,0.0281,0.281,0.025,0.25,0.0,0.0,0.0101,0.101,-0.0227,-0.227,0.0
Afinal de contas o melhor cozinheiro do Brasil varias vezes consecutivas não é a toa.,0.0593125,0.949,-0.04675,-0.748,0.0609375,0.975,0.0625,1.0,-0.00775,-0.124,0.0
"é um otimo restaurante, os pratos sao muito bons, o ambiente e o atendimento também, porém há um problema com a acústica do restaurante, muito barulhento",-0.0728666666666666,-2.186,0.0003,0.009,-0.0566333333333333,-1.6990000000000005,-0.0355666666666666,-1.067,0.0326333333333333,0.979,1.0
"Ambiente ótimo pra ir com amigos, comida muito boa mesmo.",0.0518333333333333,0.6220000000000001,-0.0414166666666666,-0.497,0.01025,0.123,0.0359166666666666,0.4309999999999999,0.03525,0.423,1.0
"A decoração é linda e voce pode caminhar pelo local e conhecer cachaças de varias partes do país e do mundo, e o melhor estão todas a venda, otimo ambiente.",0.0975454545454545,3.219,0.0383636363636363,1.266,0.0847575757575757,2.797,0.0898484848484848,2.9650000000000003,-0.0112121212121212,-0.37,1.0
Super recomendo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Excelente churrascaria.,0.2353333333333333,0.706,0.0296666666666666,0.089,0.2733333333333334,0.8200000000000001,0.177,0.531,0.0076666666666666,0.023,1.0
"Após alguns dias comendo apenas os pratos da região com peixe, resolvi comer uma boa carne e fiquei muito satisfeito com o restaurante.",0.01052,0.263,0.01576,0.3940000000000001,0.00136,0.034,0.01884,0.4710000000000001,0.03024,0.756,0.0
O ambiente é bem agradável.,0.256,1.536,0.059,0.354,0.2381666666666666,1.429,0.2538333333333333,1.523,0.0,0.0,1.0
"Para quem prefere menos barulho, sugiro ficar na parte superior.",0.0949166666666666,1.139,0.0549166666666666,0.6589999999999999,-0.0540833333333333,-0.6489999999999999,0.00575,0.069,-0.0788333333333333,-0.946,0.0
Pedi a picanha e a carne veio suculenta e no ponto certo.,0.0092307692307692,0.12,-0.0003076923076923,-0.0039999999999999,0.0065384615384615,0.0849999999999999,0.0088461538461538,0.1149999999999999,0.0022307692307692,0.029,1.0
O atendimento também foi ótimo e a comida veio super rápido.,0.1458333333333333,1.75,-0.0739166666666666,-0.8869999999999999,0.1209166666666666,1.451,0.1204166666666666,1.4449999999999998,-0.00475,-0.057,1.0
"Local bonito e agradável, localizado dentro do shopping Manauara.",0.1821818181818182,2.004,0.0369090909090909,0.406,0.0543636363636363,0.598,0.1246363636363636,1.371,-0.007090909090909,-0.078,1.0
Muitas opções de drinks e bebidas.,0.1651428571428571,1.156,-0.2775714285714286,-1.943,0.2558571428571428,1.791,0.2328571428571428,1.63,0.0,0.0,0.0
O atendimento deixou um pouco a desejar porque tinha garçons que não sabiam quais os chopes disponíveis na casa e chegamos a ficar 15 min esperando uma rodada com um monte de garçom ocioso.,-0.0263428571428571,-0.922,-0.0511999999999999,-1.7919999999999998,-0.0271714285714285,-0.951,-0.0148285714285714,-0.5189999999999997,-0.0076285714285714,-0.2669999999999999,1.0
"Mesmo assim recomendo o local, basta ser paciente.",0.0338,0.3379999999999999,0.0377,0.377,0.0075,0.075,0.0229,0.229,-0.0305,-0.305,0.0
"Apesar de não terem matrinxã assado, o qual queria jantar, o tambaqui estava saboroso e a farofa branca com ovo estava muito bom.",0.0193461538461538,0.5030000000000001,-0.0662692307692307,-1.723,0.0391538461538461,1.018,0.0356923076923076,0.928,0.0228076923076923,0.5930000000000001,1.0
"O que eu pedi e gostei foram o escondidinho de carne de sol e uma carne na chapa, muito gostosa mesmo.",0.027,0.6210000000000001,-0.0685217391304347,-1.5759999999999998,0.0484782608695652,1.115,0.0486086956521739,1.118,0.0168260869565217,0.387,0.0
além da variedade de bebidas e um chopp bem geladinho.,0.1930909090909091,2.124,-0.1408181818181818,-1.549,0.2031818181818182,2.2350000000000003,0.2384545454545454,2.623,0.0,0.0,1.0
Ótima opção para uma sexta feira explorando Manaus .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O local é lindo , a comida é ótima (sem falar na batida de coco!!)",0.0377368421052631,0.7170000000000001,-0.0210526315789473,-0.4,0.0028421052631578,0.0539999999999999,0.0261052631578947,0.496,0.0177894736842105,0.3379999999999999,1.0
", música ao vivo e o atendimento perfeito do garçom Bruno .",0.0791666666666666,0.95,0.00475,0.057,0.11575,1.389,0.1178333333333333,1.414,-0.005,-0.06,1.0
"Podendo , voltaremos !",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"É horrivel, o atendimento vai de mal a pior só depende do astral dos funcionários, além disso para ""mundo"" de alguma coisa essa  casa passa muito longe!",0.0123939393939394,0.4090000000000002,-0.086030303030303,-2.839,0.0246363636363636,0.8130000000000002,0.0371212121212121,1.225,0.0139090909090909,0.4590000000000001,1.0
"é um lugar agradável por estar no Largo, no entanto poderia ser um ótimo lugar se mudasse a administração, seria realmente um lugar interessante de se conhecer!",0.0475333333333333,1.426,-0.0421,-1.263,-0.0319,-0.9570000000000006,0.0475999999999999,1.428,-0.0038666666666666,-0.116,1.0
"para jantar recomendo, pratos diferenciados, não tradicionais, ou melhor tradicionais modificados, o chefe tem um menu muito gostoso.",-8.695652173912509e-05,-0.0019999999999998,-0.0100434782608695,-0.2309999999999999,-0.0216086956521739,-0.4969999999999999,-0.0015217391304347,-0.0349999999999999,0.0186521739130434,0.429,1.0
"o lugar é agradável, pequeno, parece com o japao realmente.",0.011,0.1430000000000001,-0.0412307692307692,-0.536,-0.037,-0.481,0.0096923076923077,0.1260000000000001,0.0,0.0,1.0
"Grande bufê  que inclui além de pratos quentes, sushis e saladas que servem de acompanhamento para os variados tipos de carne que é servido.",0.0906296296296296,2.447,-0.1399259259259259,-3.778,0.1249629629629629,3.374,0.1205925925925926,3.256,0.0,0.0,1.0
Vale à pena chegar chegar cedo para pegar uma boa mesa e curtir as promoções de happy hour do Outback.,0.1288095238095238,2.705,-0.054047619047619,-1.1349999999999998,0.1359523809523809,2.855,0.1434761904761904,3.013,-0.0104285714285714,-0.219,0.0
"O atendimento é muito bom; a comida, saborosa; o chopp está sempre na temperatura certa!",0.0117368421052631,0.223,-0.0421052631578947,-0.7999999999999999,-0.0003157894736842,-0.0059999999999999,0.0125263157894736,0.238,0.0261052631578947,0.496,1.0
"Claro que, com a casa cheia, há um pouco mais de demora, mas nada que prejudique a experiência.",0.026,0.5720000000000001,-0.0442272727272727,-0.973,0.053590909090909,1.1789999999999998,0.0507272727272727,1.116,0.044590909090909,0.981,0.0
"Dica: se puder sentar na varanda, o som ambiente não atrapalha as conversas.",0.0185,0.296,0.0134375,0.215,0.001375,0.022,0.0095,0.152,-0.0048125,-0.077,0.0
Jantamos no Jamie’s de Curitiba a poucos dias.,0.0517,0.517,-0.0973,-0.973,0.0839999999999999,0.84,0.0777,0.777,0.0,0.0,0.0
Embora seja um restaurante recém inaugurado o atendimento é ótimo.,-0.0613636363636363,-0.675,-0.0866363636363636,-0.953,-0.1046363636363636,-1.1509999999999998,-0.0264545454545454,-0.2909999999999999,0.0,0.0,1.0
Serviço prestado com atenção e cuidado ao consumidor.,0.0924444444444444,0.8319999999999999,0.0191111111111111,0.172,0.0714444444444444,0.6429999999999999,0.0584444444444444,0.5259999999999999,-0.0132222222222222,-0.119,0.0
Fomos atendidos pelo Fernando.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A comida é muito boa.,-0.0908333333333333,-0.545,0.0255,0.153,-0.1033333333333333,-0.62,-0.09,-0.54,0.0826666666666666,0.496,1.0
Com cardápio variado.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fácil de agradar.,0.12925,0.517,-0.24325,-0.973,0.21,0.84,0.19425,0.777,0.0,0.0,0.0
Boa carta de vinhos.,0.1034,0.517,-0.1946,-0.973,0.1679999999999999,0.84,0.1554,0.777,0.0,0.0,1.0
E o preço não é abusivo.,0.0082857142857142,0.058,0.0234285714285714,0.164,0.0,0.0,0.0105714285714285,0.074,0.0,0.0,1.0
Vale conferir.,0.2893333333333333,0.868,0.241,0.723,0.0,0.0,0.1766666666666666,0.53,0.0,0.0,0.0
"Um bom atendimento, a comida estava deliciosa, tudo na medida certa, a localização do restaurante é ótima, o saber de comidas regionais pe o que mais surpreende, voltarei outras vezes com certeza !!!!",0.0570731707317073,2.34,-0.0142926829268292,-0.5859999999999997,0.0376829268292682,1.545,0.0570487804878048,2.3390000000000004,-0.0033658536585365,-0.138,1.0
A comida é extremamente saborosa e os pratos são bem servidos.,0.0968333333333333,1.162,0.1008333333333333,1.21,0.0911666666666666,1.094,0.0946666666666666,1.136,-0.00475,-0.057,1.0
O ambiente é bastante simples e o serviço deixou a desejar.,0.0379166666666666,0.455,0.07125,0.855,0.0419166666666666,0.503,0.0400833333333333,0.481,-0.0308333333333333,-0.37,1.0
"O preço de bebidas, principalmente dos coquetéis, são acima da média e a comida tem preço compatível com a qualidade.",0.2135217391304347,4.911,-0.094,-2.162,0.2184347826086957,5.024000000000001,0.2056521739130434,4.73,-0.022,-0.506,0.0
Vale a visita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lanchonete com variedade em lanches e sucos, um bom atendimento e está em uma boa localização da cidade.",0.08385,1.677,-0.0643499999999999,-1.287,0.0891999999999999,1.7839999999999998,0.1094,2.188,0.0,0.0,1.0
Excelente atendimento agilade rapidez desdo garçom a gerência chopp gelado ambiente agradável parabéns...Voltaremos quando estivermos em Curitiba.,0.1144,2.2880000000000003,-0.03285,-0.6569999999999999,0.18475,3.695,0.12585,2.5170000000000003,-0.04665,-0.933,1.0
"O ambiente é bem amplo, iluminado.",0.3117499999999999,2.494,0.091875,0.735,0.19125,1.53,0.280125,2.241,0.0,0.0,1.0
"Nenhum luxo, mas é agradável.",0.1122857142857143,0.786,-0.0894285714285714,-0.626,0.0727142857142857,0.509,0.0914285714285714,0.64,0.0,0.0,0.0
Atendimento muito cordial dos funcionários.,0.0,0.0,-0.1588333333333333,-0.953,0.0038333333333333,0.023,0.0235,0.141,0.0921666666666666,0.553,1.0
"Pedi um fetuccini com picanha: o serviço não foi muito rápido, mas o problema é que a comida estava fria.",-0.0159565217391304,-0.367,0.0187391304347826,0.431,-0.045,-1.035,-0.0264347826086956,-0.6079999999999999,0.0108695652173913,0.25,0.0
Caro demais.,0.318,0.954,0.3043333333333333,0.913,0.0,0.0,0.2073333333333333,0.622,0.0,0.0,1.0
Recomendo procurar outros restaurantes na área.,-0.0495714285714285,-0.347,0.0521428571428571,0.365,-0.1128571428571428,-0.79,-0.077,-0.5390000000000001,0.098,0.686,0.0
"Pela música fizemos o sacrifício de entrar, não tem couvert artístico e nem 10%, o que é uma deslavada mentira pois já estão embutidos nos preços do cardápio.",-0.0005624999999999,-0.0179999999999999,-0.01346875,-0.431,0.01384375,0.4430000000000001,0.0250312499999999,0.8009999999999999,0.0261875,0.838,0.0
"O cardápio é outra falácia, pois pedimos uns 4 itens que não estavam disponíveis.",-0.046125,-0.738,0.0,0.0,-0.0485625,-0.777,-0.05,-0.8,0.0553125,0.885,1.0
Boteco bem simples com preço de Bistrô.,0.1995,1.596,0.1036249999999999,0.8289999999999998,0.289125,2.313,0.268,2.144,-0.031375,-0.251,1.0
"Um bom lugar para estar com a família e/ou amigos, incluindo crianças.",-0.0388571428571428,-0.544,0.0137142857142857,0.192,-0.0730714285714285,-1.023,-0.0327142857142857,-0.4579999999999999,0.0,0.0,1.0
Restaurante muito aconchegante e com bom atendimento.,0.0,0.0,-0.119125,-0.953,0.0126249999999999,0.1009999999999999,0.020875,0.167,0.069125,0.553,1.0
A cozinheira veio até à nossa mesa e se colocou à disposição para confirmar o bom atendimento.,0.0695555555555555,1.2520000000000002,-0.1432777777777777,-2.579,0.0956111111111111,1.721,0.0856666666666666,1.542,0.0513888888888888,0.925,1.0
Preço bom e comida muito boa.,-0.0695714285714285,-0.487,0.0452857142857142,0.317,-0.0885714285714285,-0.62,-0.0665714285714285,-0.466,0.0708571428571428,0.496,1.0
Frequento o restaurante a 3 anos e toda vez que eu vou sou bem tratada.,0.0935,1.496,0.06125,0.98,0.122625,1.962,0.0924375,1.479,0.0,0.0,0.0
"Os sushis são diferentes, frescos e incríveis.",0.0295555555555555,0.266,0.0176666666666666,0.159,0.0173333333333333,0.156,0.0214444444444444,0.193,0.0,0.0,1.0
Os especiais da casa são os coringas e meus favoritos.,0.1044545454545454,1.149,0.0007272727272727,0.0079999999999999,0.0884545454545454,0.973,0.0687272727272727,0.756,0.0,0.0,0.0
Com sobremesa inclusa de rolinho primavera de doce de leite.,0.2906363636363636,3.197,-0.3919090909090909,-4.311,0.407,4.476999999999999,0.3697272727272727,4.067,-0.0046363636363636,-0.051,0.0
SENSACIONAL.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amooo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Endereco tradicional paulistano.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sem rococos alheios ao padrao original de uma excelente casa de carnes a churrascaria prima pelas carnes, servico e buffet (saladas, queijos, iguarias / sem frutos do mar).",0.0221176470588235,0.752,-0.0514117647058823,-1.7479999999999998,0.0260882352941176,0.8869999999999997,0.0266176470588235,0.905,0.0321764705882352,1.094,0.0
Fui por indicação a esse restaurante e realmente fiquei muito surpresa.,-0.01,-0.12,-0.1649166666666666,-1.979,0.0105,0.126,0.03975,0.477,0.0460833333333333,0.553,0.0
"Primeiro que o serviço é excelente e o cardápio, apesar de pequeno, contempla todos os gostos.",0.0291052631578947,0.553,-0.0408421052631578,-0.776,0.0260526315789473,0.495,0.0337368421052631,0.6409999999999999,-0.0157368421052631,-0.299,1.0
Comi gnui e estava maravilhoso.,0.0608333333333333,0.365,-0.11,-0.66,0.0076666666666666,0.046,0.0595,0.357,0.0,0.0,1.0
"De sobremesa um doce com aipim, sorvete de côco e doce de leite.",0.2218,3.327,-0.3337333333333332,-5.005999999999999,0.2766666666666666,4.15,0.2775333333333333,4.163,0.0,0.0,0.0
"O côco pesou para mim, mas essa é uma intolerância minha.",-0.017,-0.221,0.0066923076923076,0.087,-0.0106923076923076,-0.139,-0.0103076923076923,-0.134,-0.0098461538461538,-0.128,0.0
A sobremesa estava excelente.,0.1412,0.706,-0.0101999999999999,-0.051,0.1746,0.873,0.1088,0.544,0.0,0.0,1.0
A minha amiga que comeu também não teve problema algum.,0.0,0.0,0.0073636363636363,0.081,-0.0181818181818181,-0.2,-0.0074545454545454,-0.082,-0.0115454545454545,-0.127,0.0
Recomendo e voltarei!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Difícil não sair satisfeito do Rascal.,0.2341428571428571,1.639,0.2204285714285714,1.543,0.1302857142857142,0.912,0.195,1.365,0.0,0.0,0.0
O Buffet tem uma variedade de saladas maravilhosa que se completa com os pratos quentes do dia.,0.1857222222222222,3.3430000000000004,-0.1957777777777777,-3.524,0.1666111111111111,2.999,0.1827222222222222,3.289,0.0,0.0,0.0
"Almoço caseiro muito bom, três opções de carne, muita variedade de saladas, três frutas, um bufê de sobremesas incrivel, com bolos e tortas doces e dois sucos naturais, o melhor é o preço, R$18,90 a vontade!!!",0.0317234042553191,1.491,-0.0494680851063829,-2.3249999999999997,0.052127659574468,2.45,0.0564255319148936,2.652,0.009127659574468,0.429,1.0
Ambiente rústico que traz o apelo artesanal.,0.01525,0.122,0.0,0.0,0.0,0.0,0.005125,0.041,0.0,0.0,1.0
"O cardápio conta com pizzas de sabores diferenciados, bebidas interessantes e preços compatíveis.",0.0872,1.308,-0.1136666666666666,-1.705,0.1193999999999999,1.791,0.1168666666666666,1.753,0.0014,0.021,1.0
A fabricação é visível aos clientes e o atendimento é bom.,0.1035833333333333,1.243,-0.0619166666666666,-0.743,0.0561666666666666,0.6739999999999999,0.08375,1.005,-0.0053333333333333,-0.064,1.0
Bem localizado na Av.,0.1875,0.75,0.245,0.98,0.23,0.92,0.22075,0.883,0.0,0.0,1.0
"Dom Severino, local nobre da zona leste da cidade.",-0.023090909090909,-0.254,0.0236363636363636,0.26,-0.06,-0.66,-0.0486363636363636,-0.5349999999999999,0.0663636363636363,0.73,0.0
"Fui com amigos comemorar um aniversário, por fora o prédio é bem velho e feio.",-0.0528823529411764,-0.8989999999999998,0.0647647058823529,1.101,0.0340588235294117,0.5790000000000001,0.0118235294117647,0.2009999999999999,0.0022941176470588,0.0389999999999999,1.0
"No ambiente do restaurante temos a vista a beira mar de Niteroi e da ponte, esse acredito ser o ponto alto do restaurante.",0.05964,1.491,-0.06036,-1.509,0.07284,1.821,0.06704,1.6760000000000002,0.00332,0.083,0.0
"As estradas foram boas mas o como prato principal pedi um bacalhau para dois e não achei grande coisa, estava bom mas um pouco ressecado.",-0.05,-1.35,-0.0295555555555555,-0.798,-0.0647777777777777,-1.7489999999999997,-0.0371111111111111,-1.0019999999999998,0.0357777777777777,0.966,1.0
"De sobremesa pedi um sorvete  que vem com dois tipos de mousses, porção bem pequena.",0.0597222222222222,1.0750000000000002,-0.0599444444444444,-1.0790000000000002,0.0994444444444444,1.79,0.1093888888888889,1.969,0.0,0.0,1.0
Não pedimos vinho ou alguma bebida cara para elevar o preço.,0.1115,1.338,-0.12425,-1.491,0.1480833333333333,1.777,0.1361666666666666,1.634,0.0025833333333333,0.031,0.0
"Em resumo, nada que justifique o preço de R$ 194,40 por pessoa.",-0.0945,-1.323,-0.0577857142857142,-0.8089999999999999,0.0163571428571428,0.2289999999999999,-0.0455,-0.637,0.1396428571428571,1.955,0.0
Recomendo!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estive almoço de Natal do Fogo de Chão Danto Amaro e o atendimento foi excepcional.,0.107125,1.7140000000000002,-0.1928125,-3.085,0.1428124999999999,2.285,0.133375,2.134,0.02025,0.324,1.0
"Destaque para o Mateus, Maciel e em especial o Carlos",0.082090909090909,0.903,0.0864545454545454,0.951,0.0,0.0,0.0561818181818181,0.618,0.0,0.0,0.0
É tipo um boteco sofisticado.,0.178,1.068,0.126,0.756,-0.0094999999999999,-0.0569999999999999,0.0981666666666666,0.5890000000000001,0.0,0.0,1.0
"O espaço é apertado , mas o serviço é bom e os aperitivos são de qualidade , muito bons.",-0.0093,-0.186,-0.08245,-1.649,0.02805,0.5610000000000002,0.0025499999999999,0.0509999999999998,0.02745,0.5490000000000002,1.0
Freqüentado pelos moradores do Leblon.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Muito bem localizado em frente à praia de Meirelles, pouco depois da popular ""feirinha"", com excelente atendimento e ambiente muito agradável.",0.0852307692307692,2.216,-0.0616153846153846,-1.602,0.0710384615384615,1.847,0.0711923076923077,1.851,0.0797307692307692,2.073,1.0
"Comi a famosa carne seca na moranga, que faz jus à sua fama.",0.0,0.0,0.0055333333333333,0.083,0.0,0.0,0.0018666666666666,0.028,0.0,0.0,0.0
"Bem servido para duas pessoas, vem acompanhada de arroz e salada verde com vinagrete de rapdura.",0.0746666666666666,1.344,-0.0413333333333333,-0.744,0.0918333333333333,1.653,0.1008888888888888,1.816,0.0387222222222222,0.6970000000000001,0.0
Recomendo também a Caipirosca de morango.,0.2118571428571428,1.483,-0.1389999999999999,-0.973,0.2394285714285714,1.676,0.1968571428571428,1.378,0.0,0.0,0.0
"Fui num domingo, dia em que a dupla de músicos atendia na hora os pedidos dos clientes e tocavam de sertanejo a rock, passando por mpb e bossa nova.",0.0614374999999999,1.966,-0.05125,-1.64,0.07825,2.504,0.07415625,2.373,0.02609375,0.835,0.0
"O restaurante Coco Bambu de Fortaleza/CE é excelente, com dezenas de opções de pratos, variando entre peixes, frangos e carnes vermelhas.",0.0639629629629629,1.727,-0.0996666666666666,-2.691,0.1072962962962962,2.897,0.0845185185185185,2.2820000000000005,0.0344814814814814,0.931,1.0
Há também dezenas de opções de bebidas (quentes ou frias) e sobremesas variadas.,0.1045625,1.673,-0.18225,-2.916,0.1644375,2.631,0.1504375,2.407,0.0,0.0,0.0
"O atendimento é extremamente agradável, com garçons muito solícitos e simpáticos.",0.0604615384615384,0.786,-0.1214615384615384,-1.579,0.0409230769230769,0.532,0.060076923076923,0.7810000000000001,0.0425384615384615,0.553,1.0
"Como não poderia deixar de ser, nem tudo é perfeito.",0.0636666666666666,0.764,-0.075,-0.9000000000000001,0.0746666666666666,0.896,0.0785833333333333,0.943,-0.00675,-0.081,0.0
"O preço do restaurante é alto, mas a quantidade de comida nos pratos vale muito à pena e serve bem ao menos 2 pessoas.",0.1013461538461538,2.635,0.014076923076923,0.3659999999999999,0.0799615384615384,2.079,0.1053461538461538,2.739,0.0211538461538461,0.55,1.0
"Restaurante com atendimento cordial, preço na média da região e boa variedade de pratos e sobremesas.",0.138,2.484,-0.119611111111111,-2.153,0.1172777777777777,2.111,0.1366111111111111,2.459,0.0050555555555555,0.091,1.0
As sobremesas merecem destaque pela variedade e sabor.,0.1112222222222222,1.001,-0.0575555555555555,-0.518,0.0631111111111111,0.5680000000000001,0.0823333333333333,0.7410000000000001,0.0,0.0,0.0
"Local muito bom , na Passarela do Caranguejo.",-0.1567777777777778,-1.411,0.0192222222222222,0.173,-0.1188888888888888,-1.0699999999999998,-0.1371111111111111,-1.234,0.1341111111111111,1.207,1.0
Com excelente comida e música ao vivo.,0.138875,1.111,0.1453749999999999,1.1629999999999998,0.190875,1.527,0.153625,1.229,-0.0146249999999999,-0.1169999999999999,1.0
Destaque para a decoração que achei incrível .,0.013625,0.109,-0.002125,-0.017,0.007375,0.059,0.00775,0.062,0.0,0.0,1.0
ótimo atendimento.,0.256,0.768,-0.3176666666666666,-0.953,0.2046666666666666,0.614,0.2593333333333333,0.778,0.0,0.0,1.0
