sentence,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,subjectivity
Ele era mais conhecido por a misantropia . ,0.109875,0.879,0.0,0.0,0.09,0.72,0.066625,0.533,0.0,0.0,0.0
' Capitães de a Areia ' vem de o lugar de moradia de os meninos : um trapiche abandonado em a areia . ,0.0359130434782608,0.8259999999999998,-0.1653043478260869,-3.802,0.0703043478260869,1.617,0.0833478260869565,1.9170000000000005,0.0295652173913043,0.68,0.0
Ganhei esse livro em o meu aniversário de 11 anos . ,0.0527272727272727,0.5800000000000001,-0.1061818181818181,-1.168,0.0876363636363636,0.964,0.0784545454545454,0.863,-0.0112727272727272,-0.124,0.0
"Como o governo se usa de medidas cruéis frente algo desconhecido , a força militar desproporcional ou o trato de o homem a o outro frente a essas situações . ",-0.0458333333333333,-1.3750000000000002,-0.0339,-1.017,-0.0173,-0.5190000000000001,-0.0293666666666666,-0.8810000000000001,0.0541666666666666,1.625,0.0
relacionamentos de a infância até o início de a vida adulta . Tudo ,0.2628461538461538,3.417,-0.0119230769230769,-0.1549999999999999,0.3496923076923077,4.546,0.3443076923076923,4.476,-0.0062307692307692,-0.081,0.0
"Orwell é especialmente habilidoso em abrir a mente para a ameaça de o mau uso de a linguagem quando usada para manipular um povo , para diminuir sua capacidade de interpretação de a realidade e de se tornar menos critico de seu cotidiano . ",-0.0017954545454545,-0.0789999999999997,-0.1564772727272727,-6.885,0.0307499999999999,1.3529999999999998,0.0413636363636363,1.8200000000000005,0.0439999999999999,1.936,0.0
"Mas falando de o livro , fiquei me imaginando , sendo que antes as pessoas enxergavam e deixar que ver repentinamente . ",0.0321818181818181,0.708,-0.0384090909090909,-0.845,0.0362272727272727,0.7969999999999999,0.0377272727272727,0.8300000000000001,-0.0053181818181818,-0.117,0.0
"Jorge Amado , com uma linguagem leve , conta as experiências sobre um grupo de jovens abandonados em a Bahia . ",-0.0363809523809523,-0.764,-0.0428571428571428,-0.9,-0.0505714285714285,-1.0620000000000005,-0.0235714285714285,-0.4949999999999999,0.0287142857142857,0.603,0.0
"E a população , ou por o menos , a maioria de a população digeria muito bem . ",0.0332222222222222,0.598,0.0143333333333333,0.258,0.0724444444444444,1.304,0.0645555555555555,1.162,0.0268888888888888,0.484,0.0
"Podemos compreender o alto preço pago , inclusive com a própria vida , a o se deixar levar por o arrogância e soberba que só uma grande fortuna é capaz de proporcionar . ",0.1058787878787878,3.494,-0.003,-0.0990000000000002,0.1412424242424242,4.661,0.1309696969696969,4.322,-0.0037272727272727,-0.123,0.0
"Logo em uma de suas primeiras aulas em a escola , ela entra em o laboratório de Biologia e senta - se a o lado de o irmão Cullen mais novo , Edward , que não fica a a vontade quando Bella senta - se a o seu lado e sai correndo de a aula . ",0.0486607142857142,2.725,-0.0274821428571428,-1.5389999999999997,0.0952678571428571,5.335,0.0831964285714285,4.659,-0.003875,-0.217,0.0
Será que essa menina nunca se decidiu ? ,0.0,0.0,0.1125,0.9,0.102875,0.823,0.07175,0.574,0.0,0.0,0.0
Outra pancada - de esta vez em o mistério e beleza que Bram Stoker construiu a o escrever Drácula . ,0.0579999999999999,1.16,-0.0317,-0.634,0.093,1.86,0.07835,1.5670000000000002,-0.04255,-0.851,0.0
""" - Isso aqui é um chiqueiro ! ",-0.088625,-0.709,0.0,0.0,-0.12375,-0.99,-0.07075,-0.566,0.0,0.0,0.0
"Interessante é o carinho com que ele fala de os irmãos : D. B , o mais velho , escreve bem , mas foi para Hollywood "" se vender "" ; Allie , dois anos mais novo e super inteligente , morreu de leucemia ; Phoebe , a caçula de 10 anos , é a alegria de sua vida e , de certa forma , a responsável por brecar sua trajetória de atos inconsequentes . ",0.09328,6.996000000000001,-0.0307733333333333,-2.308,0.1452133333333333,10.890999999999998,0.1314933333333333,9.861999999999998,-0.00068,-0.051,0.0
"Enfim , cada um com seu gosto não é ? ",0.0087,0.087,0.0,0.0,-0.0287,-0.287,-0.0065999999999999,-0.0659999999999999,0.0,0.0,0.0
") Mas para Pedro Bala , Dora é vista não como uma figura materna , mas principalmente como uma amante . ",0.0351904761904761,0.739,0.0152380952380952,0.32,0.0683333333333333,1.435,0.0579999999999999,1.218,0.0,0.0,0.0
"Mas , ei , não é diferente de o sofrimento que sentimos ( ou será que é só eu que sinto ? ",-0.0123181818181818,-0.271,-0.0442272727272727,-0.973,-0.0008181818181818,-0.018,-0.001590909090909,-0.035,0.0359545454545454,0.791,0.0
São crianças que tomaram rasgões de a vida . ,0.1723333333333333,1.551,0.0073333333333333,0.0659999999999999,0.2262222222222222,2.036,0.2073333333333333,1.866,0.0,0.0,0.0
A primeira edição de o livro causou polêmica por a liberdade com a qual descrevia a sexualidade e a rebeldia adolescente . ,-0.0088636363636363,-0.195,0.0270454545454545,0.595,0.0552727272727272,1.216,0.0298181818181818,0.656,0.0724090909090909,1.593,0.0
"Eu não sei de outras pessoas , mas eu com certeza vou olhar tudo de uma forma diferente agora . ",0.12115,2.423,0.05735,1.147,0.1392,2.784,0.16555,3.311,-0.0156,-0.312,0.0
O gosto vai se apurando a os poucos . ,0.0884444444444444,0.796,0.0,0.0,0.0781111111111111,0.703,0.0555555555555555,0.5,0.0,0.0,0.0
E percebe que até mesmo a revolta é alimentada por o Partido . ,0.0666923076923076,0.867,-0.0531538461538461,-0.6910000000000001,0.0683846153846153,0.889,0.07,0.91,-0.0109230769230769,-0.142,0.0
"Alem de isso , trabalha temas filosóficos como Realidade X Percepção . ",0.0336666666666666,0.4039999999999999,-0.0949166666666666,-1.1390000000000002,0.06,0.72,0.0794166666666666,0.953,0.0684166666666666,0.821,0.0
"As perguntas são sobre desde a sociedade descrita em o livro , as sociedades que passaram antes de nós , que conhecemos em os livros de história , até a nossa própria sociedade presente e indo além , passando para onde queremos chegar e onde estamos deixando nossa sociedade ir . ",0.0539019607843137,2.749,-0.072,-3.672,0.0814313725490196,4.1530000000000005,0.0660588235294117,3.3690000000000007,0.0163725490196078,0.835,0.0
Em o fala serio professor uma garota chamada Malu fala sobre seus professores mais marcantes e como é morar sozinha com suas amigas Helo e a Bené . ,0.0799999999999999,2.24,-0.0049642857142857,-0.1389999999999999,0.0869285714285714,2.434,0.0808214285714285,2.263,-0.0031428571428571,-0.088,0.0
"Não agüento isso "" . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Uma menina que começa sua ' 'carreira amorosa ' ' digamos que um pouco cedo , a os sete anos ela tem seu primeiro namorado , e esse se apaixonou por o seu pé , é isso mesmo , o pirralho de seis anos era amarradão por um pé . ",0.0115098039215686,0.5870000000000002,-0.0245882352941176,-1.254,-0.0085882352941176,-0.438,0.013156862745098,0.671,-0.0003725490196078,-0.019,0.0
"Eu havia folheado o primeiro livro , lido algumas páginas mas , como a narrativa não havia me prendido , eu deixei de lado . ",0.02936,0.734,-0.03192,-0.798,0.03924,0.981,0.0380799999999999,0.952,0.0004,0.01,0.0
"Uma coisa que Winston Smith , o protagonista de o livro , disse é fato . ",0.104,1.664,-0.05275,-0.844,0.1078125,1.725,0.093625,1.498,0.0,0.0,0.0
"Gosto de livros em primeira pessoa , mas insitir em repetições sobre tudo o que Bella pensa é tedioso . ",0.03225,0.6450000000000001,-0.03995,-0.7989999999999999,0.0760499999999999,1.521,0.03685,0.7370000000000001,0.0422499999999999,0.845,0.0
; ) [ happybatatinha . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ou quem sabe por a amável Dora ? ,0.11475,0.918,0.0,0.0,0.117625,0.941,0.0775,0.62,0.0,0.0,0.0
Provavelmente ele encontraria pontos bastante inquietantes e revoltantes em uma simples tampa ! ,0.0303076923076923,0.394,0.056,0.728,0.0451538461538461,0.5870000000000001,0.0359230769230769,0.4669999999999999,-0.0149230769230769,-0.194,0.0
"O partido construía um caminho sem volta , manipulava a história , destruindo assim o único mecanismo que poderia dar uma oportunidade a a ascensão de os oprimidos . ",-0.0141379310344827,-0.4099999999999997,-0.0137931034482758,-0.4,-0.0627241379310344,-1.819,-0.0214137931034482,-0.6209999999999999,-0.0004482758620689,-0.013,0.0
"Mas aí aparece um lobo musculosão e quente e se apaixona por ela e em o terceiro livro , o doente super-protetor deixa que ele deite de conchinha abraçando - a por trás e com pensamentos sacanas em a mente . ",-0.0199268292682926,-0.8170000000000001,0.0021951219512195,0.0899999999999999,0.0183170731707317,0.751,0.0123170731707317,0.5050000000000001,0.011170731707317,0.458,0.0
"Ele , em a sua existência de séculos , vivendo sua primeira paixão , ciente de a fragilidade de a sua amada , perante a sua perenidade , torna - se presente , onipresente , até neurótico . ",0.1228421052631579,4.668,-0.119,-4.522,0.161,6.118,0.1339210526315789,5.089,-0.0012105263157894,-0.046,0.0
"A minha mocinha ( ... ) que se orgulha de ter idéias e ideais , que me ensina muito , diariamente , e que se expressa com clareza e coerência através de gestos , atitudes e , principalmente , palavras . ",0.0133414634146341,0.547,-0.0413658536585365,-1.696,0.026560975609756,1.089,0.0248292682926829,1.018,0.0079512195121951,0.326,0.0
"Linguagem infantil , patos , presentes improvisados , sogros/sogras , pai/mãe , tériminos , ciúmes , viajens , traição ... Thalita Rebouças , expressou em esse livro tudo que uma adolescente pensa a respeito de o amor . ",0.0432142857142857,1.815,-0.0084047619047619,-0.353,0.0577142857142857,2.424,0.0454523809523809,1.909,0.011547619047619,0.4849999999999999,0.0
Stephenie Meyer revolucionou o modo de escrita e tipos de histórias que invadem as livrarias de todo o mundo . ,0.07755,1.5510000000000002,-0.09595,-1.919,0.126,2.52,0.1332,2.664,0.0,0.0,0.0
"Com um estilo único , Saramago trata de temas fictícios , mas que não fogem completamente de o mundo real em a medida em que retrata o que é natural de a humanidade , o homem e sua imaginação sobre o mundo que o cerca , considerando problemas e pensamentos atuais , a partir de os quais facilmente nos identificamos com os personagens . ",0.0560624999999999,3.588,-0.0514531249999999,-3.293,0.0882812499999999,5.65,0.0841875,5.388000000000001,-0.0048281249999999,-0.3089999999999999,0.0
"De fato , como a maioria diz , esse livro não tem um personagem principal , mas sim um grupo de personagens principais , que são basicamente os que eu apresentei acima , tirando os três últimos , que são adultos . ",0.1040714285714285,4.371,-0.053047619047619,-2.228,0.1006428571428571,4.227,0.0908333333333333,3.815000000000001,-0.0028571428571428,-0.12,0.0
"A mensagem subliminar que Saramago tentou passar não me atingiu , por o menos não a o certo . ",0.0085263157894736,0.162,0.0,0.0,0.0,0.0,0.0028421052631578,0.054,0.0,0.0,0.0
Sentido - se não aceita em a sociedade e não tendo com que sobreviver ela passa a cometer vários delitos se tornando uma golpista . ,0.0133199999999999,0.3329999999999999,0.071,1.775,0.0197999999999999,0.4949999999999999,0.0235599999999999,0.5889999999999999,0.03724,0.931,0.0
Totalmente fã de J.D. Salinger . ,0.2433333333333333,1.46,-0.2886666666666667,-1.732,0.1399999999999999,0.84,0.2239999999999999,1.344,0.0,0.0,0.0
É gostoso ler como J.A. humaniza personagens que não hesitam em passar a navalha em o inimigo e por outro lado se maravilham com um velho carrossel caindo a os pedaços . ,-0.0093437499999999,-0.2989999999999999,0.00965625,0.309,-0.0421249999999999,-1.348,-0.009875,-0.316,0.02665625,0.853,0.0
"Só que , a essa altura , ela já está , em o mínimo , muito interessada em ele . ",-0.0643499999999999,-1.287,0.00615,0.123,-0.05965,-1.193,-0.06285,-1.257,0.07075,1.415,0.0
", que é isso ? Respeitem ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"É insustentável desde que aqui entramos , e apesar de isso vamo - nos aguentando . ",-0.0290624999999999,-0.4649999999999999,-0.0608125,-0.973,-0.008875,-0.142,-0.0058124999999999,-0.0929999999999999,0.040375,0.646,0.0
E não é que são bons mesmo ! ,0.062125,0.497,0.03625,0.29,0.025375,0.203,0.038125,0.305,-0.009125,-0.073,0.0
"Foi citado , a o logo de seu último sexagenário , em um milhão de outros livros , filmes , séries , revistas , jornais . ",0.0200384615384615,0.5210000000000001,-0.0841153846153846,-2.1870000000000003,0.0532307692307692,1.384,0.0524615384615384,1.364,-0.0307692307692307,-0.7999999999999999,0.0
Malu e a sua professora brigavam direto . ,0.105125,0.841,0.1145,0.916,0.101625,0.813,0.107125,0.857,0.0,0.0,0.0
Mas tive a sorte de de entre esses poucos livros lidos ler este . ,0.0799285714285714,1.119,-0.1389999999999999,-1.946,0.1137857142857142,1.593,0.1077142857142857,1.508,-0.0096428571428571,-0.135,0.0
""" [ pg54 ] "" Em o fim teremos tornado o pensamento-crime literalmente impossível , já que não haverá palavras para expressá - lo "" [ pg69 ] "" E embora , evidentemente , tudo piorasse a a medida que o corpo envelhecia , não seria um sinal de que tudo aquilo não era a ordem natural de as coisas o fato de que o coração de a pessoa ficava apertado com o desconforto ( ... ) "" [ pg77 ] "" O pior inimigo de uma pessoa , reflitiu , era seu sistema nervoso . ",0.0086874999999999,0.8339999999999999,-0.0382812499999999,-3.675,0.0295729166666666,2.839,0.0241979166666666,2.323000000000001,-0.0044895833333333,-0.4310000000000001,0.0
Só que quando o ' grande acontecimento ' chega ele ocorre de forma rápida e a trama já está se desenvolvendo para um novo ápice . ,0.079076923076923,2.056,-0.0199615384615384,-0.5189999999999998,0.0631538461538461,1.6419999999999997,0.0845,2.1970000000000005,-0.0109615384615384,-0.285,0.0
Amo viajar em as páginas e imaginar como as pessoas se apaixonam . ,0.013076923076923,0.17,0.0,0.0,0.005,0.065,0.006,0.078,0.0,0.0,0.0
Quero tacar fogo em essa merda . ,0.0221428571428571,0.155,0.0115714285714285,0.081,-0.0588571428571428,-0.412,-0.0281428571428571,-0.197,-0.0592857142857142,-0.415,0.0
"Com o tempo , todos os Capitães passam a amar Dora , os mais novos , como a mãe que nunca tiveram e os mais velhos , como uma irmã . ",0.0261612903225806,0.8109999999999999,-0.0029677419354838,-0.092,0.0534838709677419,1.658,0.0246774193548387,0.7649999999999999,-0.003,-0.093,0.0
"* "" Que tipo de criança idiota sua mãe criou ? "" ",0.05375,0.6450000000000001,-0.0753333333333333,-0.904,0.1534166666666666,1.841,0.07225,0.867,0.0676666666666666,0.8119999999999999,0.0
A adaptação para o cinema ficou muito boa . ,-0.0774444444444444,-0.6970000000000001,0.0077777777777777,0.07,-0.0656666666666666,-0.591,-0.0655555555555555,-0.59,0.0614444444444444,0.553,0.0
"O primeiro namoro de a Malu foi a os sete anos , nada de beijinhos , apenas olhares apaixonados e mãozinhas dadas em o recreio . ",0.0305,0.793,-0.1132307692307692,-2.944,0.0411153846153846,1.069,0.049076923076923,1.276,0.0377307692307692,0.981,0.0
"Não fica de fora uma pequena cutucada de José Saramago em a Igreja Católica , também em os momentos finais , onde o fim de essa magnífica história parece cair como um raio . ",0.0656764705882353,2.233,-0.071,-2.414,0.0711176470588235,2.418,0.0623823529411764,2.1210000000000004,0.0487647058823529,1.658,0.0
O livro possui algumas características de mulheres de outros romances de Sidney Sheldon . ,0.1309285714285714,1.833,-0.1907857142857142,-2.671,0.1870714285714285,2.619,0.1795714285714285,2.514,-0.0056428571428571,-0.079,0.0
Eu acho que a mulher se identifica com o cão . ,0.0015454545454545,0.017,0.0,0.0,0.0059090909090909,0.065,0.0,0.0,-0.0072727272727272,-0.08,0.0
Mas vou confessar que desde o primeiro terço de o livro fui muito muito bravo e resistente . ,-0.0658888888888888,-1.186,-0.0731666666666666,-1.317,-0.0114444444444444,-0.2059999999999999,-0.0209444444444444,-0.3769999999999998,0.0901111111111111,1.622,0.0
"O engraçado , que Jorge Amado realmente transportou a emoção brasileira . ",0.0253333333333333,0.3039999999999999,0.0682499999999999,0.819,0.076,0.912,0.0383333333333333,0.4599999999999999,0.0545833333333333,0.655,0.0
O livro se resume em várias histórias sobre uma garota que AMA beijar e que tem problemas em relação a isto porque seu pai e sua mãe só fazem ela passar vergonha quando é dia de apresentar o namorado para eles ! ,0.0275714285714285,1.158,-0.0464047619047619,-1.949,0.0082619047619047,0.3469999999999998,0.0165238095238095,0.6939999999999998,-0.0134047619047619,-0.563,0.0
"Logo , á fofoqueira Jessica lhe dá todos os detalhes sobre o mais atraente de os Cullen , Edward . ",0.05595,1.119,-0.0108499999999999,-0.2169999999999999,0.0784999999999999,1.5699999999999998,0.07065,1.413,-0.009,-0.18,0.0
"Logo que chegou Jamie passou por muitas dificuldades , foi enganado e revoltado buscou vingança . ",-0.0921875,-1.475,0.009125,0.146,-0.048,-0.768,-0.07125,-1.14,0.0826875,1.323,0.0
"Meus pais falaram com a diretora , que imediatamente rodou a composição em o mimiógrafo e distribuiu para todas as classes . ",-0.0014545454545454,-0.032,0.0,0.0,-0.003,-0.066,-0.0015,-0.033,0.0,0.0,0.0
"Ele anotava tudo o que ele pensava de importante , ele sabia que tinha algo de errado com o governo , e sabia porque tinha contato com notícias antigas . ",0.0494333333333333,1.483,-0.0916666666666666,-2.75,0.0621333333333333,1.864,0.0619666666666666,1.8590000000000004,0.0235333333333333,0.7060000000000001,0.0
A hipocrisia o exaspera . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"São os "" Capitães de a Areia "" . ",0.0784444444444444,0.706,-0.0995555555555555,-0.896,0.1158888888888888,1.043,0.1036666666666666,0.933,0.0,0.0,0.0
"Claro que não irei mencioná - las , não quero me envergonhar e muito menos envergonhar quem estará lendo . ",0.00055,0.011,-0.0366,-0.732,0.0177,0.354,0.0090999999999999,0.1819999999999999,0.02765,0.553,0.0
"Bella foge de o tédio de a vida comum em uma cidadezinha chuvosa sem graça e o que ela descobre a leva a um universo novo , cheio de adrenalina e incertezas . ",0.0603030303030303,1.99,-0.0476969696969696,-1.5739999999999998,0.081,2.673,0.0825757575757576,2.725000000000001,0.0124848484848484,0.4119999999999999,0.0
"Pra ser bem sincera , tinha momentos em que eu não me sentia inteligente o suficiente pra resenhar um livro de esses e acho que deixei passar muita coisa e deixei muito a desejar .. Mas livros bons são assim , te fazem pensar , te deixam confuso , fazem com que você queira analisar cada detalhe . ",0.007103448275862,0.4119999999999998,0.0263965517241379,1.531,0.023103448275862,1.3400000000000003,0.027051724137931,1.569,0.0040344827586206,0.234,0.0
"Edward é um vampiro tem sede de sangue , mas tudo muda quando ele se rende a os encantos de Bella , que também se mostra interessada em o rapaz . ",0.0145483870967742,0.4510000000000003,-0.0754516129032258,-2.339,0.0161935483870967,0.502,0.0397096774193548,1.231,-0.0040645161290322,-0.126,0.0
Pedi uma sugestão de as mesmas pessoas que me comentaram de ele e esse foi o primeiro . ,0.0798333333333333,1.437,-0.0907222222222222,-1.633,0.0933333333333333,1.68,0.0957777777777778,1.7240000000000002,-0.0114444444444444,-0.206,0.0
"E assim eu fiz , li apesar de ter enrolado um pouco o tempo e ter levado 8 ou 9 dias pra ler o primeiro livro todo . ",0.0120357142857142,0.3370000000000001,-0.0201785714285714,-0.565,-0.0005,-0.014,0.0160357142857142,0.449,-0.0131071428571428,-0.367,0.0
"Kate Blackwell é sua filha , que casou - se com o administrador de a Kruger-Brent ( nome de o império fundado por McGregor ) , David Blackwell . ",0.04,1.16,-0.0611379310344827,-1.773,0.0579310344827586,1.68,0.0562413793103448,1.631,-0.0023103448275862,-0.067,0.0
"O cara é um gênio , principalmente para pessoas de esquerda e quem tem um conhecimento mais vasto sobre o período de a Guerra Fria . ",0.1567307692307692,4.075,-0.1386153846153846,-3.604,0.1402692307692307,3.647,0.1683846153846154,4.378000000000001,-0.0044230769230769,-0.115,0.0
"Um livro onde os fatos realmente concretos não tem muita importância e sim os pensamentos de o personagem o autor conseguiu que todos e cada um de os leitores se encontrem em o conturbado Holden , e assim , faça um mergulho dentro de seus próprios pensamentos . ",0.0474791666666666,2.2789999999999995,-0.089625,-4.302,0.0618124999999999,2.967,0.0651041666666666,3.125000000000001,-0.00375,-0.18,0.0
Aqui já é realçada uma cena bem explorada em o livro todo : a discriminação por pessoas pobres . ,-0.0433684210526315,-0.8240000000000001,0.051578947368421,0.98,0.0080526315789473,0.153,-0.0263684210526315,-0.501,0.0022631578947368,0.043,0.0
Pena que só tomei coragem de lê - lo após o filme de Fernando Meirelles . ,0.1683125,2.693,-0.11725,-1.876,0.1399375,2.239,0.1790625,2.865,0.0,0.0,0.0
- gritou com todas as suas cordas vocais . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"A Polícia do Pensamento punia todos os que o cometiam , fazendo - os desaparecer misteriosamente e transformando - os em "" impessoas "" ( pessoas que , para todos os efeitos , nunca haviam existido ) . ",-0.0039210526315789,-0.149,0.0114473684210526,0.435,-0.0147894736842105,-0.5619999999999999,-0.0097105263157894,-0.369,-0.0218684210526315,-0.831,0.0
"Porém , apenas o marido tem conhecimento de a situação . ",0.2659090909090909,2.925,0.0252727272727272,0.278,0.2189090909090909,2.408,0.2683636363636363,2.952,0.0,0.0,0.0
"Penso que alguns livros devem ser lidos por quem gosta de terror , comédia , este ou aquele genero de literatura , pois são clássicos . ",0.0339615384615384,0.883,-0.1175384615384615,-3.056,0.0351923076923076,0.9149999999999998,0.0505384615384615,1.3139999999999998,-0.0196153846153846,-0.51,0.0
Stephenie Meyer peca em detalhes excessivos . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fico imaginando essa epidemia verossímil em nossos dias . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conseguiu manter o meio termo . ,0.0786666666666666,0.472,0.061,0.366,0.008,0.048,0.0348333333333333,0.209,-0.0431666666666666,-0.259,0.0
"E o mais valente de o grupo , seria Pedro Bala , atual chefe de os Capitães de a Areia , é a cabeça de o grupo , tanto em decisões como esquemas de roubos . ",0.0734722222222222,2.645,-0.1315555555555555,-4.736,0.1133333333333333,4.08,0.1085555555555555,3.908,0.0,0.0,0.0
- fingi que não o tinha entendido . ,-0.093375,-0.747,0.0,0.0,0.0,0.0,-0.06525,-0.522,-0.10225,-0.818,0.0
"Que os românticos me perdoem , mas eu não acredito em essa baboseira . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Um monstro que brilha em o sol , lembremos . ",-0.0688,-0.688,0.0,0.0,-0.1062999999999999,-1.063,-0.0613999999999999,-0.6139999999999999,-0.0091,-0.091,0.0
"Pena que o filme nao retratou tão bem o livro , pecou ! ",0.1183076923076923,1.538,0.144076923076923,1.873,0.0707692307692307,0.92,0.111,1.443,0.0,0.0,0.0
"O indivíduo não existe em o mundo futurista imaginado por Aldous Huxley , em que até a concepção e o parto são destituídos de "" naturalidade "" e os bebês gerados , após seleção criteriosa de os genes de machos e fêmeas , em laboratório . ",0.0963043478260869,4.43,-0.0751521739130434,-3.457,0.1099999999999999,5.06,0.1103695652173913,5.077,-0.0020652173913043,-0.095,0.0
"Edward é um vampiro com a habilidade de ler pensamentos , e quando descobre que não pode ler os pensamentos de Bella , logo a garota vira alvo de sua atenção . ",0.04440625,1.421,-0.1082187499999999,-3.463,0.06390625,2.045,0.07221875,2.3110000000000004,0.0,0.0,0.0
Ela me fuzilou de novo . ,0.1215,0.729,-0.1336666666666666,-0.8019999999999999,0.1478333333333333,0.887,0.1475,0.885,-0.0178333333333333,-0.107,0.0
"Se faz parte de a leitura obrigatória de a escola , corra e vá logo ler ! ",0.1421176470588235,2.416,-0.1387058823529411,-2.358,0.242235294117647,4.118,0.2090588235294117,3.5540000000000003,0.0015882352941176,0.027,0.0
"Também podem ( e é até comum ) transformar fatos pequenos em coisas gigantescas , o que pode levar benefícios ou malefícios a os envolvidos . ",0.0153076923076923,0.3979999999999999,-0.0058076923076923,-0.151,0.039576923076923,1.029,0.0242307692307692,0.6299999999999999,0.0241153846153846,0.627,0.0
"Dois mais dois nunca é quatro , dois mais dois é o que te dizem que é . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
""" O que ter se tornado tão famoso ? "" ",0.1002,1.002,0.0950999999999999,0.951,0.0,0.0,0.0574999999999999,0.575,-0.0227,-0.227,0.0
Todos os relatos de o caos que instalou - se em os locais me remetiam a o que li em o livro . ,0.0161739130434782,0.372,-0.0423043478260869,-0.973,0.0327826086956521,0.754,0.0278260869565217,0.64,-0.0078260869565217,-0.18,0.0
"Ambos em os fazem ter vontade de gritar , chorar , bater e ler de novo ! ",0.0288235294117647,0.49,-0.0514117647058823,-0.8739999999999999,0.0753529411764705,1.281,0.0824117647058823,1.4009999999999998,-0.0411764705882352,-0.7,0.0
"Quanto a o filme , ainda não o vi mas verei em breve . ",-0.0412142857142857,-0.577,0.011,0.154,0.0,0.0,-0.0309285714285714,-0.433,-0.0625714285714285,-0.876,0.0
"E lá fora o Brasil era a Bahia com toda sua malandragem , macumba , fé , sincretismo , coronelismo e sensualidade . ",-0.010391304347826,-0.239,0.0,0.0,0.0026086956521739,0.0599999999999999,-0.0162608695652173,-0.374,0.0409999999999999,0.943,0.0
"Não é um diário , porque conta a vida de Thalita , por anos . ",0.0927333333333333,1.391,-0.0574,-0.861,0.0562,0.843,0.1115333333333333,1.673,0.0,0.0,0.0
"Voltei a o autor por 2 motivos : Primeiro , por causa de a pertinência de o tema ; segundo , por causa de o filme , baseado em esta obra , lançado há 5 meses . ",0.0683783783783783,2.53,-0.1116486486486486,-4.131,0.0987567567567567,3.654,0.0871621621621621,3.2250000000000005,0.0237027027027027,0.877,0.0
"Cuspe , beijo , baba , chiclete ! ",-0.018125,-0.145,-0.004625,-0.037,-0.004625,-0.037,-0.0085,-0.068,-0.007375,-0.059,0.0
O que tinha em comum entre elas : Amavam o mesmo homem . ,0.0343076923076923,0.446,0.0326923076923076,0.425,0.0,0.0,0.0187692307692307,0.244,-0.0106153846153846,-0.138,0.0
"Não vou ser cínica e dizer que nunca ouvi o nome "" Sidney Sheldon "" , mas jamais havia lido um livro de ele . ",-0.0076799999999999,-0.1919999999999999,-0.04296,-1.074,-0.006,-0.15,0.0098,0.2450000000000001,0.0,0.0,0.0
É o cerne de a submissão . ,0.0738571428571428,0.517,-0.1389999999999999,-0.973,0.12,0.84,0.111,0.777,0.0,0.0,0.0
Aquele Saramago de sempre : personagens um tanto curiosos que passam por uma transformação interior enquanto testemunham uma situação bizarra . ,0.0373333333333333,0.784,0.0025238095238095,0.053,-0.0055238095238095,-0.116,0.0417619047619047,0.877,0.0018571428571428,0.039,0.0
"São qualificativos que podiam ser aplicados a o escritor Jerome David Salinger ( New York , 01- 01- 1919- New Hampshire , 21- 01- 2010 ) . ",0.0126296296296296,0.3409999999999999,0.0017777777777777,0.0479999999999999,0.012074074074074,0.326,0.0103703703703703,0.28,-0.0028888888888888,-0.078,0.0
The book begins when a man goes blind while he waits thesemaphore open . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dizia o que ele teria dito , se tivesse a capacidade de organizar seus pensamentos dispersos . ",-0.0116470588235294,-0.1979999999999999,-0.0475294117647058,-0.8079999999999999,-0.0008823529411764,-0.0149999999999999,-0.0019999999999999,-0.0339999999999999,0.0510588235294117,0.868,0.0
Don'Aninha - mãe-de-santo . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tão forte que chega a dar náuseas e provocar a Ira diante de a crueldade humana . ,-0.019235294117647,-0.3269999999999999,0.0237058823529411,0.4029999999999999,0.0774705882352941,1.3170000000000002,0.0435882352941176,0.7410000000000001,-0.0656470588235294,-1.116,0.0
"Escolhi esta citação para iniciar minha perspectiva sobre esta obra colossal de Saramago , se é que me é concedido tal privilégio . ",-0.0149130434782608,-0.3429999999999999,0.0042608695652173,0.0979999999999999,0.039,0.897,0.037391304347826,0.8600000000000001,0.0007391304347826,0.017,0.0
