has_opinion	sentence
1	quero um notebook da Dell quero o vermelho
0	Gostei de um vídeo @YouTube de @eloisasemh http://youtu.be/2gZjHq0pQQY?a  UNBOXING NOTEBOOK DELL A40
0	Dell Latitude E6410 14.1" Notebook http://fb.me/3pq3ZL2AK
0	Dell Latitude E4310 13.3" Notebook …http://incredible-excellent-offer.buy2day.info/buy/01/?query=301695600539 …  Link permanente da imagem incorporada
0	ela mandou eu procurar algum notebook da dell p comprar adorei
0	Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada
0	Compre seu Notebook Dell, Intel® Core™ i5 com desconto de 15% no Encontre Barato! Clique >> http://goo.gl/kbGLtj   Link permanente da imagem incorporada
0	Tenho um notebook da Dell há mais de um ano e hoje que veio aparecer uma mensagem perguntando o que achei do produto.
1	O atendimento pós-venda da @Dell não é elogiado à toa. Ambas as atendentes fizeram jus ao motivo da escolha do notebook q minha mãe adquiriu
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	@MussumAlive notebook dell de de 1.899 para 2.100
0	Modelo 2 em 1 que pode ser usado de 4 formas? Essa é uma das novidades! http://ow.ly/PZbcP
0	Veja como comprar um Notebook Dell com preço bom na Fnac Brasil http://quenotebookcomprar.com.br/veja-como-comprar-um-notebook-dell-com-preco-bom-na-fnac-brasil/ …
0	to vendo aqui um notebook da dell
0	Dica de Compra , Notebook 2 em 1 Dell Inspiron i13-7347-C10 http://bit.ly/1TUtkCU   Link permanente da imagem incorporada
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
0	Notebook Dell XPS 13 [Análise] - TecMundo https://youtu.be/1oKj38N0fPY  via @YouTube
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	Adquira conosco o modelo 2 em 1 Dell Inspiron 13 Série 7000, melhor versatilidade! http://ow.ly/PZ2Bg
0	Precisando de uma fonte de alimentação de Notebook Dell. Quem tiver para vender, por favor, me avise!   WhatsApp: (63) 8134-7540
0	ALGUEM TEM UM CARREGADOR DE NOTEBOOK MARCA DELL PRA ME EMPRESTAR PQ EU PRECISO JOGAR THE SIMS E MINHA DOG TOROU O FIO DO MEU CARREGADOR. VLW
0	Gostei de um vídeo @YouTube de @sigamarciocunha http://youtu.be/twhXyUwN0qE?a  Análise Notebook Híbrido Dell Inspiron 13 Series 7000
1	AAAAAAAAAAAAAAAAAAAAAH KCETE, DELL  WHY TU ME MANDA MSG DIZENDO PRA VERIFICAR STATUS DO MEU NOTEBOOK, SE NÃO MUDA NADA?
0	a dell mandou ele formatar o notebook tadinhooo
0	preciso de um notebook da dell #mpn #escreveai
0	Olha a minha lojinha http://fb.me/1nT22UXo3
1	meu notebook deu pau e a Dell quis cobrar quase 1k pra arrumar (sem dizer qual que é o problema)
0	gente esse novo notebook da dell...............................
0	eu tô pirando com essa internet, levei 55 minutos pra conseguir comprar um notebook no site da Dell
0	Você é extremamente produtivo e busca por um notebook, o Dell XPS 13 é uma ótima opção (via @Ueba) http://ueba.com.br/L664682
0	O Dell XPS 13” é um notebook para os que procuram produtividade - http://www.blogpc.net.br/2015/07/O-Dell-XPS-13-polegadas-e-um-notebook-para-os-que-procuram-produtividade.html … #DellXPS13  Link permanente da imagem incorporada
1	Estava pensando em comprar notebook da Lenovo (@Lenovobr) mas os da Dell (@DellnoBrasil) são incríveis principalmente a edição especial.
0	VENDO NOTEBOOK MARCA DELL  Excelente estado!
0	@Dell, me da um notebook? Tô precisando de um e ñ quero comprar um #acer..! #plíz
0	http://www.casasbahia.com.br/Informatica/Notebook/Notebook-Dell-Inspiron-I14-3442-B10-com-Intel-Core-i3-4005U-4GB-1TB-Gravador-de-DVD-Leitor-de-Cartoes-HDMI-Bluetooth-LED-14-e-Windows-8-1-1000055251.html?recsource=wcateg&rectype=w18 … melhor que meu pc essa caralha
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	Novo Notebook 2015: Vídeo de avaliação do Ultrabook Dell XPS 13 http://quenotebookcomprar.com.br/novo-notebook-2015-video-de-avaliacao-do-ultrabook-dell-xps-13/ …
0	Eu só queria um notebook da DELL ou ASUS ):
1	Todo mundo que conheço e comprou Dell teve algum problema, seja na entrega ou com o notebook
1	Se vocês forem comprar um notebook, fujam da Dell, dica de amiguinho
0	BOA TARDE! Se o seu Notebook está te deixando de cabelo em pé! TANA HORA DE TER UM NOVO!!! Notebook Dell Inspiron... http://fb.me/3XUnTxBPZ
0	Alguém me da um notebook da dell de presente
1	Essa Dell ta de sacanagem comigo, cada hora me aparece um biziu diferente nesse notebook ¬¬
1	Eu só quero a porra do meu notebook, plmdds dell, libera essa merda logo
0	Notebook Dell i7 - 8GB - 1TB - 2GB dedicada - W8 - Prateado... http://fb.me/DkReGSsv
0	Vale apena conferir-Notebook Dell Inspiron 3442-Abaixei o preço http://fb.me/AAC6M0pt
0	Confira no Magazine Fabiomaximiano: Notebook Dell Inspiron 15 &utm_source=compartilhou&utm_medium=acoes_divulgador&utm_campaign=fabiomaxi
0	Gostei de um vídeo @YouTube de @btomazelli http://youtu.be/m6u44pIvmRs?a  Recomendação de notebook para uso Avançado: Notebook Dell
0	Recomendação de notebook para uso Avançado: Notebook Dell Inspiron i14-5448-B30 Link de compra pelo... http://youtu.be/m6u44pIvmRs?a  Ver conteúdo multimídia
0	É o que essa noite me reserva. Não tá vá mais aguentando XD
0	Gostei de um vídeo @YouTube http://youtu.be/IazABA88GfI?aConserto … do notebook dell. Analisando a placa com defeito não liga.
0	Logo aggr a Dell vaii atualizar meu notebook ???????  Link permanente da imagem incorporada
0	@DellnoBrasil o led do carregador do meu notebook dell não acende mais. O que eu faço ? Qual eh o problema ? ><
1	Dá uma olhada nessa reclamação contra Dell Computadores do Brasil no @ReclameAQUI http://www.reclameaqui.com.br/13863658/dell-computadores-do-brasil/sem-retorno-do-suporte-tecnico-dell-a-respeito-de-notebook-v/ …
1	meu próximo notebook, pqp <3 http://www.dell.com/br/p/inspiron-15-5548-laptop/pd?oc=cai5548w8s1612654brp051ntw&model_id=inspiron-15-5548-laptop …
1	Aí seu notebook novinho dá pau... e vc descobre q tem um monte de gente na mesma situação... NUNCA comprem Dell! #erro0xc000021a
0	Dell Latitude E6330 Notebook 469-3145 http://dazzle-plushest-deals.buy2day.info/buy/01/?query=171864990327 …  Link permanente da imagem incorporada
0	Dell Inspiron E1505 Notebook - PP20L http://grandiose-best-items.newoffers.info/buy/01/?query=181808930592 …  Link permanente da imagem incorporada
0	@DellAjuda @DellnoBrasil Queridos, podem nos ajudar (cc @osmarcostasz). Esse notebook tem ç? http://pingu.im/1JsLkgr  =)
0	#TecMundo Análise: notebook Dell XPS 13 [vídeo] http://bit.ly/1I75TOD
0	Análise: notebook Dell XPS 13 [vídeo]: Aparelho premium com design de ponta tem hardware poderoso e pode ser a... http://bit.ly/1I75TOD
0	#luanz Análise: notebook Dell XPS 13 [vídeo] - Aparelho premium com design de ponta tem hardware poderoso e pode s... http://ow.ly/31CrRQ
0	http://eexponews.com/analise-notebook-dell-xps-13-video_5227336978923520 … - Análise: notebook Dell XPS 13 [vídeo]  Link permanente da imagem incorporada
0	Análise: notebook Dell XPS 13 [vídeo] (via TecMundo) http://ift.tt/1OrJ7Gv
0	Análise: notebook Dell XPS 13 [vídeo] - Aparelho premium com design de ponta tem hardware poderoso e pode ser a op... http://ow.ly/31CkNQ
0	Informa: Análise: notebook Dell XPS 13 [vídeo] Leia mais em: http://fb.me/3Rwa8KD5S
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
1	@DellAjudaPRO meu notebook não liga mais!! Trava na tela de inicialização "dell" e não funciona mais, oq eu faço?!
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
1	Recomendação de notebook para uso Intermediário: Notebook Dell Inspiron i14-3443-B40 Link de compra pelo... http://youtu.be/pr9kmggvPcw?a
0	Notebook Dell Inspiron I14 - 5447 - A20 Intel Core i5 8GB 1TB Windows  2GB - 2019766 Preço Sug. R$ 2429,10.  http://www.socialize.com.br/?id=129431
0	Tô vendendo meu notebook antigo Dell se alguém estiver interessado nas configurações. $1.100 ??  Link permanente da imagem incorporada
1	Dell, pelo amor de deus troca o meu notebook, vai ser a terceira vez que eu preciso chamar a assistência técnica. 13js
0	Gostei de um vídeo @YouTube de @angelokikote http://youtu.be/9oIno9_fI_E?a  GTA V - Notebook Dell Inspiron
0	quero um notebook de presente no meu aniversario da Dell pq o meu net não ta ajudando mais
0	Gostei de um vídeo @YouTube http://youtu.be/FyvXa7h26Fo?aUnboxing … - notebook dell inpiron 14
0	Gostei de um vídeo do @YouTube http://youtu.be/1oKj38N0fPY?a  Notebook Dell XPS 13 [Análise] - TecMundo
1	e esse notebook dell xps 13 que é tipo um macbook com windows ein
0	Notebook Dell XPS 13 [Análise] - TecMundo https://youtu.be/1oKj38N0fPY  via @YouTube
0	Mãe talvez vai segunda comprar meu notebook da Dell *-*
1	Notebook Dell continua dando defeito: http://youtu.be/02w_F1pcByE?a  via @YouTube
1	a Dell me deu 1 ano de Kaspersky grátis em CD por ter comprado um notebook, que não tem drive de CD :\
0	Alguém quer me dar um carregador de notebook Dell de presente?
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	Algum de vocês/vocês conhecem não querem comprar um notebook Dell? :D
1	MEU FILHO NAO MORREU, SENHOR AMADO FORAM 900 CONTO ECONOMIZADOS NESSE MES DE JULHO, OBRIGADA DELL POR NAO FAZER UM NOTEBOOK TAO PORCARIA
0	Dell Inspiron 14 série 3000 Intel Core i3-4005U 1.7 GHz 4096 MB 1024 GB A partir de R$ 1.499,00 http://goo.gl/a0HZkr
0	Desfrute de um dia a dia mais prático com o Notebook Dell Inspiron 15 5548-b20.  Link permanente da imagem incorporada 0 retweet 1 curtiu Responder   Retweetar    Curtir  1
0	DELL Latitude E6410 14.1 Notebook @ http://newegg.com  http://goo.gl/fb/TvSxcp
0	comprei o pc, é um notebook da dell, mas so vai chegar amanhã '-' 1 retweet 0 curtiu Responder   Retweetar  1   Curtir
0	Dell Latitude E4200 12.1" Notebook …http://great-buy-wholesale-super-reviews.newoffers.info/buy/01/?query=400959488317 …  Link permanente da imagem incorporada
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
1	@GordoGeek Caso parecido com a Dell e a frente do leitor de DVD do notebook. Queriam que enviasse pra lá, pagando preço de um drive completo
0	Notebook Dell Inspiron 3442-Abaixei o preço http://fb.me/6W0QcA3Zc
1	Aff preciso MT de um notebook @Dell ajuda nois aí
0	Original Genuine OEM Dell 65W Slim Power AC Adapter for Vostro 3350/UMA Notebook http://good-looking-grand-deal.buy2day.info/buy/01/?query=191635229413 …  Link permanente da imagem incorporada
1	agora que meu notebook, pediu carga, 6h na bateria dell sua linda.
0	Vale apena conferir-Notebook Dell Inspiron 3442-Abaixei o preço http://fb.me/4sC6IOzUn
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
0	Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada
0	Dell Latitude E5500 15.4" Notebook No OS,  Intel Core2Duo 2.26GHz 2GB 0823 L45 …http://sumptuous-extravagant-item.buy2day.info/buy/01/?query=121705892683 …  Link permanente da imagem incorporada
1	Notebook da Dell é fuleirão
0	Notebook Dell i7 - 8GB - 1TB - 2GB dedicada - W8 - Prateado... http://fb.me/4i7YPwXhF
1	Defeito LCD Notebook Dell Inspiron 14R (5437, Mid 2013) - Defective Dell Notebook (Jul2015): http://youtu.be/K8VHUKr2TFY?a  via @YouTube
1	2 anos após ter comprado o notebook, eu encontrei a entrada pra cartão de memória. Culpa da Dell.
1	Nao sei se é a @Dell  ou se é o @Windows  8 , mas meu notebook atualizou e simplesmente não liga
0	ces manjam algum lugar pra comprar notebook aqui que nao seja a dell?
1	@renatadiem Eu tenho um Dell que está funcionando há 7 anos. Ainda está firme e forte, mas virou notebook secundário.
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	@namoralsemigual Vemk então: http://pingu.im/1I2jfSn
0	Enfim. Preciso de um notebook bom. Podendo me recomendar as marcas, agradeço. Se bem que tendo a Dell, e se for MacBook, bom.
1	@intelbrasil Meu primeiro pc na verdade é um notebook Dell Inspiron com Intel Core i5. #AmorAPrimeiraVista #NuncaVouEsquecer
0	preciso do cabo flat do notebook 1545 da dell, tipo urgente e não acho onde comprar
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
0	alguem quer comprar um notebook? 1400 pila, i5, 6gb de RAM, 750gb de HD, tela Full HD, marca Dell. tratar inbox
0	#promoção #oferta Mochila Dell Urban 2.0 332-1391, À prova d’água e para Notebook até 15.6”  http://www.promobit.com.br/Promocoes/ver-promocoes/23715/ … - R$ 99,00
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	@victor_command eu tenho um 22 1080p, outro 19 720p e a tela do notebook de 14 768p. Porém querendo pegar o Dell 27 4k
0	@MicrosoftAjuda É possivel migrar uma licença Home Student comprada junto com um notebook Dell para uma licença plena do Office?
0	#Notebook Dell Inspiron i14 – 5447 – A30 com Intel Core i7 8GB ( 2GB de Memória Dedicada )... http://ezu.com.br/blog/destaques/notebook-dell-inspiron-i14-5447-a30-com-intel-core-i7-8gb-2gb-de-memoria-dedicada-1tb-led-hd-14-touchscreen-windows-8-1-120612360-notebook-hp-14-r051br-co/ …  Link permanente da imagem incorporada
0	#Notebook Ultrafino Dell Vostro V14T – 5470 – A50 com Intel Core i7 8GB ( 2GB Memória Dedi... http://ezu.com.br/blog/destaques/notebook-ultrafino-dell-vostro-v14t-5470-a50-com-intel-core-i7-8gb-2gb-memoria-dedicada-500gb-led-14-windows-8-perfume-gabriela-sabatini-feminino-eau-de-toilette-60ml/ …  Link permanente da imagem incorporada
0	alguem ai tem notebook da dell ai?
0	O Notebook Dell Inspiron 3442-A10 possui um design inovador. Além da ótima capacidade de armazenar seus arquivos... http://fb.me/2qp8PimhZ
0	Novo Notebook da Dell deixa a desejar! http://www.recomendacaodenotebooks.com.br/dell-inspiron-15-serie-5000-15-5558/ …
0	Elado dell notebook http://www.szuperpiac.hu/hirdetes-id-203099.htm …
0	Veja em nosso vídeo como limpar o seu notebook Dell ❤❤ - http://dell.to/1A9VbbS
1	adivinhem? meu notebook deu pau no windowss e agora vou ter q esperar a dell me enviar um cd do windows ate sexta
1	O notebook que eu acho super lindo da Dell veio para o Brasil. Mas: Sem placa de vídeo e com configurações toscas.
0	@DellnoBrasil Oi, queria saber se eu posso ter o suporte técnico da Dell mesmo se a garantia do meu notebook já expirou
0	Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231
0	DICAS de Compra:  Linha de Notebook Dell de 5ª geração com preço especial na Fnac > http://quenotebookcomprar.com.br/linha-de-notebook-dell-de-5a-geracao-com-preco-especial-na-fnac/ …
0	Na compra do Notebook Dell i14-3442 A10 + R$14,90 você leva a mochila Dell Urban 2.0 (Válido até 18/07). Saiba mais: http://bit.ly/1HUQHYH
0	@paulaschver Olá, PONTIA! Opa, vemk http://pingu.im/1M1GThC
0	@pontofrio pingu, conseguimos algum descontinho nesta joinha? http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Dell-Inspiron-I14-3442-B10-com-Intel-Core-i3-4005U-4GB-1TB-Gravador-de-DVD-Leitor-de-Cartoes-HDMI-Bluetooth-LED-14-e-Windows-8-1-100005
1	@LeoRdgs @lord_davi bom ponto, mas já tive problema com notebook então quero uma marca confiável, e das atuais só gosto da Dell.
0	@_rogmos @LeoRdgs depende do qnto quer gastar. por até 3000 tem notebook da dell melhor q pcs do msm preço. inclusive comprarei qndo tiver $
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	Walmart – Promoção 9% OFF no Notebook Dell Inspiron i14-5447-A30 com Intel Core i7 8GB (2GB de Memória Dedicada)… http://www.cupomdesconto.blog.br/coupon/walmart-promocao-9-off-no-notebook-dell-inspiron-i14-5447-a30-com-intel-core-i7-8gb-2gb-de-memoria-dedicada-1tb-led-hd-14-touchscreen-windows-8-1/ …
1	Comprei meu notebook da @DellnoBrasil  ? pelo site da  ? @pontofrio ? deve chegar semana que vem?. Comprei dell por confiança na marca.
0	Notebook Dell Inspirio i5 - em até 10x de R$ 229,90 https://goo.gl/rKxMqh  , <-- CLIQUE AQUI E CONFIRA! http://fb.me/3RcaX9MdS
1	Sem notebook de novo... Parece brincadeira de mau gosto. #dell
0	@pontofrio preciso saber a diferença entre os Notebook Dell Inspiron 3443-A40 é 3443-B40. Parecem iguais com preços diferentes. Oq muda?
0	Dia de restaurar relações:
0	Para amigos, condiçoes especiais!... http://fb.me/3Ov6RCl2Q
0	Gostei de um vídeo @YouTube de @lordrockgamer http://youtu.be/9kKOtnBFPUQ?a  Review - Notebook Dell Inspiron 14 5000 séries
0	Características do notebook Dell Vostro V13  http://tinyurl.com/my7sfuh
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
1	Como uma Ferrari, ultrabook Dell XPS 13 tem potência e preço alto: O Dell XPS 13 não é um notebook para quem q... http://abr.ai/1L340rc
0	@pontofrio qual melhor preço vc pode fazer? http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Lenovo-G40-80-com-Intel-Core-i5-5200U-4GB-1TB-Gravador-de-DVD-Leitor-de-Cartoes-HDMI-Wireless-Bluetooth-LED-14-e-Windows-8-1-4813971.html?recsource=busca
0	Coisa que nunca fiz mas quero muito fazer: tirar meia hora pra limpar o notebook #relaxado #porcão #notebook #dell #limpeza #comolimpar
0	Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231
0	@Olavo_Opasso Opa, consegui baixar um pouco: http://pingu.im/1Mkc4CE
0	@Fagner_Souza Fagner, pontia! Esse note é muito bom! Aqui está: http://pingu.im/1HoPhl0
0	Dell Latitude E6520 15.6" Notebook http://opulent-gorgeous-offers.buy2day.info/buy/01/?query=261961897571 …  Link permanente da imagem incorporada
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	Gente, qual dessas marcas é melhor pra notebook: HP ou Dell? (ou nenhuma das duas?)
0	VENDO NOTEBOOK DA DELL. 1 ANO de pouco uso. INTERESSADOS, CHAMAR IN BOX
0	Com o notebook Dell Inspiron I13-7348-B20 você tem um portátil 2 em 1 extremamente versátil para o dia a dia.  Link permanente da imagem incorporada
0	VENDO NOTEBOOK Estou vendendo um Notebook da Dell, 1 ano de pouco uso, mouse óptico, com nota, editor de vídeo e... http://fb.me/yoYOavvw
0	#Bateria Notebook Acer Extensa 4720, Bateria de Alta Capacidade compativel com Dell Inspir... http://ezu.com.br/blog/destaques/bateria-notebook-acer-extensa-4720-bateria-de-alta-capacidade-compativel-com-dell-inspiron-6000-9200-9300-9400-e1705-xps-m1710-cod-1859408-bateria-notebook-lenovo-e390-bateria-de-al/ …  Link permanente da imagem incorporada
0	#Bateria Notebook Gateway Md26, Bateria para Dell Vostro 1310, 1320, Vostro 1510, 1520, Vo... http://ezu.com.br/blog/destaques/bateria-notebook-gateway-md26-bateria-para-dell-vostro-1310-1320-vostro-1510-1520-vostro-2510-alta-capacidade-cod-2404683-bateria-notebook-acer-aspire-9500-bateria-pb994a-de-alta/ …  Link permanente da imagem incorporada
0	@DellAjuda eu tenho outro notebook Dell, mas não é o mesmo modelo. Tem jeito?
0	@SACvida24hrs da pra tirar o P do teclado dos notebook dell pra limpar?
1	Quem disse pra Dell que isso que eles fazem é um notebook? Parece mais uma sanduicheira, vive travando essa porra.
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
0	Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada
0	Pessoas feicebuquianas,
1	Dá uma olhada nessa reclamação contra Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/13724177/dell-computadores-do-brasil/notebook/ …
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	Compre um notebook Dell e leve um game para PC! Consulte modelos e jogos participantes em uma de nossas lojas! Promoção por tempo limitado!
1	Sonho: notebook da Dell Realidade: PC quebrado
0	Notebook Dell Inspiron 14 Intel Core i5 4GB HD 1TB em Colombo  Vendo: R$ 1450.00 Tratar com: Mayra http://colombo.desapega.net/notebook-dell-inspiron-14-intel-core-i5-4gb-hd-1tb--pid-13683 …
0	http://www.submarino.com.br/produto/120612351/notebook-dell-inspiron-i14-5447-a20-com-intel-core-i5-8gb-2gb-de-memoria-dedicada-1tb-led-hd-14-touchscreen-windows-8.1?opn=FACEBOOKADS&epar=sa_au_00_fb_4294dyn … meu sonho de consumo atualmente
1	tô há 35 minutos conversando por telefone com o técnico da Dell, procurando uma solução para o meu finado notebook
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
1	Reclame Aqui - Dell Computadores do Brasil - garantia de notebook, já e a quarta vez MEU DEUS http://fb.me/47HRRfSEJ
1	Tenho um notebook de última geração, porém não tem entrada pra CD, essa Dell pensa que sou rica pra ficar comprando programas caríssimos ??
0	Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231
0	coisa chata essa parada de trabalhar e não conseguir comprar um notebook da dell i7core :(
0	Dell Inspiron 3551 Notebook (Pentium Quad Core N3540/ 2GB/ 500GB/ DOS) (35402500IBU) Rs.19397... http://fb.me/2n8bjYGcI
0	Notebook Dell Inspiron. de R$ 2.499,00 por R$ 2.099,00 em até 10x de R$ 209,90 sem juros no cartão de crédito ou... http://fb.me/3IgTz5Fp3
0	Amigos, tive que comprar outro notebook. Coitadinho do antigo, teve uma morte horrível com vários CIs em curto. RIP DELL inspiron.
0	Melhores marcas de notebook sem ser Dell e Asus? Alguém ajuda!
1	Que saudades do meu notebook da HP, esse Dell é uma bosta, que sacoooooo
0	roubar um notebook dell de 4 mil conto e um carregador motorola QUE FASE HEIN LADRÃOZINHO
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	#follow to #download Dell inspiron 5100 notebook User Manual - TB006500570012 @ServiceRepair23
0	Notebook Dell Inspiron I14-3421-A10 Preço: R$950 Pouquíssimo uso!!!!! Está em excelente estado! Na caixa!!... http://fb.me/7nAVAX2uP
0	Notebook Dell Inspirion 14 8GB de Memória e 500GB de HD http://produto.mercadolivre.com.br/MLB-675186327-notebook-dell-inspirion-14-8gb-memoria-500gb-hd-_JM …
0	Comprei um notebook novo... eu tinha um da HP e comprei agora um da Dell.
1	@simpson_yuri eita mano... Notebook da Dell é foda vei kkkk, vc é um felizardo hahhaha joga na mega-sena logo kkkk
0	#DELL #LAPTOP LATITUDE COMPUTER #WINDOWS 7 CORE 2 DUO 3GB RAM #DVD #WIFI #NOTEBOOK #HD #BuyNOW $117.94 #deal http://ebay.to/1KE7KB5
1	maior arrependimento da minha vida foi ter dado 4 mil reais no notebook da dell. jesus, tira essa raiva de mim!!!!
1	Esse notebook da Dell é uma verdadeira merda
0	Me ajudem alguém sabe o modelo do Notebook Dell que atrás acende a logo na tampa quem souber vai me ajudar muito!
0	Quero esse notebook com touch da dell, ainda vem com uma Stylus
1	Entro no site da dell com a intenção de comprar o notebook mais barato, aí eles fazem a comparação com os mais caros...
0	Dell Latitude E6400 Notebook http://www.24marketing.org/dell-latitude-e6400-notebook-2/ …
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
0	@DellAjuda Meu notebook está com a tela piscando, entrei em contato com a Dell e vão me enviar um orçamento
1	Meu notebook tá todo fodido. Tenho é que começar a trabalhar logo pra comprar outro e um outro cel também. Quero outro Dell
1	Notebook Dell, um monstro de performance, um bosta pra sinal wi-fi
0	Dell Latitude E5500 15.4" Notebook Core2Duo @ 2.26GHz, 1GB, No HD- Boots to BIOS …http://buy-it-now-unbelievable-offer.buy2day.info/buy/01/?query=111710283759 …  Link permanente da imagem incorporada
1	Depois de 56 (!) minutos com o suporte telefônico da Dell, terei q enviar o notebook para a assistência.
0	@ofernandoreis isso rolou com meu notebook da Dell. Era poeira nos difusores de saída de ar quente. Desmontei, limpei e resolveu.
0	@DellnoBrasil Oi Dell! Vocês não tem mais notebook com drive de Blu-ray?
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231
1	Notebook da Dell é muito bom ???
1	a propósito, vi um notebook lindo hoje, da Dell, era quadradão do jeito q eu gosto asoidhjasiofd
0	Acheiiiiiiii http://fb.me/318I7YanN
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
0	Dell Latitude E6500 15.4" Notebook …http://best-very-impressive-items.buy2day.info/buy/01/?query=141708762342 …  Link permanente da imagem incorporada
0	Ôh Aidar vende pra mim?
1	Meu notebook não ta ligando @Dell ?
0	De acordo com a analise realizada por nosso consultor, este computador é o que melhor irá se adequar as suas... http://fb.me/6UH18edWI
0	Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231
1	Dá uma olhada nessa reclamação contra @DellnoBrasil Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/13629753/dell-computadores-do-brasil/notebook-dell-aparelhos-de-terceira-categoria/ …
1	obrigado michael da dell pela atenção migo mas meu notebook voltou a estar bem
0	Para que escolher entre tablet e notebook se você pode ter o melhor dos dois com o Latitude 13 2 em 1 Série 7000. O…http://dell.to/1R23sqS
0	@DellAjuda ola tenho um notebook dell e queria desabilitar a função backup recovery porque o sistema trava ou fica lento. Obrigado.
1	@confidobrev samsung, sony e dell são as melhores pra notebook
0	Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231
0	@DellnoBrasil ow dell na onde q ver meus pedidos no site de vocês? Tô tentando comprar esse notebook http://www.dell.com/br/p/inspiron-15-5548-laptop/pd?oc=cai5548w8s1612656brp052w&model_id=inspiron-15-5548-laptop … e não consigo
0	To querendo um notebook novo. Eu to vendo um Dell e um da apple. Mas eu tenho sérios problemas com teclado pequeno.
0	Boa tarde! Tem Notebook Dell com i3, 4GB de memória e HD de 500GB, vai ficar de fora dessa? Confere só!... http://fb.me/1Tnq4aXhW
0	Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231
1	Finalmente meu notebook novo chegou! Agora eu 'tou com a @Dell.
0	Notebook da Dell Precision tem alta performance em edição de vídeo http://tinyurl.com/p9a9dou
0	@whatived0ne eu tenho notebook e ps4. mas comprei o note pensando em jogar, claro. é da dell e tem uma placa de vídeo dedicada de 2gb
1	notebook natinha...http://www.walmart.com.br/produto/Informatica/Notebooks/Acer/493 …... — o segundo! dell eh vida <3 http://ask.fm/a/c919n8lb
